hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence,age,role,nind
15343,10,1,1,6,1,2,4,2,87,1,1
15344,10,1,1,6,2,2,4,2,72,1,1
15345,10,0,1,6,2,3,4,2,70,1,1
15346,10,1,1,6,2,3,4,2,78,1,1
15347,10,1,1,6,2,3,4,2,74,1,1
15348,10,0,1,6,2,3,4,2,80,1,1
15349,10,1,1,6,2,3,4,2,82,1,1
15350,10,1,1,6,2,3,4,2,83,1,1
15351,10,1,1,6,2,3,4,1,77,1,1
15352,10,1,1,6,2,2,4,1,74,1,1
15353,10,1,1,6,1,3,4,1,66,1,1
15354,10,1,1,6,1,1,4,1,65,1,1
15355,10,1,1,6,1,1,4,1,70,1,1
15356,10,0,1,6,1,1,4,1,83,1,1
15357,10,0,1,6,2,1,4,1,73,1,1
15358,10,0,1,6,2,3,4,1,72,1,1
15359,10,0,1,6,2,3,4,1,91,1,1
15360,10,1,1,6,2,3,4,1,85,1,1
15361,10,1,1,6,2,3,4,1,77,1,1
15362,10,1,1,6,2,3,4,1,91,1,1
15363,10,1,1,6,1,3,4,1,71,1,1
15364,10,0,1,6,1,3,4,1,70,1,1
15365,10,0,1,6,1,3,4,1,65,1,1
15366,10,0,1,6,1,3,4,1,77,1,1
15367,10,0,1,6,2,3,4,1,75,1,1
15368,10,1,1,6,2,4,4,1,87,1,1
15369,10,1,1,6,2,4,4,1,74,1,1
15370,10,2,1,6,2,4,4,1,80,1,1
15371,10,2,1,6,2,4,4,1,74,1,1
15372,10,1,1,6,2,4,4,1,84,1,1
15373,10,1,1,6,1,4,4,1,88,1,1
15374,10,1,1,6,1,4,4,1,84,1,1
15375,10,1,1,6,1,3,4,1,92,1,1
15376,10,0,1,6,1,2,4,1,78,1,1
15377,10,1,1,6,1,2,4,1,74,1,1
15378,10,0,1,6,1,2,4,1,88,1,1
15379,10,1,1,6,1,2,4,1,87,1,1
15380,10,1,1,6,1,2,4,1,66,1,1
15381,10,0,1,6,1,2,4,1,89,1,1
15382,10,1,1,6,1,2,4,1,78,1,1
15383,10,0,1,6,1,2,4,1,88,1,1
15384,10,0,1,5,1,2,4,1,55,1,1
15385,10,1,1,5,1,2,4,1,47,1,1
15386,10,1,1,5,2,2,2,1,61,1,1
15387,10,1,1,5,2,2,2,1,62,1,1
15388,10,1,1,5,2,2,2,1,52,1,1
15389,10,0,1,5,2,4,2,1,47,1,1
15390,10,0,1,4,1,4,2,2,40,1,1
15391,10,1,1,4,1,4,2,2,43,1,1
15392,10,1,1,4,1,4,2,1,32,1,1
15393,10,1,1,4,1,4,2,1,42,1,1
15394,10,0,1,5,1,4,2,1,59,1,1
15395,10,1,1,5,2,4,2,1,62,1,1
15396,10,1,1,5,2,4,1,1,56,1,1
15397,10,1,1,5,1,4,1,1,56,1,1
15398,10,1,1,5,1,4,1,1,61,1,1
15399,10,1,1,5,1,3,1,1,48,1,1
15400,10,1,1,5,2,3,1,1,48,1,1
15401,10,0,1,5,2,3,1,1,48,1,1
15402,10,1,1,5,2,3,1,1,54,1,1
15403,10,1,1,5,2,1,1,1,47,1,1
15404,10,1,1,5,2,1,2,1,48,1,1
15405,10,1,1,5,2,4,2,1,61,1,1
15406,10,0,1,5,2,4,4,1,54,1,1
15407,10,0,1,5,2,4,4,1,54,1,1
15408,10,1,1,5,2,4,4,1,48,1,1
15409,10,0,1,5,2,4,1,1,45,1,1
15410,10,1,1,4,1,4,1,1,27,1,1
15411,10,1,1,4,1,1,1,1,26,1,1
15412,10,0,1,3,1,1,1,1,22,1,1
15413,10,0,1,3,1,1,2,1,22,1,1
15414,10,0,1,3,1,1,3,2,23,1,1
15415,10,0,1,3,1,1,1,2,23,1,1
15416,10,0,1,3,1,1,1,1,22,1,1
15417,10,1,1,3,1,1,1,1,23,1,1
15418,10,1,1,3,1,1,3,1,21,1,1
15419,10,1,1,3,1,1,3,1,20,1,1
15420,10,0,1,3,1,1,3,1,20,1,1
15421,10,1,1,3,2,1,3,1,23,1,1
15422,10,0,1,3,2,1,3,1,20,1,1
15423,10,0,1,3,2,1,3,1,18,1,1
15424,10,2,1,3,2,1,3,1,22,1,1
15425,10,2,1,6,2,4,3,1,83,1,1
15426,10,1,1,6,2,4,3,1,72,1,1
15427,10,1,1,6,2,4,3,1,65,1,1
15428,10,0,1,6,2,4,4,1,78,1,1
15429,10,1,1,6,2,4,4,1,74,1,1
15430,10,0,1,6,2,4,4,1,88,1,1
15431,10,0,1,6,2,3,4,1,75,1,1
15432,10,1,1,6,2,3,4,1,75,1,1
15433,10,1,1,6,1,3,4,1,92,1,1
15434,10,1,1,6,1,3,4,1,72,1,1
15435,10,0,1,6,1,3,4,2,78,1,1
15436,10,0,1,6,2,2,4,2,72,1,1
15437,10,2,1,6,1,2,4,2,67,1,1
15438,10,2,1,6,1,2,4,2,70,1,1
15439,10,2,1,6,1,2,4,1,84,1,1
15440,10,1,1,6,2,2,4,1,91,1,1
15441,10,1,1,6,1,2,4,1,74,1,1
15442,10,0,1,6,1,2,4,1,85,1,1
15443,10,1,1,6,1,2,4,1,89,1,1
15444,10,1,1,6,1,2,4,1,79,1,1
15445,10,0,1,5,1,2,4,1,44,1,1
15446,10,0,1,5,1,2,4,1,54,1,1
15447,10,1,1,5,1,4,4,1,47,1,1
15448,10,1,1,6,1,4,4,1,79,1,1
15449,10,1,1,6,2,4,4,1,89,1,1
15450,10,0,1,6,2,4,4,1,87,1,1
15451,10,0,1,6,2,4,4,1,69,1,1
15452,10,1,1,6,2,4,4,1,65,1,1
15453,10,0,1,6,2,3,4,1,66,1,1
15454,10,0,1,6,2,3,4,1,68,1,1
15455,10,1,1,6,2,3,4,1,91,1,1
15456,10,1,1,6,2,3,4,1,74,1,1
15457,10,1,1,6,2,3,4,1,79,1,1
15458,10,1,1,6,2,3,4,1,89,1,1
15459,10,1,1,6,2,3,1,1,87,1,1
15460,10,1,1,6,2,3,4,1,65,1,1
15461,10,1,1,6,2,3,4,1,86,1,1
15462,10,1,1,6,2,3,4,1,92,1,1
15463,10,1,1,6,2,4,4,1,74,1,1
15464,10,1,1,6,1,4,4,1,85,1,1
15465,10,1,1,5,1,4,4,1,51,1,1
15466,10,0,1,5,1,4,4,1,46,1,1
15467,10,1,1,6,1,4,4,1,75,1,1
15468,10,0,1,6,1,4,4,1,80,1,1
15469,10,1,1,6,1,4,4,1,88,1,1
15470,10,0,1,6,1,4,4,2,75,1,1
15471,10,0,1,6,1,4,4,2,74,1,1
15472,10,1,1,6,1,2,4,2,67,1,1
15473,10,1,1,6,1,2,4,2,67,1,1
15474,10,1,1,6,1,2,4,2,67,1,1
15475,10,1,1,6,1,2,4,1,80,1,1
15476,10,1,1,6,1,2,4,1,77,1,1
15477,10,1,1,6,1,3,4,1,71,1,1
15478,10,0,1,6,1,3,4,1,90,1,1
15479,10,0,1,6,1,4,4,1,71,1,1
15480,10,0,1,6,1,4,4,2,83,1,1
15481,10,0,1,6,1,4,4,2,92,1,1
15482,10,2,1,6,1,4,4,1,71,1,1
15483,10,0,1,6,1,4,4,1,76,1,1
15484,10,0,1,6,1,3,4,2,81,1,1
15485,10,0,1,6,1,3,4,2,91,1,1
15486,10,0,1,6,1,3,4,2,70,1,1
15487,10,0,1,6,1,3,4,2,66,1,1
15488,10,1,1,6,1,3,4,1,75,1,1
15489,10,0,1,6,1,3,1,1,77,1,1
15490,10,0,1,5,1,3,1,1,48,1,1
15491,10,1,1,5,1,3,1,1,56,1,1
15492,10,2,1,5,1,3,1,1,62,1,1
15493,10,2,1,5,1,3,1,1,49,1,1
15494,10,0,1,6,1,3,1,1,72,1,1
15495,10,1,1,6,1,3,1,2,80,1,1
15496,10,1,1,6,1,3,1,2,79,1,1
15497,10,1,1,6,1,3,4,2,68,1,1
15498,10,1,1,6,1,3,4,2,78,1,1
15499,10,1,1,6,1,3,4,2,70,1,1
15500,10,0,1,6,1,3,4,1,90,1,1
15501,10,0,1,6,2,3,4,1,80,1,1
15502,10,1,1,6,2,4,4,1,87,1,1
15503,10,0,1,6,2,4,4,1,91,1,1
15504,10,0,1,6,2,4,4,1,72,1,1
15505,10,1,1,6,2,4,4,2,89,1,1
15506,10,1,1,6,1,4,4,2,90,1,1
15507,10,0,1,6,1,4,4,2,74,1,1
15508,10,1,1,6,2,4,4,2,84,1,1
15509,10,1,1,6,2,4,4,2,68,1,1
15510,10,0,1,6,2,4,4,2,75,1,1
15511,10,0,1,6,2,4,4,2,75,1,1
15512,10,0,1,6,2,4,4,2,89,1,1
15513,10,0,1,6,2,4,4,2,75,1,1
15514,10,0,1,6,2,4,4,2,78,1,1
15515,10,0,1,6,2,4,4,2,88,1,1
15516,10,1,1,6,2,4,4,2,79,1,1
15517,10,0,1,6,2,4,4,2,75,1,1
15518,10,0,1,6,2,4,4,2,80,1,1
15519,10,1,1,6,1,4,4,2,90,1,1
15520,10,1,1,6,2,4,4,2,66,1,1
15521,10,0,1,6,1,4,4,2,67,1,1
15522,10,0,1,6,1,4,4,2,87,1,1
15523,10,1,1,6,1,4,4,2,84,1,1
15524,10,0,1,6,1,3,4,2,89,1,1
15525,10,0,1,6,1,3,4,2,87,1,1
15526,10,1,1,6,1,1,4,2,90,1,1
15527,10,0,1,6,1,1,4,2,81,1,1
15528,10,0,1,6,1,1,4,2,83,1,1
15529,10,0,1,6,1,1,4,2,79,1,1
15530,10,1,1,6,1,3,4,2,65,1,1
15531,10,1,1,4,1,1,4,2,26,1,1
15532,10,0,1,4,1,1,4,2,37,1,1
15533,10,2,1,4,1,1,4,1,28,1,1
15534,10,0,1,5,1,4,4,1,44,1,1
15535,10,1,1,5,1,4,4,1,64,1,1
15536,10,1,1,6,1,4,4,2,76,1,1
15537,10,0,1,6,1,3,4,2,86,1,1
15538,10,0,1,6,1,4,4,2,68,1,1
15539,10,1,1,6,1,4,4,2,70,1,1
15540,10,1,1,6,1,3,4,1,78,1,1
15541,10,1,1,6,1,3,4,1,82,1,1
15542,10,1,1,6,1,3,4,1,90,1,1
15543,10,0,1,6,1,3,4,1,88,1,1
15544,10,0,1,6,1,3,4,1,77,1,1
15545,10,1,1,6,1,3,4,1,69,1,1
15546,10,1,1,6,2,3,4,1,65,1,1
15547,10,0,1,6,2,4,4,1,90,1,1
15548,10,1,1,6,2,4,1,1,82,1,1
15549,10,0,1,5,2,2,1,1,53,1,1
15550,10,1,1,5,1,2,1,1,50,1,1
15551,10,1,1,5,1,2,1,1,60,1,1
15552,10,1,1,5,1,4,1,1,58,1,1
15553,10,1,1,5,1,4,1,1,54,1,1
15554,10,0,1,5,1,4,1,1,53,1,1
15555,10,0,1,5,1,1,1,1,64,1,1
15556,10,1,1,5,1,1,1,1,47,1,1
15557,10,1,1,4,1,1,1,1,34,1,1
15558,10,1,1,4,1,1,1,1,35,1,1
15559,10,0,1,4,1,1,1,1,26,1,1
15560,10,1,1,4,1,1,1,1,35,1,1
15561,10,1,1,4,1,1,1,1,27,1,1
15562,10,1,1,4,2,1,1,1,33,1,1
15563,10,1,1,4,2,1,1,1,35,1,1
15564,10,1,1,4,2,1,1,1,25,1,1
15565,10,1,1,4,1,1,1,1,33,1,1
15566,10,0,1,4,1,1,1,1,34,1,1
15567,10,1,1,4,1,1,1,1,43,1,1
15568,10,1,1,4,1,1,1,1,37,1,1
15569,10,3,1,4,1,1,1,1,40,1,1
15570,10,1,1,4,1,1,1,1,33,1,1
15571,10,2,1,4,1,1,1,1,42,1,1
15572,10,0,1,4,1,1,1,1,35,1,1
15573,10,1,1,4,1,1,1,1,27,1,1
15574,10,1,1,4,1,1,1,1,27,1,1
15575,10,1,1,4,1,1,1,1,34,1,1
15576,10,1,1,4,1,1,1,1,35,1,1
15577,10,0,1,4,1,1,1,1,29,1,1
15578,10,1,1,4,2,1,1,1,35,1,1
15579,10,1,1,4,2,1,1,1,39,1,1
15580,10,1,1,5,2,1,1,1,45,1,1
15581,10,1,1,5,2,1,1,1,46,1,1
15582,10,1,1,4,2,1,1,1,34,1,1
15583,10,1,1,4,2,1,1,1,35,1,1
15584,10,1,1,4,2,1,1,1,29,1,1
15585,10,0,1,4,2,1,1,1,24,1,1
15586,10,1,1,4,2,1,1,1,42,1,1
15587,10,1,1,4,2,1,1,1,34,1,1
15588,10,1,1,4,2,1,1,1,41,1,1
15589,10,0,1,4,2,1,1,1,33,1,1
15590,10,1,1,4,2,1,1,1,42,1,1
15591,10,1,1,4,2,1,1,1,30,1,1
15592,10,0,1,4,1,1,1,1,27,1,1
15593,10,0,1,4,1,1,1,1,33,1,1
15594,10,1,1,4,1,1,1,1,27,1,1
15595,10,1,1,4,1,1,1,1,37,1,1
15596,10,1,1,4,1,1,1,1,39,1,1
15597,10,0,1,4,1,1,1,1,37,1,1
15598,10,0,1,4,1,1,1,1,24,1,1
15599,10,0,1,4,1,1,2,1,30,1,1
15600,10,1,1,4,2,1,2,1,39,1,1
15601,10,0,1,4,2,1,2,1,40,1,1
15602,10,0,1,4,2,1,1,1,26,1,1
15603,10,0,1,4,2,1,1,1,32,1,1
15604,10,1,1,4,2,1,1,1,40,1,1
15605,10,1,1,4,2,1,2,1,43,1,1
15606,10,0,1,4,2,1,2,2,29,1,1
15607,10,0,1,4,1,1,2,2,43,1,1
15608,10,0,1,4,2,1,2,2,40,1,1
15609,10,0,1,5,2,1,2,2,53,1,1
15610,10,1,1,5,2,1,2,1,52,1,1
15611,10,1,1,5,2,1,1,1,62,1,1
15612,10,1,1,5,2,1,1,1,48,1,1
15613,10,1,1,4,2,1,1,1,25,1,1
15614,10,0,1,4,2,1,1,1,34,1,1
15615,10,1,1,4,2,2,1,1,30,1,1
15616,10,1,1,4,1,1,1,1,31,1,1
15617,10,0,1,4,1,1,1,1,38,1,1
15618,10,1,1,4,2,1,1,1,37,1,1
15619,10,0,1,4,1,1,1,1,43,1,1
15620,10,1,1,4,1,1,1,1,27,1,1
15621,10,0,1,4,1,1,1,1,35,1,1
15622,10,0,1,4,2,1,1,1,28,1,1
15623,10,1,1,4,2,1,1,1,25,1,1
15624,10,1,1,4,2,1,1,1,34,1,1
15625,10,1,1,5,1,1,1,1,50,1,1
15626,10,2,1,5,2,1,4,1,58,1,1
15627,10,1,1,5,2,1,4,1,54,1,1
15628,10,0,1,5,2,1,1,1,48,1,1
15629,10,0,1,4,2,1,1,1,30,1,1
15630,10,0,1,4,2,1,1,1,41,1,1
15631,10,1,1,4,2,1,1,2,40,1,1
15632,10,1,1,4,2,1,1,2,26,1,1
15633,10,1,1,4,2,1,1,2,32,1,1
15634,10,1,1,4,2,1,1,2,33,1,1
15635,10,1,1,4,2,1,1,1,26,1,1
15636,10,1,1,4,2,1,1,1,31,1,1
15637,10,1,1,4,2,1,1,1,40,1,1
15638,10,0,1,4,2,1,1,1,30,1,1
15639,10,1,1,4,1,1,1,1,31,1,1
15640,10,0,1,4,1,1,1,1,34,1,1
15641,10,0,1,4,1,1,1,2,35,1,1
15642,10,0,1,4,1,1,1,2,32,1,1
15643,10,1,1,4,1,1,1,2,38,1,1
15644,10,1,1,4,1,1,1,2,40,1,1
15645,10,1,1,4,1,1,1,2,32,1,1
15646,10,0,1,4,1,1,1,2,29,1,1
15647,10,0,1,4,1,1,1,2,39,1,1
15648,10,1,1,4,1,1,1,2,38,1,1
15649,10,0,1,4,1,1,1,1,30,1,1
15650,10,0,1,5,1,1,1,1,53,1,1
15651,10,0,1,5,1,1,1,1,57,1,1
15652,10,0,1,5,1,2,1,1,54,1,1
15653,10,0,1,5,1,2,1,1,53,1,1
15654,10,0,1,5,1,2,1,1,63,1,1
15655,10,1,1,5,1,2,1,1,48,1,1
15656,10,0,1,5,1,2,1,2,51,1,1
15657,10,0,1,5,1,2,1,2,44,1,1
15658,10,1,1,5,1,2,1,2,50,1,1
15659,10,1,1,5,1,2,1,2,51,1,1
15660,10,1,1,5,1,2,2,2,59,1,1
15661,10,1,1,6,1,2,2,2,78,1,1
15662,10,1,1,6,1,2,4,2,67,1,1
15663,10,1,1,6,1,2,4,2,68,1,1
15664,10,1,1,6,2,2,4,2,80,1,1
15665,10,1,1,6,2,2,4,2,77,1,1
15666,10,1,1,6,2,2,4,2,65,1,1
15667,10,0,1,6,2,2,4,2,81,1,1
15668,10,0,1,6,2,2,4,2,85,1,1
15669,10,1,1,6,2,2,4,2,66,1,1
15670,10,0,1,6,2,3,4,2,90,1,1
15671,10,1,1,6,2,3,4,2,74,1,1
15672,10,1,1,6,2,3,4,2,88,1,1
15673,10,1,1,6,2,3,4,1,81,1,1
15674,10,0,1,6,2,3,4,1,68,1,1
15675,10,0,1,6,2,3,4,1,65,1,1
15676,10,1,1,6,2,3,4,1,90,1,1
15677,10,1,1,6,2,3,4,1,91,1,1
15678,10,1,1,6,2,3,4,1,70,1,1
15679,10,0,1,6,2,4,4,1,65,1,1
15680,10,1,1,6,2,4,4,1,89,1,1
15681,10,1,1,6,2,4,4,1,74,1,1
15682,10,1,1,6,2,4,4,1,88,1,1
15683,10,1,1,6,2,4,4,1,78,1,1
15684,10,0,1,6,2,3,4,1,81,1,1
15685,10,0,1,6,2,3,4,1,82,1,1
15686,10,1,1,6,2,3,4,1,73,1,1
15687,10,0,1,6,2,3,4,1,65,1,1
15688,10,1,1,6,2,3,4,1,93,1,1
15689,10,1,1,6,2,3,4,1,79,1,1
15690,10,1,1,6,2,3,4,1,73,1,1
15691,10,1,1,6,2,3,4,1,76,1,1
15692,10,0,1,6,2,3,4,1,84,1,1
15693,10,1,1,6,2,3,4,1,65,1,1
15694,10,0,1,6,2,3,4,1,69,1,1
15695,10,1,1,6,2,3,4,1,81,1,1
15696,10,0,1,6,2,3,4,1,72,1,1
15697,10,0,1,6,2,3,4,1,70,1,1
15698,10,0,1,6,1,3,4,1,76,1,1
15699,10,0,1,6,1,3,4,1,89,1,1
15700,10,3,1,6,1,3,4,1,66,1,1
15701,10,1,1,6,1,3,4,1,74,1,1
15702,10,1,1,6,1,3,4,1,76,1,1
15703,10,1,1,6,2,3,4,1,65,1,1
15704,10,0,1,6,2,4,4,1,70,1,1
15705,10,0,1,6,2,4,4,2,74,1,1
15706,10,0,1,6,2,3,4,1,79,1,1
15707,10,0,1,6,2,3,4,2,70,1,1
15708,10,1,1,6,2,3,4,2,70,1,1
15709,10,0,1,6,2,1,4,2,66,1,1
15710,10,2,1,6,2,1,4,2,74,1,1
15711,10,0,1,6,2,1,4,2,74,1,1
15712,10,0,1,6,2,1,4,2,69,1,1
15713,10,0,1,6,2,1,4,2,80,1,1
15714,10,0,1,6,2,1,4,2,82,1,1
15715,10,1,1,6,2,1,4,2,78,1,1
15716,10,0,1,6,2,1,4,2,80,1,1
15717,10,0,1,6,2,3,4,2,68,1,1
15718,10,0,1,6,2,3,4,2,83,1,1
15719,10,0,1,6,2,3,4,2,73,1,1
15720,10,1,1,6,2,3,4,2,80,1,1
15721,10,1,1,6,2,3,4,2,77,1,1
15722,10,1,1,6,2,3,4,1,67,1,1
15723,10,1,1,6,1,3,4,1,83,1,1
15724,10,0,1,6,1,3,4,1,68,1,1
15725,10,1,1,6,1,3,4,2,89,1,1
15726,10,1,1,6,1,3,4,2,78,1,1
15727,10,1,1,6,1,3,4,1,66,1,1
15728,10,0,1,6,1,3,4,1,79,1,1
15729,10,1,1,6,1,2,4,1,93,1,1
15730,10,1,1,6,1,2,4,1,66,1,1
15731,10,0,1,6,1,2,4,1,82,1,1
15732,10,0,1,6,1,2,4,2,86,1,1
15733,10,1,1,6,1,2,4,1,65,1,1
15734,10,0,1,6,1,2,4,1,79,1,1
15735,10,0,1,6,1,2,4,2,92,1,1
15736,10,0,1,6,1,2,4,2,93,1,1
15737,10,1,1,6,1,2,4,1,84,1,1
15738,10,0,1,6,1,3,4,1,82,1,1
15739,10,1,1,6,1,3,4,2,79,1,1
15740,10,1,1,6,1,3,4,1,88,1,1
15741,10,1,1,6,1,3,4,1,67,1,1
15742,10,1,1,6,1,3,4,1,82,1,1
15743,10,1,1,6,1,3,4,1,76,1,1
15744,10,1,1,6,1,4,4,1,68,1,1
15745,10,1,1,6,1,4,4,1,91,1,1
15746,10,1,1,6,1,4,4,1,91,1,1
15747,10,1,1,6,1,4,4,1,87,1,1
15748,10,0,1,6,1,4,4,1,79,1,1
15749,10,1,1,6,1,4,4,1,71,1,1
15750,10,0,1,6,1,3,4,1,79,1,1
15751,10,1,1,6,1,1,4,1,86,1,1
15752,10,0,1,6,1,1,4,1,66,1,1
15753,10,1,1,6,1,1,4,1,86,1,1
15754,10,0,1,6,1,1,4,1,91,1,1
15755,10,1,1,6,2,1,4,1,90,1,1
15756,10,1,1,6,2,1,4,1,92,1,1
15757,10,1,1,6,2,4,4,1,85,1,1
15758,10,1,1,6,1,4,1,1,84,1,1
15759,10,0,1,6,1,4,4,1,84,1,1
15760,10,1,1,6,1,4,4,1,75,1,1
15761,10,0,1,6,1,4,4,2,86,1,1
15762,10,0,1,6,1,1,4,2,71,1,1
15763,10,0,1,6,2,1,4,2,81,1,1
15764,10,1,1,6,2,1,4,2,84,1,1
15765,10,1,1,6,1,1,4,2,84,1,1
15766,10,1,1,6,1,1,4,2,83,1,1
15767,10,0,1,6,1,2,4,2,83,1,1
15768,10,0,1,6,2,2,4,2,68,1,1
15769,10,1,1,6,2,3,4,2,71,1,1
15770,10,1,1,6,2,3,4,1,70,1,1
15771,10,0,1,6,2,4,4,1,88,1,1
15772,10,1,1,6,2,4,4,1,73,1,1
15773,10,1,1,6,2,4,4,1,73,1,1
15774,10,1,1,6,2,3,4,1,92,1,1
15775,10,1,1,6,2,3,4,1,91,1,1
15776,10,0,1,6,2,3,4,1,71,1,1
15777,10,1,1,6,2,3,4,1,88,1,1
15778,10,1,1,6,2,3,4,1,71,1,1
15779,10,1,1,6,2,3,4,1,67,1,1
15780,10,1,1,6,2,3,4,1,78,1,1
15781,10,1,1,6,2,3,4,1,71,1,1
15782,10,1,1,6,2,3,4,1,76,1,1
15783,10,0,1,6,2,1,4,1,66,1,1
15784,10,0,1,5,2,1,4,1,59,1,1
15785,10,0,1,5,2,1,4,1,55,1,1
15786,10,0,1,5,2,1,4,1,51,1,1
15787,10,0,1,5,2,1,4,1,56,1,1
15788,10,0,1,5,2,1,4,1,46,1,1
15789,10,0,1,5,2,1,4,1,52,1,1
15790,10,1,1,5,2,1,4,1,56,1,1
15791,10,1,1,5,2,1,4,1,44,1,1
15792,10,0,1,5,2,1,2,1,51,1,1
15793,10,1,1,5,1,1,1,1,55,1,1
15794,10,1,1,4,1,1,1,1,27,1,1
15795,10,1,1,4,1,1,1,1,42,1,1
15796,10,0,1,4,1,1,1,1,37,1,1
15797,10,0,1,4,1,1,1,1,43,1,1
15798,10,1,1,4,1,1,1,1,31,1,1
15799,10,0,1,4,1,1,1,1,32,1,1
15800,10,0,1,4,1,1,1,1,42,1,1
15801,10,1,1,4,1,1,1,1,39,1,1
15802,10,1,1,4,1,1,1,1,34,1,1
15803,10,0,1,4,1,1,1,1,36,1,1
15804,10,1,1,4,1,1,1,1,28,1,1
15805,10,0,1,4,1,1,1,1,25,1,1
15806,10,1,1,4,1,1,1,1,35,1,1
15807,10,1,1,4,1,1,1,1,28,1,1
15808,10,1,1,4,1,1,1,1,42,1,1
15809,10,1,1,4,1,1,1,1,33,1,1
15810,10,1,1,4,1,1,1,1,26,1,1
15811,10,1,1,4,1,1,1,1,25,1,1
15812,10,2,1,4,1,1,1,1,25,1,1
15813,10,2,1,5,1,1,1,1,58,1,1
15814,10,1,1,5,1,1,1,1,50,1,1
15815,10,1,1,5,1,1,1,1,56,1,1
15816,10,0,1,5,1,1,1,1,50,1,1
15817,10,2,1,5,1,1,1,1,60,1,1
15818,10,2,1,5,1,4,1,1,53,1,1
15819,10,2,1,5,1,4,1,1,55,1,1
15820,10,1,1,5,1,4,1,1,54,1,1
15821,10,1,1,5,1,4,1,1,64,1,1
15822,10,1,1,6,1,3,1,1,66,1,1
15823,10,1,1,6,1,3,1,1,74,1,1
15824,10,0,1,6,1,3,1,1,79,1,1
15825,10,1,1,6,1,3,1,1,70,1,1
15826,10,1,1,6,1,3,1,1,72,1,1
15827,10,1,1,6,1,3,1,1,93,1,1
15828,10,1,1,6,1,3,1,1,74,1,1
15829,10,1,1,6,1,3,4,1,66,1,1
15830,10,1,1,6,2,3,4,1,78,1,1
15831,10,0,1,6,2,3,4,1,87,1,1
15832,10,2,1,6,2,3,4,1,81,1,1
15833,10,1,1,6,2,3,4,1,87,1,1
15834,10,1,1,6,2,3,4,2,85,1,1
15835,10,1,1,6,2,1,4,1,79,1,1
15836,10,1,1,6,2,1,4,1,86,1,1
15837,10,0,1,6,2,1,4,1,89,1,1
15838,10,0,1,6,2,3,4,1,82,1,1
15839,10,1,1,6,2,4,4,1,81,1,1
15840,10,1,1,6,2,4,4,1,88,1,1
15841,10,1,1,6,2,4,4,1,79,1,1
15842,10,1,1,6,2,4,4,1,81,1,1
15843,10,0,1,6,2,4,4,1,74,1,1
15844,10,0,1,6,2,4,4,1,70,1,1
15845,10,1,1,6,2,4,4,1,89,1,1
15846,10,0,1,6,2,4,4,1,71,1,1
15847,10,0,1,6,2,4,4,1,86,1,1
15848,10,2,1,6,2,4,4,1,89,1,1
15849,10,1,1,6,2,4,4,1,88,1,1
15850,10,1,1,6,2,4,4,1,69,1,1
15851,10,1,1,6,2,3,4,1,87,1,1
15852,10,1,1,6,2,3,4,1,80,1,1
15853,10,0,1,6,2,3,4,1,77,1,1
15854,10,1,1,6,2,3,4,1,69,1,1
15855,10,1,1,6,2,3,4,1,89,1,1
15856,10,1,1,6,2,4,4,1,71,1,1
15857,10,1,1,6,1,4,4,1,85,1,1
15858,10,0,1,6,2,4,4,1,79,1,1
15859,10,0,1,6,2,4,4,1,88,1,1
15860,10,1,1,6,2,3,4,2,68,1,1
15861,10,1,1,6,2,3,1,2,69,1,1
15862,10,0,1,6,1,3,4,2,76,1,1
15863,10,0,1,6,1,3,4,2,70,1,1
15864,10,1,1,6,1,3,4,2,81,1,1
15865,10,1,1,6,1,3,4,1,84,1,1
15866,10,0,1,6,1,3,4,1,80,1,1
15867,10,1,1,6,1,3,4,1,87,1,1
15868,10,1,1,6,1,3,4,1,72,1,1
15869,10,1,1,6,1,3,4,1,84,1,1
15870,10,0,1,6,1,3,4,1,92,1,1
15871,10,1,1,6,1,3,4,1,93,1,1
15872,10,2,1,6,1,3,4,1,70,1,1
15873,10,0,1,6,1,3,4,1,79,1,1
15874,10,1,1,6,1,3,4,1,90,1,1
15875,10,1,1,6,1,3,4,1,81,1,1
15876,10,1,1,6,1,3,4,1,67,1,1
15877,10,1,1,6,1,3,4,1,67,1,1
15878,10,0,1,6,1,3,4,1,89,1,1
15879,10,0,1,6,1,3,4,2,66,1,1
15880,10,1,1,6,1,3,4,2,76,1,1
15881,10,0,1,5,1,3,1,2,47,1,1
15882,10,0,1,5,1,3,2,2,52,1,1
15883,10,0,1,5,1,4,2,2,54,1,1
15884,10,1,1,5,2,4,2,1,47,1,1
15885,10,1,1,5,1,4,2,1,57,1,1
15886,10,0,1,5,1,1,2,1,48,1,1
15887,10,2,1,5,1,1,1,2,63,1,1
15888,10,2,1,5,1,1,1,2,62,1,1
15889,10,1,1,5,1,1,1,2,56,1,1
15890,10,0,1,5,1,1,1,2,49,1,1
15891,10,0,1,5,1,2,1,2,47,1,1
15892,10,0,1,5,1,2,1,2,49,1,1
15893,10,1,1,5,1,4,1,2,46,1,1
15894,10,1,1,5,1,2,1,1,44,1,1
15895,10,1,1,5,1,1,1,1,45,1,1
15896,10,1,1,5,1,1,1,1,45,1,1
15897,10,1,1,4,1,1,1,1,42,1,1
15898,10,1,1,4,1,1,1,1,35,1,1
15899,10,0,1,4,1,1,1,1,36,1,1
15900,10,1,1,4,1,1,1,1,30,1,1
