hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence,age,role
24090,210,1,2,6,1,2,4,2,90,1
24090,210,1,2,6,2,2,4,1,80,2
24091,210,1,2,6,1,2,4,2,74,1
24091,210,1,2,6,2,2,4,1,72,2
24092,210,1,2,6,1,2,4,2,65,1
24092,210,1,2,6,2,2,4,1,65,2
24093,210,1,2,6,1,2,4,2,76,1
24093,210,1,2,6,2,2,4,1,75,2
24094,210,1,2,6,1,2,4,1,78,1
24094,210,1,2,6,2,2,4,1,74,2
24095,210,1,2,6,1,2,4,1,82,1
24095,210,1,2,6,2,2,4,1,82,2
24096,210,1,2,6,1,2,4,1,73,1
24096,210,1,2,6,2,2,4,1,70,2
24097,210,3,2,6,1,2,4,1,67,1
24097,210,3,2,6,2,2,4,1,65,2
24098,210,2,2,6,1,2,4,1,71,1
24098,210,2,2,6,2,2,4,1,69,2
24099,210,2,2,6,1,2,4,1,79,1
24099,210,2,2,6,2,2,4,1,69,2
24100,210,2,2,6,1,2,4,1,86,1
24100,210,2,2,6,2,2,4,1,84,2
24101,210,1,2,6,1,2,4,1,71,1
24101,210,1,2,6,2,2,4,1,69,2
24102,210,2,2,6,1,2,4,1,89,1
24102,210,2,2,6,2,2,4,1,86,2
24103,210,2,2,6,1,2,4,1,72,1
24103,210,2,2,6,2,2,4,1,67,2
24104,210,1,2,6,1,2,4,1,81,1
24104,210,1,2,6,2,2,4,1,76,2
24105,210,2,2,6,1,2,4,1,67,1
24105,210,2,2,6,2,2,4,1,65,2
24106,210,2,2,6,1,2,4,1,77,1
24106,210,2,2,6,2,2,4,1,69,2
24107,210,2,2,6,1,2,4,1,81,1
24107,210,2,2,6,2,2,4,1,81,2
24108,210,1,2,6,1,2,4,1,77,1
24108,210,1,2,6,2,2,4,1,73,2
24109,210,1,2,6,1,2,4,1,76,1
24109,210,1,2,6,2,2,4,1,69,2
24110,210,1,2,6,1,2,4,1,73,1
24110,210,1,2,6,2,2,4,1,67,2
24111,210,1,2,6,1,2,1,1,84,1
24111,210,1,2,6,2,2,4,1,79,2
24112,210,1,2,6,1,2,4,1,80,1
24112,210,1,2,6,2,2,4,1,80,2
24113,210,2,2,6,1,2,4,1,70,1
24113,210,2,2,6,2,2,4,1,65,2
24114,210,1,2,6,1,2,4,1,69,1
24114,210,1,2,6,2,2,4,1,67,2
24115,210,2,2,6,1,2,4,1,79,1
24115,210,2,2,6,2,2,4,1,78,2
24116,210,2,2,6,1,2,4,1,88,1
24116,210,2,2,6,2,2,4,1,74,2
24117,210,2,2,6,1,2,4,1,66,1
24117,210,2,2,5,2,2,4,1,58,2
24118,210,2,2,6,1,2,4,1,65,1
24118,210,2,2,5,2,2,4,1,63,2
24119,210,2,2,6,1,2,4,1,66,1
24119,210,2,2,5,2,2,4,1,60,2
24120,210,2,2,6,1,2,4,1,85,1
24120,210,2,2,5,2,2,4,1,64,2
24121,210,1,2,6,1,2,4,1,69,1
24121,210,1,2,5,2,2,4,1,56,2
24122,210,1,2,6,1,2,4,1,66,1
24122,210,1,2,5,2,2,1,1,63,2
24123,210,1,2,6,1,2,4,1,65,1
24123,210,1,2,5,2,2,1,1,64,2
24124,210,1,2,6,1,2,4,1,75,1
24124,210,1,2,5,2,2,1,1,63,2
24125,210,1,2,5,1,2,4,1,51,1
24125,210,1,2,5,2,2,1,1,48,2
24126,210,1,2,5,1,2,4,1,57,1
24126,210,1,2,5,2,2,1,1,53,2
24127,210,1,2,5,1,2,4,1,62,1
24127,210,1,2,5,2,2,1,1,53,2
24128,210,1,2,5,1,2,4,1,50,1
24128,210,1,2,5,2,2,1,1,49,2
24129,210,1,2,5,1,2,4,1,59,1
24129,210,1,2,5,2,2,1,1,47,2
24130,210,1,2,5,1,1,4,1,60,1
24130,210,1,2,5,2,2,1,1,58,2
24131,210,2,2,5,1,1,4,1,50,1
24131,210,2,2,5,2,2,1,1,49,2
24132,210,2,2,5,1,1,4,1,58,1
24132,210,2,2,5,2,2,1,1,52,2
24133,210,2,2,5,1,1,4,1,64,1
24133,210,2,2,5,2,2,1,1,61,2
24134,210,2,2,5,1,1,4,1,63,1
24134,210,2,2,5,2,2,1,1,54,2
24135,210,1,2,5,1,1,2,1,56,1
24135,210,1,2,5,2,2,1,1,54,2
24136,210,3,2,5,1,2,2,1,60,1
24136,210,3,2,5,2,2,1,1,55,2
24137,210,1,2,5,1,2,2,1,54,1
24137,210,1,2,5,2,2,1,1,48,2
24138,210,2,2,5,1,2,2,1,61,1
24138,210,2,2,5,2,2,1,1,58,2
24139,210,2,2,5,1,2,2,1,60,1
24139,210,2,2,5,2,2,2,1,58,2
24140,210,2,2,5,1,2,2,1,60,1
24140,210,2,2,5,2,2,2,1,55,2
24141,210,1,2,5,1,2,2,1,53,1
24141,210,1,2,5,2,2,2,1,51,2
24142,210,2,2,5,1,2,2,1,49,1
24142,210,2,2,5,2,2,2,1,49,2
24143,210,2,2,5,1,2,2,1,49,1
24143,210,2,2,5,2,2,2,1,46,2
24144,210,1,2,5,1,2,2,1,56,1
24144,210,1,2,5,2,2,2,1,54,2
24145,210,2,2,5,1,2,2,1,62,1
24145,210,2,2,5,2,2,2,1,60,2
24146,210,2,2,5,1,2,2,1,57,1
24146,210,2,2,5,2,2,2,1,56,2
24147,210,2,2,5,1,2,2,1,63,1
24147,210,2,2,5,2,2,2,1,57,2
24148,210,2,2,5,1,2,2,1,55,1
24148,210,2,2,5,2,2,2,1,54,2
24149,210,1,2,5,1,2,2,1,53,1
24149,210,1,2,5,2,2,2,1,51,2
24150,210,3,2,5,1,2,2,1,55,1
24150,210,3,2,5,2,2,2,1,53,2
24151,210,2,2,5,1,2,2,1,51,1
24151,210,2,2,5,2,2,2,1,45,2
24152,210,1,2,6,1,2,2,1,67,1
24152,210,1,2,5,2,2,2,1,62,2
24153,210,2,2,6,1,2,2,1,67,1
24153,210,2,2,5,2,2,2,1,61,2
24154,210,1,2,6,1,2,2,1,65,1
24154,210,1,2,5,2,2,4,1,62,2
24155,210,1,2,6,1,2,2,1,65,1
24155,210,1,2,5,2,2,4,1,63,2
24156,210,0,2,5,1,2,2,1,64,1
24156,210,0,2,5,2,2,4,1,63,2
24157,210,1,2,5,1,2,2,1,46,1
24157,210,1,2,5,2,2,4,1,46,2
24158,210,1,2,5,1,2,2,1,64,1
24158,210,1,2,5,2,2,4,1,49,2
24159,210,1,2,5,1,2,2,1,64,1
24159,210,1,2,5,2,2,4,1,61,2
24160,210,2,2,5,1,2,2,1,58,1
24160,210,2,2,5,2,2,4,1,50,2
24161,210,1,2,5,1,2,2,1,64,1
24161,210,1,2,5,2,2,4,1,57,2
24162,210,1,2,5,1,2,2,1,61,1
24162,210,1,2,5,2,2,4,1,58,2
24163,210,1,2,5,1,2,2,1,55,1
24163,210,1,2,5,2,2,4,1,49,2
24164,210,1,2,5,1,2,2,1,60,1
24164,210,1,2,5,2,2,4,2,54,2
24165,210,1,2,5,1,2,2,1,50,1
24165,210,1,2,5,2,2,4,2,48,2
24166,210,1,2,5,1,2,2,1,58,1
24166,210,1,2,5,2,2,1,2,53,2
24167,210,0,2,5,1,2,2,1,61,1
24167,210,0,2,5,2,2,1,2,58,2
24168,210,0,2,5,1,2,2,1,61,1
24168,210,0,2,5,2,2,1,2,57,2
24169,210,1,2,5,1,2,2,1,59,1
24169,210,1,2,5,2,2,1,2,57,2
24170,210,1,2,5,1,2,2,1,55,1
24170,210,1,2,5,2,2,1,1,53,2
24171,210,1,2,5,1,2,2,1,57,1
24171,210,1,2,5,2,2,1,1,55,2
24172,210,1,2,5,1,2,2,1,50,1
24172,210,1,2,5,2,2,1,1,45,2
24173,210,1,2,5,1,2,2,1,61,1
24173,210,1,2,5,2,2,1,1,60,2
24174,210,3,2,5,1,2,1,1,64,1
24174,210,3,2,5,2,2,1,1,55,2
24175,210,2,2,5,1,2,1,1,52,1
24175,210,2,2,5,2,2,1,1,45,2
24176,210,2,2,5,1,2,1,1,63,1
24176,210,2,2,5,2,2,1,1,59,2
24177,210,0,2,5,1,2,1,2,56,1
24177,210,0,2,5,2,2,1,1,55,2
24178,210,1,2,5,1,2,1,2,50,1
24178,210,1,2,5,2,2,1,1,50,2
24179,210,1,2,5,1,2,1,2,59,1
24179,210,1,2,5,2,2,1,1,57,2
24180,210,1,2,5,1,2,1,2,61,1
24180,210,1,2,5,2,2,1,1,59,2
24181,210,1,2,5,1,2,4,2,54,1
24181,210,1,2,5,2,2,1,1,50,2
24182,210,1,2,5,1,2,4,2,62,1
24182,210,1,2,5,2,2,1,1,61,2
24183,210,1,2,5,1,2,4,1,49,1
24183,210,1,2,5,2,2,1,1,47,2
24184,210,1,2,5,1,2,4,1,63,1
24184,210,1,2,5,2,2,1,1,62,2
24185,210,2,2,5,1,2,4,1,59,1
24185,210,2,2,5,2,2,1,1,47,2
24186,210,1,2,5,1,2,1,1,64,1
24186,210,1,2,5,2,2,1,1,61,2
24187,210,1,2,5,1,2,1,1,56,1
24187,210,1,2,5,2,2,1,1,56,2
24188,210,2,2,5,1,2,1,1,62,1
24188,210,2,2,5,2,2,1,1,59,2
24189,210,2,2,5,1,2,1,1,59,1
24189,210,2,2,5,2,2,1,1,57,2
24190,210,2,2,5,1,2,1,1,60,1
24190,210,2,2,5,2,2,1,1,53,2
24191,210,2,2,5,1,2,1,1,57,1
24191,210,2,2,5,2,2,1,1,56,2
24192,210,1,2,5,1,2,1,1,60,1
24192,210,1,2,5,2,2,1,1,58,2
24193,210,2,2,5,1,2,1,1,63,1
24193,210,2,2,5,2,2,1,1,63,2
24194,210,1,2,5,1,2,1,1,56,1
24194,210,1,2,5,2,2,1,1,51,2
24195,210,1,2,5,1,2,1,1,54,1
24195,210,1,2,5,2,2,1,1,52,2
24196,210,1,2,5,1,2,1,1,45,1
24196,210,1,2,5,2,2,1,1,45,2
24197,210,1,2,5,1,2,1,1,49,1
24197,210,1,2,5,2,2,1,1,47,2
24198,210,1,2,5,1,2,1,1,58,1
24198,210,1,2,5,2,2,1,1,56,2
24199,210,0,2,5,1,2,1,1,63,1
24199,210,0,2,5,2,2,1,1,62,2
24200,210,2,2,5,1,2,1,1,61,1
24200,210,2,2,5,2,2,1,1,60,2
24201,210,2,2,5,1,2,1,1,57,1
24201,210,2,2,5,2,2,1,1,54,2
24202,210,2,2,5,1,4,1,1,62,1
24202,210,2,2,5,2,1,1,1,50,2
24203,210,2,2,5,1,4,1,1,45,1
24203,210,2,2,5,2,1,1,1,45,2
24204,210,2,2,5,1,3,1,1,60,1
24204,210,2,2,5,2,1,2,1,58,2
24205,210,1,2,5,1,3,1,1,61,1
24205,210,1,2,5,2,2,2,1,56,2
24206,210,1,2,5,1,3,1,1,53,1
24206,210,1,2,5,2,2,1,1,53,2
24207,210,1,2,5,1,3,2,1,59,1
24207,210,1,2,5,2,2,1,1,57,2
24208,210,1,2,5,1,3,2,1,47,1
24208,210,1,2,5,2,2,1,1,45,2
24209,210,1,2,5,1,3,2,1,53,1
24209,210,1,2,5,2,2,1,1,52,2
24210,210,2,2,5,1,3,2,1,64,1
24210,210,2,2,5,2,2,1,1,58,2
24211,210,2,2,5,1,3,1,1,60,1
24211,210,2,2,5,2,2,1,1,58,2
24212,210,2,2,5,1,3,1,1,58,1
24212,210,2,2,5,2,2,1,1,55,2
24213,210,2,2,5,1,3,1,1,56,1
24213,210,2,2,5,2,2,1,1,53,2
24214,210,1,2,5,1,3,1,1,59,1
24214,210,1,2,5,2,2,1,1,57,2
24215,210,2,2,5,1,3,1,1,55,1
24215,210,2,2,5,2,2,1,1,54,2
24216,210,1,2,5,1,3,1,1,60,1
24216,210,1,2,5,2,2,1,1,57,2
24217,210,2,2,5,1,3,1,1,60,1
24217,210,2,2,5,2,2,1,1,59,2
24218,210,1,2,5,1,3,1,1,56,1
24218,210,1,2,5,2,2,1,1,56,2
24219,210,1,2,5,1,3,1,1,64,1
24219,210,1,2,5,2,4,1,1,59,2
24220,210,2,2,5,1,3,1,1,63,1
24220,210,2,2,5,2,2,1,1,60,2
24221,210,2,2,5,1,2,1,1,55,1
24221,210,2,2,5,2,2,1,1,53,2
24222,210,2,2,5,1,2,1,1,59,1
24222,210,2,2,5,2,2,1,1,56,2
24223,210,2,2,5,1,2,1,1,62,1
24223,210,2,2,5,2,2,1,1,62,2
24224,210,2,2,5,1,2,1,1,62,1
24224,210,2,2,5,2,2,1,1,54,2
24225,210,2,2,5,1,2,1,1,46,1
24225,210,2,2,4,2,2,1,1,42,2
24226,210,1,2,5,1,2,1,1,58,1
24226,210,1,2,5,2,2,1,1,54,2
24227,210,2,2,5,1,2,1,1,63,1
24227,210,2,2,5,2,2,1,1,62,2
24228,210,2,2,5,1,2,2,1,50,1
24228,210,2,2,5,2,2,1,1,44,2
24229,210,1,2,5,1,2,2,1,62,1
24229,210,1,2,5,2,2,1,1,62,2
24230,210,1,2,5,1,2,2,1,59,1
24230,210,1,2,5,2,2,1,1,58,2
24231,210,1,2,5,1,2,2,1,64,1
24231,210,1,2,5,2,2,1,2,60,2
24232,210,1,2,5,1,2,1,1,52,1
24232,210,1,2,5,2,2,1,2,47,2
24233,210,1,2,5,1,2,1,1,62,1
24233,210,1,2,5,2,2,1,2,61,2
24234,210,1,2,5,1,2,1,1,54,1
24234,210,1,2,5,2,2,1,2,53,2
24235,210,1,2,5,1,2,1,1,63,1
24235,210,1,2,5,2,2,1,2,61,2
24236,210,1,2,5,1,2,1,1,63,1
24236,210,1,2,5,2,2,1,2,60,2
24237,210,1,2,5,1,2,1,1,62,1
24237,210,1,2,5,2,2,1,2,59,2
24238,210,1,2,5,1,2,1,1,61,1
24238,210,1,2,5,2,2,1,1,59,2
24239,210,2,2,5,1,2,1,1,64,1
24239,210,2,2,5,2,2,1,1,63,2
24240,210,2,2,5,1,2,1,1,56,1
24240,210,2,2,5,2,2,1,1,56,2
24241,210,1,2,5,1,2,1,1,60,1
24241,210,1,2,5,2,2,1,1,55,2
24242,210,1,2,5,1,2,1,1,63,1
24242,210,1,2,5,2,2,1,1,52,2
24243,210,2,2,5,1,2,1,1,59,1
24243,210,2,2,5,2,2,1,1,54,2
24244,210,2,2,5,1,2,1,1,51,1
24244,210,2,2,5,2,2,1,1,46,2
24245,210,1,2,5,1,2,1,1,55,1
24245,210,1,2,5,2,2,4,1,52,2
24246,210,2,2,5,1,2,1,1,60,1
24246,210,2,2,5,2,2,4,1,56,2
24247,210,1,2,5,1,4,4,1,61,1
24247,210,1,2,5,2,2,4,1,61,2
24248,210,2,2,5,1,4,4,1,56,1
24248,210,2,2,5,2,2,4,1,55,2
24249,210,1,2,5,1,4,4,1,49,1
24249,210,1,2,5,2,2,4,2,49,2
24250,210,1,2,5,1,4,4,1,56,1
24250,210,1,2,5,2,2,4,1,55,2
24251,210,1,2,5,1,4,4,1,62,1
24251,210,1,2,5,2,2,4,1,60,2
24252,210,2,2,5,1,4,4,1,62,1
24252,210,2,2,5,2,2,4,1,61,2
24253,210,1,2,5,1,4,1,1,61,1
24253,210,1,2,5,2,2,4,1,60,2
24254,210,3,2,5,1,4,2,1,56,1
24254,210,3,2,5,2,2,4,1,55,2
24255,210,1,2,5,1,4,2,1,58,1
24255,210,1,2,5,2,2,4,1,53,2
24256,210,2,2,5,1,4,2,1,62,1
24256,210,2,2,5,2,2,1,1,58,2
24257,210,1,2,5,1,4,2,1,62,1
24257,210,1,2,5,2,2,1,1,57,2
24258,210,1,2,6,1,4,2,1,68,1
24258,210,1,2,5,2,2,1,1,62,2
24259,210,1,2,6,1,4,2,1,68,1
24259,210,1,2,5,2,2,1,1,60,2
24260,210,1,2,6,1,3,2,1,66,1
24260,210,1,2,5,2,2,1,1,63,2
24261,210,1,2,6,1,3,1,1,66,1
24261,210,1,2,5,2,2,2,1,56,2
24262,210,1,2,6,1,3,1,1,67,1
24262,210,1,2,5,2,2,2,1,60,2
24263,210,3,2,6,1,3,1,1,66,1
24263,210,3,2,5,2,2,2,1,63,2
24264,210,1,2,6,1,4,1,1,67,1
24264,210,1,2,5,2,2,2,1,61,2
24265,210,2,2,6,1,4,1,1,66,1
24265,210,2,2,5,2,2,2,1,63,2
24266,210,1,2,6,1,4,1,1,65,1
24266,210,1,2,5,2,2,1,1,62,2
24267,210,1,2,6,1,4,1,1,67,1
24267,210,1,2,5,2,2,1,1,59,2
24268,210,2,2,6,1,4,1,1,71,1
24268,210,2,2,5,2,2,1,1,63,2
24269,210,1,2,6,1,4,1,1,66,1
24269,210,1,2,5,2,2,1,1,58,2
24270,210,2,2,6,1,4,1,1,77,1
24270,210,2,2,6,2,2,1,1,73,2
24271,210,1,2,6,1,4,1,1,71,1
24271,210,1,2,6,2,2,1,1,69,2
24272,210,1,2,6,1,4,1,1,76,1
24272,210,1,2,6,2,2,1,1,75,2
24273,210,1,2,6,1,4,1,1,74,1
24273,210,1,2,6,2,2,1,1,73,2
24274,210,1,2,6,1,4,1,1,84,1
24274,210,1,2,6,2,2,1,1,84,2
24275,210,1,2,6,1,4,1,1,71,1
24275,210,1,2,6,2,2,1,1,69,2
24276,210,2,2,6,1,4,1,1,68,1
24276,210,2,2,6,2,2,4,1,66,2
24277,210,2,2,6,1,2,1,1,72,1
24277,210,2,2,6,2,2,4,1,69,2
24278,210,2,2,6,1,2,1,1,88,1
24278,210,2,2,6,2,2,4,1,86,2
24279,210,1,2,6,1,2,1,1,85,1
24279,210,1,2,6,2,2,4,1,85,2
24280,210,1,2,6,1,2,1,1,85,1
24280,210,1,2,6,2,2,4,1,83,2
24281,210,1,2,6,1,2,1,1,74,1
24281,210,1,2,6,2,2,4,1,65,2
24282,210,1,2,6,1,2,4,1,80,1
24282,210,1,2,6,2,2,4,1,67,2
24283,210,3,2,6,1,2,4,1,68,1
24283,210,3,2,6,2,2,4,1,67,2
24284,210,1,2,6,1,2,4,1,75,1
24284,210,1,2,6,2,2,4,1,74,2
24285,210,2,2,6,1,2,4,1,85,1
24285,210,2,2,6,2,2,4,1,73,2
24286,210,2,2,6,1,2,4,1,69,1
24286,210,2,2,6,2,2,4,1,66,2
24287,210,2,2,6,1,2,4,1,71,1
24287,210,2,2,6,2,2,4,1,70,2
24288,210,2,2,6,1,4,4,1,80,1
24288,210,2,2,6,2,2,4,1,75,2
24289,210,2,2,6,1,2,4,1,80,1
24289,210,2,2,6,2,2,4,1,74,2
24290,210,2,2,6,1,2,4,1,73,1
24290,210,2,2,6,2,2,4,1,67,2
24291,210,1,2,6,1,2,4,1,69,1
24291,210,1,2,6,2,2,4,1,65,2
24292,210,1,2,6,1,2,4,1,66,1
24292,210,1,2,6,2,2,4,2,65,2
24293,210,1,2,6,1,2,4,1,68,1
24293,210,1,2,6,2,2,4,2,68,2
24294,210,1,2,6,1,2,4,1,82,1
24294,210,1,2,6,2,2,4,2,79,2
24295,210,1,2,6,1,2,1,1,88,1
24295,210,1,2,6,2,2,4,2,83,2
24296,210,1,2,6,1,2,1,1,78,1
24296,210,1,2,6,2,2,4,1,77,2
24297,210,1,2,6,1,2,1,1,90,1
24297,210,1,2,6,2,2,4,1,88,2
24298,210,1,2,6,1,2,1,1,85,1
24298,210,1,2,6,2,2,4,1,83,2
24299,210,1,2,6,1,2,1,1,84,1
24299,210,1,2,6,2,2,4,1,84,2
24300,210,2,2,6,1,2,1,1,75,1
24300,210,2,2,6,2,2,4,1,70,2
24301,210,2,2,6,1,2,1,1,81,1
24301,210,2,2,6,2,2,4,1,80,2
24302,210,1,2,6,1,2,4,1,89,1
24302,210,1,2,6,2,2,4,2,79,2
24303,210,1,2,6,1,2,4,1,80,1
24303,210,1,2,6,2,2,4,2,79,2
24304,210,1,2,6,1,2,4,1,76,1
24304,210,1,2,6,2,2,4,2,68,2
24305,210,0,2,6,1,2,4,1,75,1
24305,210,0,2,6,2,2,4,2,69,2
24306,210,1,2,6,1,2,4,1,72,1
24306,210,1,2,6,2,2,4,2,72,2
24307,210,1,2,6,1,2,4,1,80,1
24307,210,1,2,6,2,2,4,2,80,2
24308,210,1,2,6,1,2,4,1,67,1
24308,210,1,2,6,2,2,4,2,67,2
24309,210,1,2,6,1,2,4,1,82,1
24309,210,1,2,6,2,2,4,2,74,2
24310,210,0,2,6,1,2,4,1,87,1
24310,210,0,2,6,2,2,4,2,85,2
24311,210,1,2,6,1,2,4,1,82,1
24311,210,1,2,6,2,2,4,2,79,2
24312,210,1,2,6,1,2,4,1,79,1
24312,210,1,2,6,2,2,4,2,77,2
24313,210,1,2,6,1,2,4,1,82,1
24313,210,1,2,6,2,2,4,1,82,2
24314,210,1,2,6,1,2,4,1,83,1
24314,210,1,2,6,2,2,4,1,82,2
24315,210,1,2,6,1,2,4,1,71,1
24315,210,1,2,5,2,2,4,1,64,2
24316,210,1,2,6,1,2,4,1,75,1
24316,210,1,2,5,2,2,4,1,56,2
24317,210,1,2,6,1,2,4,1,65,1
24317,210,1,2,5,2,2,4,1,64,2
24318,210,1,2,6,1,2,4,1,80,1
24318,210,1,2,6,2,2,4,1,80,2
24319,210,1,2,6,1,2,4,1,83,1
24319,210,1,2,6,2,2,4,1,80,2
24320,210,2,2,6,1,2,4,1,74,1
24320,210,2,2,6,2,2,4,1,70,2
24321,210,1,2,6,1,2,4,1,74,1
24321,210,1,2,6,2,2,4,1,72,2
24322,210,1,2,6,1,2,4,1,74,1
24322,210,1,2,6,2,2,4,1,71,2
24323,210,2,2,6,1,2,4,1,78,1
24323,210,2,2,6,2,2,4,1,74,2
24324,210,1,2,6,1,2,4,1,68,1
24324,210,1,2,6,2,2,4,1,66,2
24325,210,0,2,6,1,2,4,1,85,1
24325,210,0,2,6,2,2,4,1,65,2
24326,210,1,2,6,1,2,4,1,79,1
24326,210,1,2,6,2,2,4,1,73,2
24327,210,3,2,6,1,2,4,1,79,1
24327,210,3,2,6,2,2,4,1,76,2
24328,210,2,2,6,1,2,4,1,70,1
24328,210,2,2,6,2,2,1,1,68,2
24329,210,2,2,6,1,2,4,1,75,1
24329,210,2,2,6,2,2,4,1,75,2
24330,210,2,2,6,1,2,4,1,80,1
24330,210,2,2,6,2,2,4,1,77,2
24331,210,2,2,6,1,2,4,1,78,1
24331,210,2,2,6,2,2,4,1,72,2
24332,210,2,2,6,1,2,4,1,76,1
24332,210,2,2,6,2,2,4,1,66,2
24333,210,2,2,6,1,2,4,1,85,1
24333,210,2,2,6,2,2,4,1,80,2
24334,210,1,2,6,1,2,4,1,67,1
24334,210,1,2,6,2,2,4,1,66,2
24335,210,2,2,6,1,2,4,1,69,1
24335,210,2,2,6,2,2,4,1,67,2
24336,210,1,2,6,1,2,4,1,80,1
24336,210,1,2,6,2,2,4,1,80,2
24337,210,1,2,6,1,2,4,1,87,1
24337,210,1,2,6,2,2,4,1,80,2
24338,210,2,2,6,1,2,4,1,67,1
24338,210,2,2,6,2,2,4,1,66,2
24339,210,2,2,6,1,2,4,1,76,1
24339,210,2,2,6,2,2,4,1,74,2
24340,210,3,2,6,1,2,4,1,79,1
24340,210,3,2,6,2,2,4,1,74,2
24341,210,2,2,6,1,2,4,1,65,1
24341,210,2,2,5,2,2,4,1,48,2
24342,210,2,2,6,1,2,4,1,66,1
24342,210,2,2,5,2,2,4,1,58,2
24343,210,2,2,6,1,2,4,1,65,1
24343,210,2,2,5,2,2,4,1,58,2
24344,210,2,2,6,1,2,4,1,75,1
24344,210,2,2,5,2,2,4,1,61,2
24345,210,1,2,6,1,2,4,1,65,1
24345,210,1,2,5,2,2,4,1,61,2
24346,210,2,2,6,1,2,4,1,65,1
24346,210,2,2,5,2,2,4,1,62,2
24347,210,1,2,6,1,2,4,1,66,1
24347,210,1,2,5,2,2,4,1,58,2
24348,210,1,2,6,1,2,4,1,68,1
24348,210,1,2,5,2,2,4,1,50,2
24349,210,2,2,6,1,2,4,1,67,1
24349,210,2,2,5,2,2,4,1,60,2
24350,210,1,2,6,1,2,4,1,65,1
24350,210,1,2,5,2,2,4,1,61,2
24351,210,2,2,6,1,2,4,1,68,1
24351,210,2,2,5,2,2,4,1,58,2
24352,210,1,2,6,1,2,4,1,71,1
24352,210,1,2,5,2,2,4,1,63,2
24353,210,1,2,6,1,2,4,1,67,1
24353,210,1,2,5,2,2,4,1,60,2
24354,210,2,2,6,1,2,4,1,67,1
24354,210,2,2,5,2,2,4,1,60,2
24355,210,2,2,6,1,2,4,1,75,1
24355,210,2,2,5,2,2,4,1,48,2
24356,210,1,2,5,1,2,4,1,57,1
24356,210,1,2,5,2,2,4,1,50,2
24357,210,2,2,5,1,2,4,1,51,1
24357,210,2,2,5,2,2,1,1,45,2
24358,210,1,2,6,1,2,4,1,68,1
24358,210,1,2,5,2,2,1,1,50,2
24359,210,1,2,6,1,2,4,1,65,1
24359,210,1,2,5,2,2,1,1,64,2
24360,210,2,2,6,1,2,4,1,66,1
24360,210,2,2,5,2,2,1,1,62,2
24361,210,1,2,6,1,2,4,1,67,1
24361,210,1,2,5,2,2,1,1,64,2
24362,210,1,2,6,1,2,4,1,68,1
24362,210,1,2,5,2,2,1,1,60,2
24363,210,1,2,5,1,2,4,1,64,1
24363,210,1,2,5,2,2,1,1,60,2
24364,210,1,2,5,1,2,4,1,64,1
24364,210,1,2,5,2,2,1,1,61,2
24365,210,1,2,5,1,2,4,1,64,1
24365,210,1,2,5,2,2,1,1,57,2
24366,210,2,2,5,1,2,4,1,62,1
24366,210,2,2,5,2,2,1,1,54,2
24367,210,2,2,5,1,2,4,1,64,1
24367,210,2,2,5,2,2,1,1,57,2
24368,210,2,2,5,1,2,4,1,64,1
24368,210,2,2,5,2,2,1,1,63,2
24369,210,2,2,5,1,2,4,1,60,1
24369,210,2,2,5,2,2,1,1,57,2
24370,210,0,2,5,1,2,4,1,59,1
24370,210,0,2,5,2,2,1,1,48,2
24371,210,1,2,5,1,2,4,1,58,1
24371,210,1,2,5,2,2,1,1,57,2
24372,210,1,2,5,1,2,4,1,50,1
24372,210,1,2,5,2,2,1,1,46,2
24373,210,1,2,5,1,4,4,1,64,1
24373,210,1,2,5,2,2,1,1,58,2
24374,210,1,2,5,1,4,4,1,58,1
24374,210,1,2,5,2,2,1,1,53,2
24375,210,1,2,5,1,4,4,1,58,1
24375,210,1,2,5,2,2,1,1,58,2
24376,210,1,2,5,1,4,4,1,61,1
24376,210,1,2,5,2,2,1,1,61,2
24377,210,1,2,5,1,4,4,1,62,1
24377,210,1,2,5,2,2,1,1,60,2
24378,210,1,2,5,1,4,4,1,49,1
24378,210,1,2,5,2,2,1,1,47,2
24379,210,2,2,5,1,4,4,1,55,1
24379,210,2,2,5,2,2,1,1,54,2
24380,210,1,2,5,1,4,4,1,57,1
24380,210,1,2,5,2,2,1,1,57,2
24381,210,3,2,5,1,4,4,1,47,1
24381,210,3,2,5,2,2,1,1,44,2
24382,210,1,2,5,1,4,4,1,64,1
24382,210,1,2,5,2,2,1,1,45,2
24383,210,1,2,5,1,4,4,1,59,1
24383,210,1,2,5,2,2,1,1,58,2
24384,210,2,2,5,1,4,4,1,62,1
24384,210,2,2,5,2,2,1,1,60,2
24385,210,2,2,5,1,4,1,1,44,1
24385,210,2,2,5,2,2,1,1,44,2
24386,210,2,2,5,1,4,1,1,62,1
24386,210,2,2,5,2,2,1,1,62,2
24387,210,1,2,5,1,4,1,1,52,1
24387,210,1,2,5,2,2,1,1,48,2
24388,210,1,2,5,1,4,1,1,50,1
24388,210,1,2,5,2,2,1,1,47,2
24389,210,3,2,5,1,4,1,1,49,1
24389,210,3,2,5,2,2,1,1,45,2
24390,210,2,2,5,1,4,1,1,64,1
24390,210,2,2,5,2,2,1,1,61,2
24391,210,1,2,5,1,4,1,1,62,1
24391,210,1,2,5,2,2,1,1,61,2
24392,210,1,2,5,1,4,1,1,60,1
24392,210,1,2,5,1,2,1,1,56,2
