Year,Sex,Age,Population
2010,Male,73,26949
2010,Male,74,26393
2010,Male,75,25692
2010,Male,76,24547
2010,Male,77,22622
2010,Male,78,21865
2010,Male,79,20312
2010,Male,80,19288
2010,Male,81,17411
2010,Male,82,15949
2010,Male,83,14327
2010,Male,84,13203
2010,Male,85,11923
2010,Male,86,10189
2010,Male,87,9108
2010,Male,88,7756
2010,Male,89,6831
2010,Male,90,5557
2010,Male,91,3812
2010,Male,92,2937
2010,Male,93,2291
2010,Male,94,1841
2010,Male,95,1362
2010,Male,96,1193
2010,Male,97,811
2010,Male,98,596
2010,Male,99,1211
2010,Female,0,0
2010,Female,1,37639
2010,Female,2,37310
2010,Female,3,37211
2010,Female,4,36531
2010,Female,5,36678
2010,Female,6,37106
2010,Female,7,36496
2010,Female,8,36873
2010,Female,9,37010
2010,Female,10,37485
2010,Female,11,39219
2010,Female,12,39830
2010,Female,13,40503
2010,Female,14,41689
2010,Female,15,41576
2010,Female,16,42239
2010,Female,17,42919
2010,Female,18,44982
2010,Female,19,45329
2010,Female,20,45846
2010,Female,21,45895
2010,Female,22,46669
2010,Female,23,45758
2010,Female,24,47096
2010,Female,25,47555
2010,Female,26,48448
2010,Female,27,49084
2010,Female,28,51265
2010,Female,29,51685
2010,Female,30,52654
2010,Female,31,52419
2010,Female,32,52077
2010,Female,33,52656
2010,Female,34,52958
2010,Female,35,53166
2010,Female,36,54300
2010,Female,37,54933
2010,Female,38,56611
2010,Female,39,59041
2010,Female,40,59618
2010,Female,41,61805
2010,Female,42,63169
2010,Female,43,63893
2010,Female,44,65047
2010,Female,45,65159
2010,Female,46,66245
2010,Female,47,64817
2010,Female,48,62442
2010,Female,49,60899
2010,Female,50,59328
2010,Female,51,57869
2010,Female,52,55449
2010,Female,53,54598
2010,Female,54,52677
2010,Female,55,51102
2010,Female,56,50103
2010,Female,57,48600
2010,Female,58,48540
2010,Female,59,46437
2010,Female,60,47462
2010,Female,61,46993
2010,Female,62,47648
2010,Female,63,46546
2010,Female,64,46249
2010,Female,65,43938
2010,Female,66,43527
2010,Female,67,42151
2010,Female,68,40007
2010,Female,69,37845
2010,Female,70,35269
2010,Female,71,34277
2010,Female,72,33210
2010,Female,73,31745
2010,Female,74,31990
2010,Female,75,31449
2010,Female,76,30594
2010,Female,77,29623
2010,Female,78,29033
2010,Female,79,28052
2010,Female,80,27798
2010,Female,81,26404
2010,Female,82,25041
2010,Female,83,23462
2010,Female,84,22669
2010,Female,85,21196
2010,Female,86,19632
2010,Female,87,17785
2010,Female,88,15814
2010,Female,89,14589
2010,Female,90,12349
2010,Female,91,9157
2010,Female,92,7320
2010,Female,93,6152
2010,Female,94,4947
2010,Female,95,3948
2010,Female,96,3513
2010,Female,97,2624
2010,Female,98,1962
2010,Female,99,4732
2011,Male,0,0
2011,Male,1,39948
2011,Male,2,40911
2011,Male,3,40657
2011,Male,4,39776
2011,Male,5,39466
2011,Male,6,39510
2011,Male,7,39273
2011,Male,8,38709
2011,Male,9,39436
2011,Male,10,39684
2011,Male,11,42141
2011,Male,12,41730
2011,Male,13,42540
2011,Male,14,43097
2011,Male,15,44428
2011,Male,16,44190
2011,Male,17,45062
2011,Male,18,45704
2011,Male,19,47679
2011,Male,20,48744
2011,Male,21,48995
2011,Male,22,48855
2011,Male,23,49540
2011,Male,24,48726
2011,Male,25,50037
2011,Male,26,50602
2011,Male,27,52214
2011,Male,28,52423
2011,Male,29,53913
2011,Male,30,54364
2011,Male,31,55180
2011,Male,32,53599
2011,Male,33,53254
2011,Male,34,53581
2011,Male,35,53024
2011,Male,36,53201
2011,Male,37,54955
2011,Male,38,55264
2011,Male,39,57475
2011,Male,40,59191
2011,Male,41,60380
2011,Male,42,62060
2011,Male,43,64002
2011,Male,44,64688
2011,Male,45,66958
2011,Male,46,67773
2011,Male,47,68756
2011,Male,48,66710
2011,Male,49,64411
2011,Male,50,62096
2011,Male,51,60644
2011,Male,52,58787
2011,Male,53,57107
2011,Male,54,55623
2011,Male,55,54523
2011,Male,56,51918
2011,Male,57,50006
2011,Male,58,48045
2011,Male,59,47674
2011,Male,60,45831
2011,Male,61,46799
2011,Male,62,45495
2011,Male,63,45646
2011,Male,64,44763
2011,Male,65,44112
2011,Male,66,42111
2011,Male,67,40694
2011,Male,68,38745
2011,Male,69,36771
2011,Male,70,33590
2011,Male,71,30225
2011,Male,72,29190
2011,Male,73,27838
2011,Male,74,26272
2011,Male,75,25583
2011,Male,76,24875
2011,Male,77,23648
2011,Male,78,21711
2011,Male,79,20849
2011,Male,80,19347
2011,Male,81,18194
2011,Male,82,16295
2011,Male,83,14861
2011,Male,84,13206
2011,Male,85,12064
2011,Male,86,10698
2011,Male,87,9087
2011,Male,88,7901
2011,Male,89,6628
2011,Male,90,5677
2011,Male,91,4528
2011,Male,92,3034
2011,Male,93,2222
2011,Male,94,1678
2011,Male,95,1260
2011,Male,96,885
2011,Male,97,734
2011,Male,98,458
2011,Male,99,682
2011,Female,0,0
2011,Female,1,38083
2011,Female,2,38440
2011,Female,3,38136
2011,Female,4,37932
2011,Female,5,37280
2011,Female,6,37264
2011,Female,7,37670
2011,Female,8,36915
2011,Female,9,37201
2011,Female,10,37392
2011,Female,11,39722
2011,Female,12,39822
2011,Female,13,40338
2011,Female,14,41066
2011,Female,15,42249
2011,Female,16,42144
2011,Female,17,42685
2011,Female,18,43380
2011,Female,19,45604
2011,Female,20,46427
2011,Female,21,47151
2011,Female,22,47061
2011,Female,23,48150
2011,Female,24,47603
2011,Female,25,48863
2011,Female,26,49666
2011,Female,27,50680
2011,Female,28,51139
2011,Female,29,53139
2011,Female,30,53212
2011,Female,31,53953
2011,Female,32,53315
2011,Female,33,52681
2011,Female,34,52948
2011,Female,35,53273
2011,Female,36,53117
2011,Female,37,54477
2011,Female,38,55129
2011,Female,39,56806
2011,Female,40,59304
2011,Female,41,60128
2011,Female,42,62263
2011,Female,43,63705
2011,Female,44,64404
2011,Female,45,65484
2011,Female,46,65514
2011,Female,47,66769
2011,Female,48,65175
2011,Female,49,62720
2011,Female,50,60991
2011,Female,51,59403
2011,Female,52,57878
2011,Female,53,55471
2011,Female,54,54352
2011,Female,55,52523
2011,Female,56,50890
2011,Female,57,49810
2011,Female,58,48426
2011,Female,59,48133
2011,Female,60,46103
2011,Female,61,47166
2011,Female,62,46618
2011,Female,63,47205
2011,Female,64,46116
2011,Female,65,45891
2011,Female,66,43451
2011,Female,67,43078
2011,Female,68,41714
2011,Female,69,39646
2011,Female,70,37442
2011,Female,71,34885
2011,Female,72,33881
2011,Female,73,32758
2011,Female,74,31291
2011,Female,75,31525
2011,Female,76,30956
2011,Female,77,30018
2011,Female,78,29030
2011,Female,79,28362
2011,Female,80,27262
2011,Female,81,26940
2011,Female,82,25403
2011,Female,83,23912
2011,Female,84,22236
2011,Female,85,21268
2011,Female,86,19721
2011,Female,87,18024
2011,Female,88,16117
2011,Female,89,14105
2011,Female,90,12764
2011,Female,91,10517
2011,Female,92,7535
2011,Female,93,5867
2011,Female,94,4862
2011,Female,95,3742
2011,Female,96,2880
2011,Female,97,2337
2011,Female,98,1656
2011,Female,99,2968
2012,Male,0,0
2012,Male,1,40424
2012,Male,2,41745
2012,Male,3,41307
2012,Male,4,41004
2012,Male,5,40080
2012,Male,6,39825
2012,Male,7,39869
2012,Male,8,39534
2012,Male,9,39045
2012,Male,10,39718
2012,Male,11,39967
2012,Male,12,42481
2012,Male,13,42071
2012,Male,14,42829
2012,Male,15,43515
2012,Male,16,44730
2012,Male,17,44502
2012,Male,18,45380
2012,Male,19,46350
2012,Male,20,48513
2012,Male,21,49450
2012,Male,22,49672
2012,Male,23,49710
2012,Male,24,50749
2012,Male,25,50089
2012,Male,26,51542
2012,Male,27,52119
2012,Male,28,53876
2012,Male,29,53865
2012,Male,30,55260
2012,Male,31,55618
2012,Male,32,56338
2012,Male,33,54622
2012,Male,34,54319
2012,Male,35,54468
2012,Male,36,53863
2012,Male,37,54093
2012,Male,38,55762
2012,Male,39,55962
2012,Male,40,58067
2012,Male,41,59871
2012,Male,42,61028
2012,Male,43,62625
2012,Male,44,64485
2012,Male,45,65177
2012,Male,46,67289
2012,Male,47,68102
2012,Male,48,69014
2012,Male,49,66946
2012,Male,50,64501
2012,Male,51,62209
2012,Male,52,60678
2012,Male,53,58833
2012,Male,54,57032
2012,Male,55,55505
2012,Male,56,54269
2012,Male,57,51728
2012,Male,58,49757
2012,Male,59,47756
2012,Male,60,47316
2012,Male,61,45247
2012,Male,62,46264
2012,Male,63,44964
2012,Male,64,45101
2012,Male,65,44125
2012,Male,66,43272
2012,Male,67,41371
2012,Male,68,40064
2012,Male,69,38122
2012,Male,70,36171
2012,Male,71,32994
2012,Male,72,29658
2012,Male,73,28604
2012,Male,74,27208
2012,Male,75,25577
2012,Male,76,24863
2012,Male,77,24088
2012,Male,78,22776
2012,Male,79,20865
2012,Male,80,19938
2012,Male,81,18379
2012,Male,82,17161
2012,Male,83,15245
2012,Male,84,13799
2012,Male,85,12158
2012,Male,86,10937
2012,Male,87,9592
2012,Male,88,8035
2012,Male,89,6850
2012,Male,90,5672
2012,Male,91,4733
2012,Male,92,3716
2012,Male,93,2445
2012,Male,94,1715
2012,Male,95,1284
2012,Male,96,921
2012,Male,97,629
2012,Male,98,523
2012,Male,99,733
2012,Female,0,0
2012,Female,1,38002
2012,Female,2,39918
2012,Female,3,38889
2012,Female,4,38518
2012,Female,5,38208
2012,Female,6,37604
2012,Female,7,37581
2012,Female,8,37924
2012,Female,9,37225
2012,Female,10,37538
2012,Female,11,37683
2012,Female,12,40066
2012,Female,13,40128
2012,Female,14,40599
2012,Female,15,41352
2012,Female,16,42535
2012,Female,17,42434
2012,Female,18,42921
2012,Female,19,44028
2012,Female,20,46501
2012,Female,21,47400
2012,Female,22,48114
2012,Female,23,48060
2012,Female,24,49396
2012,Female,25,48962
2012,Female,26,50287
2012,Female,27,51291
2012,Female,28,52367
2012,Female,29,52673
2012,Female,30,54524
2012,Female,31,54558
2012,Female,32,55120
2012,Female,33,54343
2012,Female,34,53574
2012,Female,35,53858
2012,Female,36,54119
2012,Female,37,53805
2012,Female,38,55203
2012,Female,39,55677
2012,Female,40,57339
2012,Female,41,59771
2012,Female,42,60630
2012,Female,43,62590
2012,Female,44,64059
2012,Female,45,64704
2012,Female,46,65759
2012,Female,47,65719
2012,Female,48,66983
2012,Female,49,65310
2012,Female,50,62884
2012,Female,51,61080
2012,Female,52,59469
2012,Female,53,57870
2012,Female,54,55417
2012,Female,55,54264
2012,Female,56,52411
2012,Female,57,50726
2012,Female,58,49634
2012,Female,59,48178
2012,Female,60,47921
2012,Female,61,45853
2012,Female,62,46894
2012,Female,63,46288
2012,Female,64,46864
2012,Female,65,45753
2012,Female,66,45495
2012,Female,67,43095
2012,Female,68,42751
2012,Female,69,41370
2012,Female,70,39298
2012,Female,71,37115
2012,Female,72,34507
2012,Female,73,33533
2012,Female,74,32355
2012,Female,75,30899
2012,Female,76,31019
2012,Female,77,30404
2012,Female,78,29429
2012,Female,79,28401
2012,Female,80,27624
2012,Female,81,26422
2012,Female,82,26040
2012,Female,83,24433
2012,Female,84,22764
2012,Female,85,21083
2012,Female,86,19921
2012,Female,87,18291
2012,Female,88,16490
2012,Female,89,14582
2012,Female,90,12654
2012,Female,91,11159
2012,Female,92,8957
2012,Female,93,6337
2012,Female,94,4826
2012,Female,95,3886
2012,Female,96,2960
2012,Female,97,2174
2012,Female,98,1696
2012,Female,99,3084
2013,Male,0,0
2013,Male,1,41132
2013,Male,2,41786
2013,Male,3,42195
2013,Male,4,41610
2013,Male,5,41384
2013,Male,6,40468
2013,Male,7,40138
2013,Male,8,40145
2013,Male,9,39859
2013,Male,10,39348
2013,Male,11,40006
2013,Male,12,40308
2013,Male,13,42788
2013,Male,14,42374
2013,Male,15,43148
2013,Male,16,43821
2013,Male,17,45074
2013,Male,18,44858
2013,Male,19,46009
2013,Male,20,47154
2013,Male,21,49168
2013,Male,22,50238
2013,Male,23,50625
2013,Male,24,50863
2013,Male,25,52337
2013,Male,26,51601
2013,Male,27,53108
2013,Male,28,53787
2013,Male,29,55381
2013,Male,30,55263
2013,Male,31,56630
2013,Male,32,56765
2013,Male,33,57549
2013,Male,34,55732
2013,Male,35,55285
2013,Male,36,55368
2013,Male,37,54799
2013,Male,38,54856
2013,Male,39,56475
2013,Male,40,56691
2013,Male,41,58704
2013,Male,42,60532
2013,Male,43,61643
2013,Male,44,63205
2013,Male,45,64985
2013,Male,46,65593
2013,Male,47,67638
2013,Male,48,68331
2013,Male,49,69329
2013,Male,50,67181
2013,Male,51,64694
2013,Male,52,62236
2013,Male,53,60671
2013,Male,54,58765
2013,Male,55,56933
2013,Male,56,55372
2013,Male,57,54030
2013,Male,58,51501
2013,Male,59,49410
2013,Male,60,47401
2013,Male,61,46713
2013,Male,62,44768
2013,Male,63,45726
2013,Male,64,44312
2013,Male,65,44470
2013,Male,66,43264
2013,Male,67,42565
2013,Male,68,40746
2013,Male,69,39475
2013,Male,70,37489
2013,Male,71,35525
2013,Male,72,32358
2013,Male,73,29101
2013,Male,74,27983
2013,Male,75,26542
2013,Male,76,24939
2013,Male,77,24103
2013,Male,78,23293
2013,Male,79,21882
2013,Male,80,19967
2013,Male,81,18971
2013,Male,82,17401
2013,Male,83,16088
2013,Male,84,14212
2013,Male,85,12710
2013,Male,86,11072
2013,Male,87,9802
2013,Male,88,8496
2013,Male,89,6983
2013,Male,90,5869
2013,Male,91,4723
2013,Male,92,3885
2013,Male,93,2914
2013,Male,94,1870
2013,Male,95,1283
2013,Male,96,921
2013,Male,97,642
2013,Male,98,415
2013,Male,99,766
2013,Female,0,0
2013,Female,1,38489
2013,Female,2,39399
2013,Female,3,40365
2013,Female,4,39290
2013,Female,5,38799
2013,Female,6,38512
2013,Female,7,37989
2013,Female,8,37878
2013,Female,9,38225
2013,Female,10,37500
2013,Female,11,37816
2013,Female,12,38017
2013,Female,13,40306
2013,Female,14,40381
2013,Female,15,40948
2013,Female,16,41674
2013,Female,17,42833
2013,Female,18,42705
2013,Female,19,43648
2013,Female,20,44928
2013,Female,21,47366
2013,Female,22,48286
2013,Female,23,49079
2013,Female,24,49307
2013,Female,25,50819
2013,Female,26,50334
2013,Female,27,52056
2013,Female,28,52940
2013,Female,29,53837
2013,Female,30,53951
2013,Female,31,55733
2013,Female,32,55760
2013,Female,33,56053
2013,Female,34,55159
2013,Female,35,54495
2013,Female,36,54634
2013,Female,37,54825
2013,Female,38,54469
2013,Female,39,55759
2013,Female,40,56210
2013,Female,41,57761
2013,Female,42,60199
2013,Female,43,61034
2013,Female,44,63031
2013,Female,45,64397
2013,Female,46,65044
2013,Female,47,66043
2013,Female,48,65976
2013,Female,49,67141
2013,Female,50,65433
2013,Female,51,62936
2013,Female,52,61118
2013,Female,53,59457
2013,Female,54,57851
2013,Female,55,55337
2013,Female,56,54169
2013,Female,57,52254
2013,Female,58,50552
2013,Female,59,49403
2013,Female,60,48028
2013,Female,61,47633
2013,Female,62,45600
2013,Female,63,46605
2013,Female,64,45973
2013,Female,65,46424
2013,Female,66,45347
2013,Female,67,45153
2013,Female,68,42742
2013,Female,69,42406
2013,Female,70,40978
2013,Female,71,38896
2013,Female,72,36782
2013,Female,73,34135
2013,Female,74,33105
2013,Female,75,31929
2013,Female,76,30460
2013,Female,77,30503
2013,Female,78,29809
2013,Female,79,28806
2013,Female,80,27672
2013,Female,81,26831
2013,Female,82,25503
2013,Female,83,25003
2013,Female,84,23207
2013,Female,85,21518
2013,Female,86,19741
2013,Female,87,18459
2013,Female,88,16705
2013,Female,89,14929
2013,Female,90,12946
2013,Female,91,10994
2013,Female,92,9526
2013,Female,93,7485
2013,Female,94,5156
2013,Female,95,3842
2013,Female,96,2970
2013,Female,97,2183
2013,Female,98,1547
2013,Female,99,3095
2014,Male,0,0
2014,Male,1,41914
2014,Male,2,42793
2014,Male,3,42281
2014,Male,4,42603
2014,Male,5,42055
2014,Male,6,41913
2014,Male,7,40891
2014,Male,8,40599
2014,Male,9,40579
2014,Male,10,40248
2014,Male,11,39721
2014,Male,12,40429
2014,Male,13,40679
2014,Male,14,43225
2014,Male,15,42792
2014,Male,16,43563
2014,Male,17,44306
2014,Male,18,45580
2014,Male,19,45801
2014,Male,20,47051
2014,Male,21,48006
2014,Male,22,49977
2014,Male,23,51220
2014,Male,24,51983
2014,Male,25,52388
2014,Male,26,53936
2014,Male,27,53407
2014,Male,28,54906
2014,Male,29,55361
2014,Male,30,56912
2014,Male,31,56719
2014,Male,32,57990
2014,Male,33,58017
2014,Male,34,58719
2014,Male,35,56700
2014,Male,36,56263
2014,Male,37,56446
2014,Male,38,55749
2014,Male,39,55644
2014,Male,40,57234
2014,Male,41,57489
2014,Male,42,59540
2014,Male,43,61249
2014,Male,44,62354
2014,Male,45,63837
2014,Male,46,65459
2014,Male,47,66226
2014,Male,48,68097
2014,Male,49,68681
2014,Male,50,69624
2014,Male,51,67418
2014,Male,52,64866
2014,Male,53,62388
2014,Male,54,60729
2014,Male,55,58707
2014,Male,56,56820
2014,Male,57,55266
2014,Male,58,53796
2014,Male,59,51143
2014,Male,60,49100
2014,Male,61,46886
2014,Male,62,46243
2014,Male,63,44252
2014,Male,64,45156
2014,Male,65,43713
2014,Male,66,43572
2014,Male,67,42563
2014,Male,68,42018
2014,Male,69,40145
2014,Male,70,38860
2014,Male,71,36839
2014,Male,72,34899
2014,Male,73,31760
2014,Male,74,28407
2014,Male,75,27274
2014,Male,76,25848
2014,Male,77,24227
2014,Male,78,23364
2014,Male,79,22435
2014,Male,80,21017
2014,Male,81,19057
2014,Male,82,17970
2014,Male,83,16373
2014,Male,84,14928
2014,Male,85,13036
2014,Male,86,11596
2014,Male,87,9897
2014,Male,88,8722
2014,Male,89,7412
2014,Male,90,5986
2014,Male,91,4943
2014,Male,92,3847
2014,Male,93,3092
2014,Male,94,2231
2014,Male,95,1383
2014,Male,96,919
2014,Male,97,654
2014,Male,98,421
2014,Male,99,757
2014,Female,0,0
2014,Female,1,39495
2014,Female,2,40057
2014,Female,3,39956
2014,Female,4,40738
2014,Female,5,39718
2014,Female,6,39258
2014,Female,7,38889
2014,Female,8,38385
2014,Female,9,38322
2014,Female,10,38657
2014,Female,11,37941
2014,Female,12,38274
2014,Female,13,38398
2014,Female,14,40739
2014,Female,15,40728
2014,Female,16,41312
2014,Female,17,42046
2014,Female,18,43220
2014,Female,19,43664
2014,Female,20,44691
2014,Female,21,46002
2014,Female,22,48441
2014,Female,23,49422
2014,Female,24,50518
2014,Female,25,51004
2014,Female,26,52612
2014,Female,27,52117
2014,Female,28,53910
2014,Female,29,54673
2014,Female,30,55373
2014,Female,31,55323
2014,Female,32,57102
2014,Female,33,56924
2014,Female,34,57141
2014,Female,35,56099
2014,Female,36,55440
2014,Female,37,55518
2014,Female,38,55663
2014,Female,39,55197
2014,Female,40,56417
2014,Female,41,56869
2014,Female,42,58281
2014,Female,43,60737
2014,Female,44,61537
2014,Female,45,63418
2014,Female,46,64796
2014,Female,47,65406
2014,Female,48,66348
2014,Female,49,66256
2014,Female,50,67361
2014,Female,51,65637
2014,Female,52,63096
2014,Female,53,61267
2014,Female,54,59564
2014,Female,55,57801
2014,Female,56,55271
2014,Female,57,54111
2014,Female,58,52091
2014,Female,59,50348
2014,Female,60,49202
2014,Female,61,47801
2014,Female,62,47356
2014,Female,63,45331
2014,Female,64,46370
2014,Female,65,45606
2014,Female,66,45989
2014,Female,67,45006
2014,Female,68,44838
2014,Female,69,42392
2014,Female,70,42043
2014,Female,71,40613
2014,Female,72,38500
2014,Female,73,36380
2014,Female,74,33728
2014,Female,75,32672
2014,Female,76,31484
2014,Female,77,29999
2014,Female,78,29883
2014,Female,79,29140
2014,Female,80,28131
2014,Female,81,26890
2014,Female,82,25929
2014,Female,83,24497
2014,Female,84,23860
2014,Female,85,22013
2014,Female,86,20197
2014,Female,87,18261
2014,Female,88,16901
2014,Female,89,15082
2014,Female,90,13285
2014,Female,91,11260
2014,Female,92,9388
2014,Female,93,7988
2014,Female,94,6022
2014,Female,95,4056
2014,Female,96,2959
2014,Female,97,2190
2014,Female,98,1619
2014,Female,99,3100
2015,Male,0,0
2015,Male,1,43039
2015,Male,2,42934
2015,Male,3,43294
2015,Male,4,42657
2015,Male,5,43014
2015,Male,6,42527
2015,Male,7,42333
2015,Male,8,41301
2015,Male,9,41033
2015,Male,10,40954
2015,Male,11,40620
2015,Male,12,40106
2015,Male,13,40822
2015,Male,14,41072
2015,Male,15,43609
2015,Male,16,43205
2015,Male,17,43950
2015,Male,18,44732
2015,Male,19,46343
2015,Male,20,46748
2015,Male,21,47742
2015,Male,22,48720
2015,Male,23,50983
2015,Male,24,52527
2015,Male,25,53549
2015,Male,26,53859
2015,Male,27,55644
2015,Male,28,55201
2015,Male,29,56536
2015,Male,30,57061
2015,Male,31,58299
2015,Male,32,58165
2015,Male,33,59316
2015,Male,34,59155
2015,Male,35,59671
2015,Male,36,57734
2015,Male,37,57187
2015,Male,38,57233
2015,Male,39,56540
2015,Male,40,56440
2015,Male,41,58048
2015,Male,42,58187
2015,Male,43,60300
2015,Male,44,61875
2015,Male,45,62904
2015,Male,46,64332
2015,Male,47,65942
2015,Male,48,66723
2015,Male,49,68447
2015,Male,50,68911
2015,Male,51,69822
2015,Male,52,67550
2015,Male,53,64959
2015,Male,54,62354
2015,Male,55,60661
2015,Male,56,58627
2015,Male,57,56638
2015,Male,58,55006
2015,Male,59,53462
2015,Male,60,50776
2015,Male,61,48483
2015,Male,62,46369
2015,Male,63,45718
2015,Male,64,43666
2015,Male,65,44564
2015,Male,66,42859
2015,Male,67,42769
2015,Male,68,41939
2015,Male,69,41385
2015,Male,70,39517
2015,Male,71,38191
2015,Male,72,36151
2015,Male,73,34280
2015,Male,74,31074
2015,Male,75,27783
2015,Male,76,26589
2015,Male,77,25103
2015,Male,78,23477
2015,Male,79,22545
2015,Male,80,21590
2015,Male,81,20047
2015,Male,82,18045
2015,Male,83,16921
2015,Male,84,15280
2015,Male,85,13797
2015,Male,86,11961
2015,Male,87,10456
2015,Male,88,8763
2015,Male,89,7632
2015,Male,90,6375
2015,Male,91,5063
2015,Male,92,4078
2015,Male,93,3090
2015,Male,94,2377
2015,Male,95,1700
2015,Male,96,1014
2015,Male,97,650
2015,Male,98,439
2015,Male,99,761
2015,Female,0,0
2015,Female,1,40691
2015,Female,2,40560
2015,Female,3,40603
2015,Female,4,40319
2015,Female,5,41184
2015,Female,6,40110
2015,Female,7,39749
2015,Female,8,39301
2015,Female,9,38774
2015,Female,10,38677
2015,Female,11,39006
2015,Female,12,38264
2015,Female,13,38643
2015,Female,14,38733
2015,Female,15,41052
2015,Female,16,41032
2015,Female,17,41714
2015,Female,18,42396
2015,Female,19,44026
2015,Female,20,44625
2015,Female,21,45560
2015,Female,22,46876
2015,Female,23,49553
2015,Female,24,50811
2015,Female,25,51992
2015,Female,26,52563
2015,Female,27,54479
2015,Female,28,54059
2015,Female,29,55652
2015,Female,30,56390
2015,Female,31,56764
2015,Female,32,56631
2015,Female,33,58304
2015,Female,34,58011
2015,Female,35,58132
2015,Female,36,56912
2015,Female,37,56221
2015,Female,38,56287
2015,Female,39,56289
2015,Female,40,55877
2015,Female,41,56921
2015,Female,42,57440
2015,Female,43,58865
2015,Female,44,61241
2015,Female,45,61979
2015,Female,46,63808
2015,Female,47,65132
2015,Female,48,65625
2015,Female,49,66710
2015,Female,50,66470
2015,Female,51,67563
2015,Female,52,65773
2015,Female,53,63167
2015,Female,54,61258
2015,Female,55,59508
2015,Female,56,57728
2015,Female,57,55197
2015,Female,58,53922
2015,Female,59,51933
2015,Female,60,50174
2015,Female,61,48991
2015,Female,62,47589
2015,Female,63,47072
2015,Female,64,45063
2015,Female,65,45971
2015,Female,66,45223
2015,Female,67,45642
2015,Female,68,44687
2015,Female,69,44477
2015,Female,70,42058
2015,Female,71,41669
2015,Female,72,40252
2015,Female,73,38079
2015,Female,74,35944
2015,Female,75,33303
2015,Female,76,32182
2015,Female,77,30975
2015,Female,78,29447
2015,Female,79,29214
2015,Female,80,28460
2015,Female,81,27341
2015,Female,82,26003
2015,Female,83,24936
2015,Female,84,23457
2015,Female,85,22674
2015,Female,86,20669
2015,Female,87,18827
2015,Female,88,16771
2015,Female,89,15342
2015,Female,90,13358
2015,Female,91,11703
2015,Female,92,9694
2015,Female,93,7893
2015,Female,94,6605
2015,Female,95,4833
2015,Female,96,3170
2015,Female,97,2251
2015,Female,98,1577
2015,Female,99,3148
2016,Male,0,0
2016,Male,1,43713
2016,Male,2,43959
2016,Male,3,43303
2016,Male,4,43653
2016,Male,5,43029
2016,Male,6,43407
2016,Male,7,42947
2016,Male,8,42748
2016,Male,9,41715
2016,Male,10,41402
2016,Male,11,41343
2016,Male,12,41003
2016,Male,13,40443
2016,Male,14,41171
2016,Male,15,41412
2016,Male,16,44013
2016,Male,17,43684
2016,Male,18,44524
2016,Male,19,45615
2016,Male,20,47620
2016,Male,21,47603
2016,Male,22,48671
2016,Male,23,49891
2016,Male,24,52403
2016,Male,25,54129
2016,Male,26,55217
2016,Male,27,55565
2016,Male,28,57449
2016,Male,29,57047
2016,Male,30,58036
2016,Male,31,58373
2016,Male,32,59638
2016,Male,33,59276
2016,Male,34,60318
2016,Male,35,60008
2016,Male,36,60601
2016,Male,37,58512
2016,Male,38,57909
2016,Male,39,57944
2016,Male,40,57204
2016,Male,41,57032
2016,Male,42,58555
2016,Male,43,58667
2016,Male,44,60822
2016,Male,45,62315
2016,Male,46,63279
2016,Male,47,64690
2016,Male,48,66236
2016,Male,49,66933
2016,Male,50,68563
2016,Male,51,68987
2016,Male,52,69838
2016,Male,53,67476
2016,Male,54,64899
2016,Male,55,62262
2016,Male,56,60499
2016,Male,57,58398
2016,Male,58,56337
2016,Male,59,54645
2016,Male,60,53034
2016,Male,61,50075
2016,Male,62,47916
2016,Male,63,45814
2016,Male,64,45038
2016,Male,65,43037
2016,Male,66,43563
2016,Male,67,42140
2016,Male,68,42083
2016,Male,69,41222
2016,Male,70,40665
2016,Male,71,38853
2016,Male,72,37424
2016,Male,73,35403
2016,Male,74,33504
2016,Male,75,30290
2016,Male,76,27016
2016,Male,77,25799
2016,Male,78,24264
2016,Male,79,22624
2016,Male,80,21599
2016,Male,81,20594
2016,Male,82,18973
2016,Male,83,16922
2016,Male,84,15807
2016,Male,85,14107
2016,Male,86,12608
2016,Male,87,10798
2016,Male,88,9296
2016,Male,89,7618
2016,Male,90,6512
2016,Male,91,5274
2016,Male,92,4134
2016,Male,93,3252
2016,Male,94,2348
2016,Male,95,1808
2016,Male,96,1238
2016,Male,97,711
2016,Male,98,438
2016,Male,99,739
2016,Female,0,0
2016,Female,1,41191
2016,Female,2,41686
2016,Female,3,40946
2016,Female,4,40947
2016,Female,5,40604
2016,Female,6,41569
2016,Female,7,40507
2016,Female,8,40129
2016,Female,9,39656
2016,Female,10,39177
2016,Female,11,39058
2016,Female,12,39349
2016,Female,13,38625
2016,Female,14,38987
2016,Female,15,39113
2016,Female,16,41412
2016,Female,17,41380
2016,Female,18,42103
2016,Female,19,43312
2016,Female,20,45048
2016,Female,21,45624
2016,Female,22,46464
2016,Female,23,48059
2016,Female,24,50934
2016,Female,25,52270
2016,Female,26,53683
2016,Female,27,54402
2016,Female,28,56231
2016,Female,29,55779
2016,Female,30,57178
2016,Female,31,57729
2016,Female,32,58072
2016,Female,33,57660
2016,Female,34,59264
2016,Female,35,58946
2016,Female,36,58883
2016,Female,37,57573
2016,Female,38,56914
2016,Female,39,56831
2016,Female,40,56839
2016,Female,41,56429
2016,Female,42,57505
2016,Female,43,57929
2016,Female,44,59300
2016,Female,45,61613
2016,Female,46,62314
