Year,Age,Sex,Ratio
2008,1,Female,0.00011054915291711577
2008,1,Male,0.0005512968602331198
2008,2,Female,0.0001127999774400045
2008,2,Male,0.00021210032345299326
2008,3,Female,8.352590695213965e-05
2008,3,Male,0.00018376562007770662
2008,4,Female,0.00011022320198401764
2008,4,Male,0.00010491252917879718
2008,5,Female,0.00014026425786181165
2008,5,Male,2.653927813163482e-05
2008,6,Female,8.304728158564943e-05
2008,6,Male,0.00010382598764470748
2008,7,Female,2.7614392621434293e-05
2008,7,Male,0.0001809253036960455
2008,8,Female,0.0
2008,8,Male,0.000178826895565093
2008,9,Female,7.8125e-05
2008,9,Male,4.922107646494229e-05
2008,10,Female,0.0001023515263171362
2008,10,Male,0.00012115631587874676
2008,11,Female,5.02828409805154e-05
2008,11,Male,2.3736055067647756e-05
2008,12,Female,4.88162069807176e-05
2008,12,Male,0.0001840730770115736
2008,13,Female,4.8983590497183446e-05
2008,13,Male,0.00011583458820803892
2008,14,Female,0.00012007396556278668
2008,14,Male,0.00011358989504293698
2008,15,Female,7.106647083905813e-05
2008,15,Male,0.00020180277142472757
2008,16,Female,0.00013571590137977834
2008,16,Male,0.00034459735952273264
2008,17,Female,0.00022561649707826637
2008,17,Male,0.00040376564591877934
2008,18,Female,0.0002482229493399526
2008,18,Male,0.0004254051984515251
2008,19,Female,0.00013658403332650413
2008,19,Male,0.0004971897968006917
2008,20,Female,0.0003143383178409448
2008,20,Male,0.0006015942246954429
2008,21,Female,0.00027495818344293473
2008,21,Male,0.0006654393008451079
2008,22,Female,0.00015759376829213383
2008,22,Male,0.0005058391431524775
2008,23,Female,0.00015679247396124986
2008,23,Male,0.0005534524362976246
2008,24,Female,0.00022162629374348973
2008,24,Male,0.0006232270265623657
2008,25,Female,0.000328875246656435
2008,25,Male,0.0006296545584818812
2008,26,Female,0.00029507851196121826
2008,26,Male,0.0009070773125197764
2008,27,Female,0.00027237680187730475
2008,27,Male,0.0006891079184764451
2008,28,Female,0.0002443842535079323
2008,28,Male,0.0005944328290903128
2008,29,Female,0.00024382314694408323
2008,29,Male,0.00045421699184474036
2008,30,Female,0.00044655543376770997
2008,30,Male,0.0005727494016814286
2008,31,Female,0.0002200660198059418
2008,31,Male,0.0006651482474351481
2008,32,Female,0.0002968886073945056
2008,32,Male,0.0007037156184654978
2008,33,Female,0.00041161942843702225
2008,33,Male,0.0006923426898502562
2008,34,Female,0.0005153950407543856
2008,34,Male,0.0008770926286084734
2008,35,Female,0.00043179514136597454
2008,35,Male,0.000620510699108721
2008,36,Female,0.0002905340378783752
2008,36,Male,0.0009942514190679345
2008,37,Female,0.0005035596457718354
2008,37,Male,0.0007861909919983228
2008,38,Female,0.0004465589200144273
2008,38,Male,0.0008720781108394179
2008,39,Female,0.0006590763045591603
2008,39,Male,0.0009468910410817815
2008,40,Female,0.0004841911586694427
2008,40,Male,0.0008536821081115908
2008,41,Female,0.0005101064847286871
2008,41,Male,0.0010801366055118735
2008,42,Female,0.0006403348482718768
2008,42,Male,0.0010586719037682583
2008,43,Female,0.0006842178922978836
2008,43,Male,0.0012286503048872979
2008,44,Female,0.001010162850495898
2008,44,Male,0.0017391562862324227
2008,45,Female,0.0011083878420781491
2008,45,Male,0.0014373088685015291
2008,46,Female,0.001067080564582626
2008,46,Male,0.0018502704241389126
2008,47,Female,0.0010784801725568277
2008,47,Male,0.002061686983555592
2008,48,Female,0.0014099580410076953
2008,48,Male,0.002604905906123199
2008,49,Female,0.0014600823903634563
2008,49,Male,0.0024690511299338158
2008,50,Female,0.001466169496434131
2008,50,Male,0.0028556319407720783
2008,51,Female,0.0015803303993090648
2008,51,Male,0.0028460776366747726
2008,52,Female,0.0019957803501168955
2008,52,Male,0.0031470706627145313
2008,53,Female,0.002056001566477384
2008,53,Male,0.0034272147657431694
2008,54,Female,0.0023883448770002386
2008,54,Male,0.003786001704691867
2008,55,Female,0.0029447250567473057
2008,55,Male,0.004176009545164674
2008,56,Female,0.0029132985925895533
2008,56,Male,0.004890530529704298
2008,57,Female,0.0026731678107824895
2008,57,Male,0.004858420906191811
2008,58,Female,0.003594566353187043
2008,58,Male,0.005879664256627608
2008,59,Female,0.003642028588871813
2008,59,Male,0.007246068848278793
2008,60,Female,0.004505533293191869
2008,60,Male,0.006889846986220306
2008,61,Female,0.004077991589142347
2008,61,Male,0.00708944771262956
2008,62,Female,0.005267310686029898
2008,62,Male,0.00854365546401639
2008,63,Female,0.005591359216760605
2008,63,Male,0.0100833862050213
2008,64,Female,0.005749728359290112
2008,64,Male,0.010488043630261502
2008,65,Female,0.005679427850231384
2008,65,Male,0.011822347893915756
2008,66,Female,0.006875721336836677
2008,66,Male,0.012376237623762377
2008,67,Female,0.0070481144343302994
2008,67,Male,0.013254371122391428
2008,68,Female,0.007699603860960777
2008,68,Male,0.015352038115404976
2008,69,Female,0.009474738800629741
2008,69,Male,0.01618154272636431
2008,70,Female,0.008733109104856317
2008,70,Male,0.017104910115374294
2008,71,Female,0.011262578084130843
2008,71,Male,0.01817535123599502
2008,72,Female,0.011420740063956145
2008,72,Male,0.02157571376942537
2008,73,Female,0.012833199332055168
2008,73,Male,0.02243613476490189
2008,74,Female,0.014655145127085115
2008,74,Male,0.02647885155678713
2008,75,Female,0.017326571744359923
2008,75,Male,0.028361736534394826
2008,76,Female,0.018091615677195305
2008,76,Male,0.032134659525631215
2008,77,Female,0.021861464479383377
2008,77,Male,0.0377546853019921
2008,78,Female,0.020846211965107494
2008,78,Male,0.0390725633319021
2008,79,Female,0.026005572622704864
2008,79,Male,0.044746677740863786
2008,80,Female,0.03182360841665423
2008,80,Male,0.04892126646119361
2008,81,Female,0.035417077499507
2008,81,Male,0.05843837963529556
2008,82,Female,0.042303361750040215
2008,82,Male,0.06884412282417368
2008,83,Female,0.04571331464015634
2008,83,Male,0.07513709849725803
2008,84,Female,0.05704923919385969
2008,84,Male,0.08445203807664145
2008,85,Female,0.07011499830171285
2008,85,Male,0.09832155477031802
2008,86,Female,0.07286257294287703
2008,86,Male,0.10767201136594276
2008,87,Female,0.08649622705259602
2008,87,Male,0.11673369079535299
2008,88,Female,0.0991387683740206
2008,88,Male,0.13304151744263165
2008,89,Female,0.10713983230287118
2008,89,Male,0.14761727475800446
2008,90,Female,0.1321972370676616
2008,90,Male,0.17644383810823103
2008,91,Female,0.13982507288629736
2008,91,Male,0.18259143748227954
2008,92,Female,0.1596510661866519
2008,92,Male,0.20356145251396648
2008,93,Female,0.1872756933115824
2008,93,Male,0.21295876755777074
2008,94,Female,0.19267053701015965
2008,94,Male,0.22402432843385708
2008,95,Female,0.2077891791044776
2008,95,Male,0.23940677966101695
2008,96,Female,0.2327790973871734
2008,96,Male,0.23973256924546324
2008,97,Female,0.24614166996438464
2008,97,Male,0.24466571834992887
2008,98,Female,0.24714828897338403
2008,98,Male,0.27061310782241016
2008,99,Female,0.2435762978500262
2008,99,Male,0.24363233665559247
2009,0,Female,
2009,0,Male,
2009,1,Female,0.0005411109006790942
2009,1,Male,0.000304916783127938
2009,2,Female,0.0002177878202161544
2009,2,Male,0.00010379904504878556
2009,3,Female,5.532503457814661e-05
2009,3,Male,0.0001825007821462092
2009,4,Female,8.246515847054619e-05
2009,4,Male,0.0001810422863054442
2009,5,Female,5.440252427712646e-05
2009,5,Male,5.172101683519098e-05
2009,6,Female,0.00016596592166408496
2009,6,Male,0.00013110627474630936
2009,7,Female,0.00010942415538230064
2009,7,Male,2.565549797321566e-05
2009,8,Female,5.4544958682193795e-05
2009,8,Male,5.103863624763946e-05
2009,9,Female,0.00010771509357748755
2009,9,Male,0.000151511325471579
2009,10,Female,2.571421224510787e-05
2009,10,Male,0.00012162195032959549
2009,11,Female,7.595705894267774e-05
2009,11,Male,7.181328545780969e-05
2009,12,Female,7.466772860769575e-05
2009,12,Male,0.00011747016257870501
2009,13,Female,7.246376811594203e-05
2009,13,Male,0.00013662446488751253
2009,14,Female,9.688044952528579e-05
2009,14,Male,0.00016050260243505378
2009,15,Female,0.00014293541701407915
2009,15,Male,0.00011221077672299648
2009,16,Female,0.00014104703918756906
2009,16,Male,0.0001551968783256474
2009,17,Female,0.00011197957492553358
2009,17,Male,0.00044778028913812956
2009,18,Female,0.00020129274675135872
2009,18,Male,0.00035791734214792514
2009,19,Female,0.00026698111108639064
2009,19,Male,0.0009261208166701747
2009,20,Female,0.00024524011236456056
2009,20,Male,0.0004049273262009292
2009,21,Female,0.00026223776223776224
2009,21,Male,0.0006535672120087704
2009,22,Female,0.0002460574879767364
2009,22,Male,0.0007162080041670283
2009,23,Female,0.00015316951489026498
2009,23,Male,0.0005803082081372107
2009,24,Female,0.00023837902264600716
2009,24,Male,0.0007283945327563306
2009,25,Female,0.00014933014762351737
2009,25,Male,0.0006009241799457096
2009,26,Female,0.00027442950328259905
2009,26,Male,0.0006270903010033445
2009,27,Female,0.0002829654782116582
2009,27,Male,0.0006069065970747103
2009,28,Female,0.00016007043098963545
2009,28,Male,0.0006581309082206533
2009,29,Female,0.00025431852417004126
2009,29,Male,0.0007059377206055377
2009,30,Female,0.00027451518657228575
2009,30,Male,0.00041554535380718696
2009,31,Female,0.000117989459608275
2009,31,Male,0.0006289308176100629
2009,32,Female,0.00036893203883495146
2009,32,Male,0.0006428487941715043
2009,33,Female,0.00032707403416961674
2009,33,Male,0.00062317429406037
2009,34,Female,0.0003826432999158185
2009,34,Male,0.0005947926859686487
2009,35,Female,0.00031802450659433167
2009,35,Male,0.0008350343291890889
2009,36,Female,0.0002948547840188707
2009,36,Male,0.0009739424455143519
2009,37,Female,0.0003572704537334762
2009,37,Male,0.0009017132551848512
2009,38,Female,0.00039324305840514296
2009,38,Male,0.0008905176990392684
2009,39,Female,0.0005585552038726494
2009,39,Male,0.0009899328859060404
2009,40,Female,0.0006358937568277054
2009,40,Male,0.0011253730856425228
2009,41,Female,0.0006063120273159524
2009,41,Male,0.0009825050709939148
2009,42,Female,0.0006936233940253803
2009,42,Male,0.0012680819086981026
2009,43,Female,0.0006342723658359246
2009,43,Male,0.0011819793608219302
2009,44,Female,0.000725644588544079
2009,44,Male,0.0015727509661184506
2009,45,Female,0.0007743933918430562
2009,45,Male,0.0016921469666426332
2009,46,Female,0.0009148421509644607
2009,46,Male,0.0016653797822894431
2009,47,Female,0.0015264722423073832
2009,47,Male,0.001973066082054494
2009,48,Female,0.0012861100118717846
2009,48,Male,0.002240514344162486
2009,49,Female,0.001435689553247192
2009,49,Male,0.002388733142013503
2009,50,Female,0.0016795082676824516
2009,50,Male,0.0024900228536344103
2009,51,Female,0.0017687615059740823
2009,51,Male,0.0028253544854696055
2009,52,Female,0.0017055144968732233
2009,52,Male,0.0035832661470930754
2009,53,Female,0.002239429135352615
2009,53,Male,0.0038514894859813086
2009,54,Female,0.002619745845552297
2009,54,Male,0.004513463892288861
2009,55,Female,0.002607380279447474
2009,55,Male,0.004794642680244883
2009,56,Female,0.00330141284065044
2009,56,Male,0.004653365453909033
2009,57,Female,0.002792321116928447
2009,57,Male,0.005213829060890075
2009,58,Female,0.003324182894398216
2009,58,Male,0.005368378105606734
2009,59,Female,0.003714585519412382
2009,59,Male,0.006559020742380883
2009,60,Female,0.003976984261296328
2009,60,Male,0.007101300479123888
2009,61,Female,0.0044266265764637104
2009,61,Male,0.007084782655086319
2009,62,Female,0.004378096702545703
2009,62,Male,0.007731063238359972
2009,63,Female,0.005561998024309582
2009,63,Male,0.00975427162233574
2009,64,Female,0.005198797495535815
2009,64,Male,0.009704505827291916
2009,65,Female,0.005975868439659695
2009,65,Male,0.011711371363808084
2009,66,Female,0.006943300303622285
2009,66,Male,0.011020377770607362
2009,67,Female,0.007843622417419274
2009,67,Male,0.012955402010050252
2009,68,Female,0.007779553134085968
2009,68,Male,0.014381481693691628
2009,69,Female,0.00773449585149768
2009,69,Male,0.016097854675666254
2009,70,Female,0.009358211541794234
2009,70,Male,0.01653814602132896
2009,71,Female,0.010335378566748078
2009,71,Male,0.018957507856264516
2009,72,Female,0.01235144048285732
2009,72,Male,0.019970226208198685
2009,73,Female,0.013923972644938698
2009,73,Male,0.023720672455200445
2009,74,Female,0.014529513073430405
2009,74,Male,0.026671718128433414
2009,75,Female,0.01708578218839323
2009,75,Male,0.028215275029679462
2009,76,Female,0.01948460087994972
2009,76,Male,0.033571092982531074
2009,77,Female,0.02093093801611109
2009,77,Male,0.037300958916160816
2009,78,Female,0.022923634336677816
2009,78,Male,0.04068148567653027
2009,79,Female,0.02504911591355599
2009,79,Male,0.041850767015836766
2009,80,Female,0.03104017611447441
2009,80,Male,0.05270601033451183
2009,81,Female,0.035294570955188224
2009,81,Male,0.059513979002005425
2009,82,Female,0.04067699603450391
2009,82,Male,0.06721322141974104
2009,83,Female,0.049324154143228945
2009,83,Male,0.07542016806722689
2009,84,Female,0.05535515475395235
2009,84,Male,0.08312807881773399
2009,85,Female,0.0653747262165508
2009,85,Male,0.09373888295980078
2009,86,Female,0.07269596075566225
2009,86,Male,0.10597000294088815
2009,87,Female,0.08622083622083622
2009,87,Male,0.11605415860735009
2009,88,Female,0.1004563394178589
2009,88,Male,0.1350632911392405
2009,89,Female,0.11087144089732529
2009,89,Male,0.14897207732433262
2009,90,Female,0.13271311942282135
2009,90,Male,0.16637516397026672
2009,91,Female,0.14747615724587113
2009,91,Male,0.1891742612537973
2009,92,Female,0.16415273814376954
2009,92,Male,0.2038902396665509
2009,93,Female,0.18459254371494557
2009,93,Male,0.19510061242344706
2009,94,Female,0.2034510433386838
2009,94,Male,0.21671469740634006
2009,95,Female,0.2133243606998654
2009,95,Male,0.21842105263157896
2009,96,Female,0.22982095685353685
2009,96,Male,0.25092592592592594
2009,97,Female,0.24100580270793037
2009,97,Male,0.2518987341772152
2009,98,Female,0.2517150395778364
2009,98,Male,0.2608695652173913
2009,99,Female,0.22487702037947996
2009,99,Male,0.20097560975609757
2010,0,Female,
2010,0,Male,
2010,1,Female,0.0005579319323042589
2010,1,Male,0.0003487184596607468
2010,2,Female,8.040739748056821e-05
2010,2,Male,0.00010059603148655785
2010,3,Female,0.0001343688694203327
2010,3,Male,0.00020458788328261258
2010,4,Female,8.212203334154553e-05
2010,4,Male,2.58384579608289e-05
2010,5,Female,0.0001363215006270789
2010,5,Male,0.00017909225809752854
2010,6,Female,2.6949819436209777e-05
2010,6,Male,7.679705099324186e-05
2010,7,Female,0.00010960105217010084
2010,7,Male,2.5972002181648184e-05
2010,8,Female,0.0
2010,8,Male,5.086211281216622e-05
2010,9,Female,2.7019724398811132e-05
2010,9,Male,0.00010120433154539014
2010,10,Female,0.0001067093504068294
2010,10,Male,2.5004375765759007e-05
2010,11,Female,2.549784543206099e-05
2010,11,Male,7.23815957729148e-05
2010,12,Female,0.00010042681395932714
2010,12,Male,7.106142075467229e-05
2010,13,Female,0.00012344764585339358
2010,13,Male,0.00011648766395638702
2010,14,Female,2.3987142891410204e-05
2010,14,Male,0.00011297392561796737
2010,15,Female,7.215701366172792e-05
2010,15,Male,0.00013632335900756593
2010,16,Female,0.00016572362035086058
2010,16,Male,0.00020021801517207627
2010,17,Female,6.989911228127403e-05
2010,17,Male,0.0005061062823192871
2010,18,Female,0.00020008003201280514
2010,18,Male,0.0003173662830060934
2010,19,Female,0.0003750358490149794
2010,19,Male,0.0005008242732831118
2010,20,Female,0.00017449722985647602
2010,20,Male,0.0003332777870354941
2010,21,Female,0.00019609979300577404
2010,21,Male,0.00037834997372569626
2010,22,Female,0.00017142000042855
2010,22,Male,0.00041586093610296716
2010,23,Female,0.00017483281611958566
2010,23,Male,0.0006628322179221279
2010,24,Female,0.00016986580601324953
2010,24,Male,0.0003991596638655462
2010,25,Female,0.00010514141520344864
2010,25,Male,0.000522345960176344
2010,26,Female,0.00022704755614266843
2010,26,Male,0.0003631375080697224
2010,27,Female,0.00018335913943443892
2010,27,Male,0.0004867857939679127
2010,28,Female,0.00031210377450502293
2010,28,Male,0.0007256467081135147
2010,29,Female,0.00034826351939634323
2010,29,Male,0.00040651980332184756
2010,30,Female,0.00034185437003836366
2010,30,Male,0.0004569252736792004
2010,31,Female,0.0002289246265667029
2010,31,Male,0.0005206425114252106
2010,32,Female,0.00021122568504330127
2010,32,Male,0.000634347007035485
2010,33,Female,0.00039881494986326345
2010,33,Male,0.0005134641716111365
2010,34,Female,0.00032100910155217344
2010,34,Male,0.0007257725657970128
2010,35,Female,0.0003385622390249407
2010,35,Male,0.0004332755632582322
2010,36,Female,0.00040515653775322286
2010,36,Male,0.0005848060088817413
2010,37,Female,0.0004186918609943022
2010,37,Male,0.0007258079149353124
2010,38,Female,0.0006359188143646994
2010,38,Male,0.0007848198402455614
2010,39,Female,0.0005928083873918124
2010,39,Male,0.0008298755186721991
2010,40,Female,0.0005032037304169882
2010,40,Male,0.0010626463214173044
2010,41,Female,0.0007119165116090931
2010,41,Male,0.0010672358591248667
2010,42,Female,0.0004749164938498314
2010,42,Male,0.0015084378240784388
2010,43,Female,0.0006573490053683502
2010,43,Male,0.0014156373479356586
2010,44,Female,0.0009685304472150906
2010,44,Male,0.0014288077727142837
2010,45,Female,0.000997559815221228
2010,45,Male,0.0015333998302839024
2010,46,Female,0.001101969959996981
2010,46,Male,0.0016232579225223382
2010,47,Female,0.0011571038462131848
2010,47,Male,0.0018210550079012717
2010,48,Female,0.0010729957400467634
2010,48,Male,0.002246805323680392
2010,49,Female,0.0015435393027800129
2010,49,Male,0.00260294569382245
2010,50,Female,0.0017024002157497303
2010,50,Male,0.002334746324016426
2010,51,Female,0.0013997131452072784
2010,51,Male,0.0027588555858310626
2010,52,Female,0.0020198741185593967
2010,52,Male,0.003104065097681597
2010,53,Female,0.0025825121799333307
2010,53,Male,0.0036230584352692184
2010,54,Female,0.002467870227993242
2010,54,Male,0.0033813423015060682
2010,55,Female,0.0023678133928221987
2010,55,Male,0.004372087671863314
2010,56,Female,0.0032732570903937887
2010,56,Male,0.005012132543060583
2010,57,Female,0.0027983539094650206
2010,57,Male,0.0054304061448245955
2010,58,Female,0.0036670786979810465
2010,58,Male,0.005320033250207814
2010,59,Female,0.0035962702155608673
2010,59,Male,0.006000431685732786
2010,60,Female,0.0036450212801820404
2010,60,Male,0.007635835840047119
2010,61,Female,0.004170833953993148
2010,61,Male,0.007200934175244356
2010,62,Female,0.004806077904633983
2010,62,Male,0.008340876761929393
2010,63,Female,0.005521419670863232
2010,63,Male,0.008903508771929825
2010,64,Female,0.005427144370689096
2010,64,Male,0.009670878178131337
2010,65,Female,0.0060767445036187355
2010,65,Male,0.010409647512605433
2010,66,Female,0.006340891860224688
2010,66,Male,0.012144385926941299
2010,67,Female,0.0071409930962492
2010,67,Male,0.013505341664986898
2010,68,Female,0.007573674606943785
2010,68,Male,0.014460393407761828
2010,69,Female,0.007794953098163562
2010,69,Male,0.015940890711813132
2010,70,Female,0.009356658822195128
2010,70,Male,0.016717227134835085
2010,71,Female,0.009948361875309975
2010,71,Male,0.018885583447538188
2010,72,Female,0.011532670882264378
2010,72,Male,0.019875863030894763
2010,73,Female,0.011970389037643723
2010,73,Male,0.021930312813091393
2010,74,Female,0.014316974054391998
2010,74,Male,0.023263744174591747
2010,75,Female,0.015548984069445769
2010,75,Male,0.02740152576677565
2010,76,Female,0.018075439628685363
2010,76,Male,0.03250906424410315
2010,77,Female,0.019039260034432706
2010,77,Male,0.03664574308195562
2010,78,Female,0.022663865256776772
2010,78,Male,0.040887262748685115
2010,79,Female,0.026629117353486383
2010,79,Male,0.04293028751476959
2010,80,Female,0.029750341751205122
2010,80,Male,0.05194939858979677
2010,81,Female,0.03696409634903802
2010,81,Male,0.05680317040951123
2010,82,Female,0.042210774330098635
2010,82,Male,0.06564674901247727
2010,83,Female,0.04722530048589208
2010,83,Male,0.07405597822293572
2010,84,Female,0.05514138250474216
2010,84,Male,0.08111792774369461
2010,85,Female,0.06274768824306473
2010,85,Male,0.09167155917134949
2010,86,Female,0.0740118174409128
2010,86,Male,0.1027578761409363
2010,87,Female,0.0825976946865336
2010,87,Male,0.1209925340360123
2010,88,Female,0.09396737068420387
2010,88,Male,0.129190304280557
2010,89,Female,0.10946603605456165
2010,89,Male,0.15019762845849802
2010,90,Female,0.12778362620455097
2010,90,Male,0.15943854597804571
2010,91,Female,0.14644534236103526
2010,91,Male,0.17339979013641132
2010,92,Female,0.16024590163934427
2010,92,Male,0.20054477357848144
2010,93,Female,0.1744148244473342
2010,93,Male,0.2195547795722392
2010,94,Female,0.1952698605215282
2010,94,Male,0.24334600760456274
2010,95,Female,0.20643363728470113
2010,95,Male,0.2488986784140969
2010,96,Female,0.2291488756048961
2010,96,Male,0.2606873428331936
2010,97,Female,0.24123475609756098
2010,97,Male,0.2466091245376079
2010,98,Female,0.24668705402650357
2010,98,Male,0.25
2010,99,Female,0.21787827557058326
2010,99,Male,0.21139554087530965
2011,0,Female,
2011,0,Male,
2011,1,Female,0.00026258435522411575
2011,1,Male,0.0004756183037949334
2011,2,Female,0.0002081165452653486
2011,2,Male,0.00012221651878467895
2011,3,Female,0.00018355359765051394
2011,3,Male,0.00019676808421674005
2011,4,Female,7.908889591901297e-05
2011,4,Male,2.5140788415124697e-05
2011,5,Female,5.3648068669527894e-05
2011,5,Male,0.00015202959509451173
2011,6,Female,0.00010734220695577502
2011,6,Male,5.062009617818274e-05
2011,7,Female,2.654632333421821e-05
2011,7,Male,0.0001018511445522369
2011,8,Female,8.126777732629012e-05
2011,8,Male,0.00015500271254746957
2011,9,Female,0.00016128598693583506
2011,9,Male,0.0001775027893295466
2011,10,Female,8.023106546854942e-05
2011,10,Male,0.00012599536337062797
2011,11,Female,7.552489804138765e-05
2011,11,Male,0.00011864929640967229
2011,12,Female,7.533524182612626e-05
2011,12,Male,0.00011981787682722263
2011,13,Female,9.916208042044722e-05
2011,13,Male,0.00011753643629525152
2011,14,Female,7.305313397944771e-05
2011,14,Male,4.64069424785948e-05
2011,15,Female,4.7338398541977326e-05
2011,15,Male,0.00013504996848834067
2011,16,Female,9.491268033409264e-05
2011,16,Male,0.00018103643358225843
2011,17,Female,0.000187419468197259
2011,17,Male,0.00022191647064045094
2011,18,Female,0.00016136468418626095
2011,18,Male,0.0004813583056187642
2011,19,Female,0.00010963950530655205
2011,19,Male,0.0004194718848969148
2011,20,Female,0.0002153919055721886
2011,20,Male,0.0006359757098309536
2011,21,Female,0.0002332930372632606
2011,21,Male,0.0004898459026431268
2011,22,Female,0.00021249017232952976
2011,22,Male,0.0004707808822024358
2011,23,Female,0.00010384215991692627
2011,23,Male,0.0007468712151796528
2011,24,Female,0.000231077873243283
2011,24,Male,0.0005130731026556664
2011,25,Female,0.00040930765609970736
2011,25,Male,0.0005795711173731438
2011,26,Female,0.00024161398139572343
2011,26,Male,0.0003359551005889095
2011,27,Female,0.0001973164956590371
2011,27,Male,0.00032558317692572874
2011,28,Female,0.00023465456892000236
2011,28,Male,0.00045781431814279994
2011,29,Female,0.0002258228419804663
2011,29,Male,0.0005379036595997255
2011,30,Female,0.0002443057956851838
2011,30,Male,0.0006254138768302553
2011,31,Female,0.0003336237095249569
2011,31,Male,0.0005980427691192461
2011,32,Female,0.00033761605551908466
2011,32,Male,0.0006156831284165749
2011,33,Female,0.00037964351473965946
2011,33,Male,0.0004882262365268337
2011,34,Female,0.0003588426380599834
2011,34,Male,0.0005785632966909913
2011,35,Female,0.00037542469919095976
2011,35,Male,0.0006035003017501509
2011,36,Female,0.00018826364440762845
2011,36,Male,0.0007706622055976391
2011,37,Female,0.0004405528938818217
2011,37,Male,0.0008734419070148303
2011,38,Female,0.0004172032868363293
2011,38,Male,0.0006514186450492183
2011,39,Female,0.0004753019047283738
2011,39,Male,0.0008177468464549804
2011,40,Female,0.000556454876568191
2011,40,Male,0.0007771451740974135
2011,41,Female,0.0006153539116551357
2011,41,Male,0.0011758860549850945
2011,42,Female,0.0007066797295343945
2011,42,Male,0.001160167579761521
2011,43,Female,0.000894749234753944
2011,43,Male,0.0012187119152526483
2011,44,Female,0.0006676603937643624
2011,44,Male,0.0011748701459312393
2011,45,Female,0.0010078797874289902
2011,45,Male,0.0017622987544430838
2011,46,Female,0.001129529566199591
2011,46,Male,0.0016673306478981306
2011,47,Female,0.0011382527819796611
2011,47,Male,0.0018761998952818663
2011,48,Female,0.0015803605677023398
2011,48,Male,0.001993704092339979
2011,49,Female,0.0013871173469387754
2011,49,Male,0.0025771995466612845
2011,50,Female,0.001246085488022823
2011,50,Male,0.0021096366915743367
2011,51,Female,0.0014982408295877313
2011,51,Male,0.002671327748829233
2011,52,Female,0.0019523825978782958
2011,52,Male,0.002942827495874938
2011,53,Female,0.0022173748445133493
2011,53,Male,0.003432153676431961
2011,54,Female,0.001950250220783044
2011,54,Male,0.00390126386566708
2011,55,Female,0.0022847133636692495
2011,55,Male,0.004236744126332007
2011,56,Female,0.002515228925132639
2011,56,Male,0.00437227936361185
2011,57,Female,0.0028106805862276652
2011,57,Male,0.004819421669399672
2011,58,Female,0.0029942592822037747
2011,58,Male,0.005682172962847331
2011,59,Female,0.003448777346103505
2011,59,Male,0.005160045307714897
2011,60,Female,0.0038175389887859794
2011,60,Male,0.006763980711745325
2011,61,Female,0.004028325488699487
2011,61,Male,0.006923224855231949
2011,62,Female,0.005126775065425372
2011,62,Male,0.007803055280800088
2011,63,Female,0.004851181018959856
2011,63,Male,0.008259212198221092
2011,64,Female,0.0052042674993494666
2011,64,Male,0.009762527087103188
2011,65,Female,0.005687389684251814
2011,65,Male,0.010337323177366704
2011,66,Female,0.006881314584244321
2011,66,Male,0.01187338225166821
2011,67,Female,0.0068712567900088214
2011,67,Male,0.012188529021477369
2011,68,Female,0.007815122021383708
2011,68,Male,0.0141437604852239
2011,69,Female,0.009105584422135903
2011,69,Male,0.015256588072122053
2011,70,Female,0.008760215800438011
2011,70,Male,0.0164632331050908
2011,71,Female,0.010147627920309588
2011,71,Male,0.018329197684036395
2011,72,Female,0.010979605088397628
2011,72,Male,0.018739294278862624
2011,73,Female,0.011783381158800904
2011,73,Male,0.021661038867734753
2011,74,Female,0.013550222108593525
2011,74,Male,0.024855359317904994
2011,75,Female,0.016241078509119745
2011,75,Male,0.027283743110659422
2011,76,Female,0.017508722057113322
2011,76,Male,0.030633165829145728
2011,77,Female,0.01942168032513825
2011,77,Male,0.035690121786197564
2011,78,Female,0.021805029280055115
2011,78,Male,0.03864400534291373
2011,79,Female,0.02535082152175446
2011,79,Male,0.042687898700177467
2011,80,Female,0.030518670677133007
2011,80,Male,0.048586344136041765
2011,81,Female,0.03292501855976244
2011,81,Male,0.056007474991755526
2011,82,Female,0.03759398496240601
2011,82,Male,0.06363915311445228
2011,83,Female,0.047549347607895615
2011,83,Male,0.07099118498082228
2011,84,Female,0.05140313005936319
2011,84,Male,0.07822202029380584
2011,85,Female,0.06328756817754373
2011,85,Male,0.0925895225464191
2011,86,Female,0.07159880330612038
2011,86,Male,0.10347728547392036
2011,87,Female,0.08455392809587217
2011,87,Male,0.11433916584131176
2011,88,Female,0.0936898926599243
2011,88,Male,0.1321351727629414
2011,89,Female,0.10379298121233606
2011,89,Male,0.14302957151478576
2011,90,Female,0.12456910059542463
2011,90,Male,0.165404262814867
2011,91,Female,0.14623942188837122
2011,91,Male,0.1791077738515901
2011,92,Female,0.15806237558062375
2011,92,Male,0.19182597231377718
2011,93,Female,0.17658087608658599
2011,93,Male,0.22457245724572458
2011,94,Female,0.20053475935828877
2011,94,Male,0.23480333730631706
2011,95,Female,0.20871191876002138
2011,95,Male,0.27380952380952384
2011,96,Female,0.24409722222222222
2011,96,Male,0.2847457627118644
2011,97,Female,0.2729995721009842
2011,97,Male,0.2888283378746594
2011,98,Female,0.2946859903381642
2011,98,Male,0.2903930131004367
2011,99,Female,0.3477088948787062
2011,99,Male,0.3870967741935484
2012,0,Female,
2012,0,Male,
