Year,Sex,Age,Ratio
2009,Male,58,0.001
2009,Male,59,-0.0004
2009,Male,60,-0.0031
2009,Male,61,-0.0025
2009,Male,62,-0.002
2009,Male,63,-0.0029
2009,Male,64,-0.0028
2009,Male,65,-0.0063
2009,Male,66,-0.0042
2009,Male,67,-0.0025
2009,Male,68,-0.001
2009,Male,69,-0.0016
2009,Male,70,-0.0016
2009,Male,71,-0.0017
2009,Male,72,-0.0014
2009,Male,73,-0.0013
2009,Male,74,-0.0002
2009,Male,75,-0.0006
2009,Male,76,-0.0012
2009,Male,77,-0.001
2009,Male,78,0.0
2009,Male,79,-0.0008
2009,Male,80,-0.001
2009,Male,81,-0.0004
2009,Male,82,-0.0006
2009,Male,83,-0.0011
2009,Male,84,-0.0006
2009,Male,85,-0.0012
2009,Male,86,-0.0016
2009,Male,87,-0.0018
2009,Male,88,-0.0009
2009,Male,89,0.0
2009,Male,90,-0.0007
2009,Male,91,-0.0022
2009,Male,92,-0.0024
2009,Male,93,-0.0026
2009,Male,94,-0.0023
2009,Male,95,-0.0013
2009,Male,96,-0.0028
2009,Male,97,0.0013
2009,Male,98,-0.0019
2009,Male,99,0.0
2009,Female,1,0.019
2009,Female,2,0.0144
2009,Female,3,0.0112
2009,Female,4,0.009
2009,Female,5,0.009
2009,Female,6,0.01
2009,Female,7,0.0094
2009,Female,8,0.0092
2009,Female,9,0.0092
2009,Female,10,0.0097
2009,Female,11,0.0081
2009,Female,12,0.0086
2009,Female,13,0.0073
2009,Female,14,0.0076
2009,Female,15,0.007
2009,Female,16,0.008
2009,Female,17,0.0072
2009,Female,18,0.0135
2009,Female,19,0.0203
2009,Female,20,0.0233
2009,Female,21,0.0216
2009,Female,22,0.0244
2009,Female,23,0.0316
2009,Female,24,0.0333
2009,Female,25,0.0372
2009,Female,26,0.0402
2009,Female,27,0.0383
2009,Female,28,0.0374
2009,Female,29,0.0327
2009,Female,30,0.0295
2009,Female,31,0.0261
2009,Female,32,0.0238
2009,Female,33,0.0208
2009,Female,34,0.0187
2009,Female,35,0.0171
2009,Female,36,0.013
2009,Female,37,0.0114
2009,Female,38,0.0109
2009,Female,39,0.0108
2009,Female,40,0.0094
2009,Female,41,0.0082
2009,Female,42,0.008
2009,Female,43,0.0072
2009,Female,44,0.0068
2009,Female,45,0.0071
2009,Female,46,0.006
2009,Female,47,0.0051
2009,Female,48,0.0049
2009,Female,49,0.0039
2009,Female,50,0.0034
2009,Female,51,0.0025
2009,Female,52,0.0023
2009,Female,53,0.0024
2009,Female,54,0.0016
2009,Female,55,0.0003
2009,Female,56,0.0005
2009,Female,57,-0.0001
2009,Female,58,-0.0009
2009,Female,59,-0.0011
2009,Female,60,-0.0014
2009,Female,61,-0.0012
2009,Female,62,-0.0021
2009,Female,63,-0.0013
2009,Female,64,-0.0023
2009,Female,65,-0.0016
2009,Female,66,-0.001
2009,Female,67,-0.0017
2009,Female,68,-0.0011
2009,Female,69,-0.0002
2009,Female,70,-0.0003
2009,Female,71,-0.0004
2009,Female,72,0.0003
2009,Female,73,-0.0007
2009,Female,74,-0.0003
2009,Female,75,-0.0004
2009,Female,76,-0.0004
2009,Female,77,-0.0006
2009,Female,78,-0.0001
2009,Female,79,-0.0006
2009,Female,80,-0.0004
2009,Female,81,-0.0003
2009,Female,82,0.0
2009,Female,83,-0.0002
2009,Female,84,-0.0012
2009,Female,85,-0.0009
2009,Female,86,-0.0009
2009,Female,87,-0.0013
2009,Female,88,-0.0009
2009,Female,89,-0.0017
2009,Female,90,-0.0009
2009,Female,91,-0.0009
2009,Female,92,-0.0011
2009,Female,93,-0.001
2009,Female,94,-0.0028
2009,Female,95,-0.0011
2009,Female,96,-0.0012
2009,Female,97,-0.0023
2009,Female,98,-0.0005
2009,Female,99,-0.0009
2010,Male,1,0.0208
2010,Male,2,0.0143
2010,Male,3,0.0114
2010,Male,4,0.0092
2010,Male,5,0.011
2010,Male,6,0.009
2010,Male,7,0.0093
2010,Male,8,0.0098
2010,Male,9,0.0085
2010,Male,10,0.0091
2010,Male,11,0.0083
2010,Male,12,0.009
2010,Male,13,0.0079
2010,Male,14,0.0081
2010,Male,15,0.0075
2010,Male,16,0.008
2010,Male,17,0.0075
2010,Male,18,0.0113
2010,Male,19,0.0151
2010,Male,20,0.0174
2010,Male,21,0.0144
2010,Male,22,0.015
2010,Male,23,0.0202
2010,Male,24,0.0269
2010,Male,25,0.0288
2010,Male,26,0.0287
2010,Male,27,0.0321
2010,Male,28,0.0311
2010,Male,29,0.0284
2010,Male,30,0.0289
2010,Male,31,0.0229
2010,Male,32,0.021
2010,Male,33,0.0202
2010,Male,34,0.0189
2010,Male,35,0.0155
2010,Male,36,0.016
2010,Male,37,0.0128
2010,Male,38,0.0124
2010,Male,39,0.0104
2010,Male,40,0.011
2010,Male,41,0.0092
2010,Male,42,0.0101
2010,Male,43,0.0079
2010,Male,44,0.0069
2010,Male,45,0.0061
2010,Male,46,0.0065
2010,Male,47,0.0052
2010,Male,48,0.0056
2010,Male,49,0.0049
2010,Male,50,0.005
2010,Male,51,0.0036
2010,Male,52,0.0033
2010,Male,53,0.0019
2010,Male,54,0.0026
2010,Male,55,0.0005
2010,Male,56,0.0005
2010,Male,57,0.0005
2010,Male,58,-0.0011
2010,Male,59,-0.0011
2010,Male,60,-0.0043
2010,Male,61,-0.0029
2010,Male,62,-0.0041
2010,Male,63,-0.0043
2010,Male,64,-0.0033
2010,Male,65,-0.0063
2010,Male,66,-0.004
2010,Male,67,-0.0028
2010,Male,68,-0.0018
2010,Male,69,-0.0023
2010,Male,70,-0.0021
2010,Male,71,-0.0016
2010,Male,72,-0.002
2010,Male,73,-0.0021
2010,Male,74,-0.0003
2010,Male,75,-0.0007
2010,Male,76,-0.0012
2010,Male,77,-0.0012
2010,Male,78,-0.0014
2010,Male,79,-0.001
2010,Male,80,-0.0015
2010,Male,81,-0.0011
2010,Male,82,-0.0003
2010,Male,83,-0.001
2010,Male,84,-0.0011
2010,Male,85,-0.0011
2010,Male,86,-0.0004
2010,Male,87,-0.0005
2010,Male,88,-0.0003
2010,Male,89,-0.0015
2010,Male,90,-0.002
2010,Male,91,-0.0013
2010,Male,92,-0.0027
2010,Male,93,-0.0013
2010,Male,94,-0.0016
2010,Male,95,-0.0037
2010,Male,96,0.0
2010,Male,97,-0.0025
2010,Male,98,0.0
2010,Male,99,0.0008
2010,Female,1,0.0199
2010,Female,2,0.0116
2010,Female,3,0.0094
2010,Female,4,0.0083
2010,Female,5,0.0093
2010,Female,6,0.01
2010,Female,7,0.0084
2010,Female,8,0.0078
2010,Female,9,0.0068
2010,Female,10,0.0084
2010,Female,11,0.009
2010,Female,12,0.0076
2010,Female,13,0.0082
2010,Female,14,0.007
2010,Female,15,0.008
2010,Female,16,0.0083
2010,Female,17,0.0069
2010,Female,18,0.0129
2010,Female,19,0.0212
2010,Female,20,0.0202
2010,Female,21,0.019
2010,Female,22,0.0201
2010,Female,23,0.0285
2010,Female,24,0.0273
2010,Female,25,0.0324
2010,Female,26,0.0342
2010,Female,27,0.0324
2010,Female,28,0.0305
2010,Female,29,0.0272
2010,Female,30,0.0237
2010,Female,31,0.0241
2010,Female,32,0.0215
2010,Female,33,0.0172
2010,Female,34,0.0162
2010,Female,35,0.0138
2010,Female,36,0.0129
2010,Female,37,0.0106
2010,Female,38,0.0107
2010,Female,39,0.0076
2010,Female,40,0.0089
2010,Female,41,0.0066
2010,Female,42,0.0067
2010,Female,43,0.0058
2010,Female,44,0.0056
2010,Female,45,0.0047
2010,Female,46,0.0047
2010,Female,47,0.0046
2010,Female,48,0.0041
2010,Female,49,0.0029
2010,Female,50,0.0024
2010,Female,51,0.0017
2010,Female,52,0.0028
2010,Female,53,0.001
2010,Female,54,0.001
2010,Female,55,0.0002
2010,Female,56,0.0003
2010,Female,57,-0.0003
2010,Female,58,-0.0016
2010,Female,59,-0.0027
2010,Female,60,-0.002
2010,Female,61,-0.0013
2010,Female,62,-0.0022
2010,Female,63,-0.0022
2010,Female,64,-0.0029
2010,Female,65,-0.0026
2010,Female,66,-0.0013
2010,Female,67,-0.0013
2010,Female,68,-0.0009
2010,Female,69,-0.0013
2010,Female,70,-0.0012
2010,Female,71,-0.0006
2010,Female,72,-0.0011
2010,Female,73,-0.0006
2010,Female,74,-0.0009
2010,Female,75,-0.0009
2010,Female,76,-0.0012
2010,Female,77,-0.0005
2010,Female,78,-0.0008
2010,Female,79,-0.0002
2010,Female,80,-0.0001
2010,Female,81,-0.0006
2010,Female,82,-0.0002
2010,Female,83,-0.0003
2010,Female,84,-0.0006
2010,Female,85,-0.0006
2010,Female,86,-0.0003
2010,Female,87,-0.0007
2010,Female,88,-0.0011
2010,Female,89,-0.001
2010,Female,90,-0.0014
2010,Female,91,-0.002
2010,Female,92,-0.0014
2010,Female,93,-0.0021
2010,Female,94,-0.0004
2010,Female,95,0.0
2010,Female,96,-0.002
2010,Female,97,-0.0019
2010,Female,98,-0.0031
2010,Female,99,-0.0021
2011,Male,1,0.0214
2011,Male,2,0.0073
2011,Male,3,0.0081
2011,Male,4,0.0063
2011,Male,5,0.0082
2011,Male,6,0.0081
2011,Male,7,0.0075
2011,Male,8,0.0075
2011,Male,9,0.0065
2011,Male,10,0.0072
2011,Male,11,0.0081
2011,Male,12,0.0076
2011,Male,13,0.0065
2011,Male,14,0.0093
2011,Male,15,0.0067
2011,Male,16,0.0068
2011,Male,17,0.0071
2011,Male,18,0.0143
2011,Male,19,0.0176
2011,Male,20,0.0161
2011,Male,21,0.0157
2011,Male,22,0.0173
2011,Male,23,0.0257
2011,Male,24,0.0296
2011,Male,25,0.0314
2011,Male,26,0.0327
2011,Male,27,0.0333
2011,Male,28,0.0296
2011,Male,29,0.0281
2011,Male,30,0.0253
2011,Male,31,0.022
2011,Male,32,0.0224
2011,Male,33,0.0222
2011,Male,34,0.0188
2011,Male,35,0.0175
2011,Male,36,0.0192
2011,Male,37,0.0166
2011,Male,38,0.0141
2011,Male,39,0.0123
2011,Male,40,0.0129
2011,Male,41,0.0125
2011,Male,42,0.0112
2011,Male,43,0.0093
2011,Male,44,0.0092
2011,Male,45,0.0079
2011,Male,46,0.0072
2011,Male,47,0.0064
2011,Male,48,0.0063
2011,Male,49,0.0048
2011,Male,50,0.0051
2011,Male,51,0.0041
2011,Male,52,0.0044
2011,Male,53,0.0026
2011,Male,54,0.0023
2011,Male,55,0.0008
2011,Male,56,0.0009
2011,Male,57,0.0003
2011,Male,58,0.0002
2011,Male,59,-0.002
2011,Male,60,-0.0058
2011,Male,61,-0.0043
2011,Male,62,-0.0037
2011,Male,63,-0.0036
2011,Male,64,-0.0042
2011,Male,65,-0.0082
2011,Male,66,-0.0053
2011,Male,67,-0.0029
2011,Male,68,-0.0015
2011,Male,69,-0.001
2011,Male,70,-0.0009
2011,Male,71,-0.0003
2011,Male,72,-0.001
2011,Male,73,-0.0002
2011,Male,74,-0.0006
2011,Male,75,-0.0002
2011,Male,76,-0.0002
2011,Male,77,-0.0003
2011,Male,78,0.0006
2011,Male,79,-0.0005
2011,Male,80,0.0002
2011,Male,81,0.0002
2011,Male,82,-0.0004
2011,Male,83,0.0006
2011,Male,84,-0.0003
2011,Male,85,-0.0002
2011,Male,86,0.0
2011,Male,87,-0.0004
2011,Male,88,0.0004
2011,Male,89,-0.0008
2011,Male,90,0.0002
2011,Male,91,0.0009
2011,Male,92,-0.0013
2011,Male,93,-0.0005
2011,Male,94,0.0006
2011,Male,95,0.0008
2011,Male,96,0.0
2011,Male,97,0.0
2011,Male,98,0.0
2011,Male,99,-0.0015
2011,Female,1,0.0231
2011,Female,2,0.0096
2011,Female,3,0.008
2011,Female,4,0.0071
2011,Female,5,0.0073
2011,Female,6,0.0078
2011,Female,7,0.0062
2011,Female,8,0.0089
2011,Female,9,0.0081
2011,Female,10,0.0075
2011,Female,11,0.0088
2011,Female,12,0.007
2011,Female,13,0.0066
2011,Female,14,0.0075
2011,Female,15,0.0068
2011,Female,16,0.0075
2011,Female,17,0.006
2011,Female,18,0.016
2011,Female,19,0.0197
2011,Female,20,0.0222
2011,Female,21,0.0192
2011,Female,22,0.0211
2011,Female,23,0.0257
2011,Female,24,0.0298
2011,Female,25,0.0315
2011,Female,26,0.035
2011,Female,27,0.0353
2011,Female,28,0.0318
2011,Female,29,0.0278
2011,Female,30,0.0261
2011,Female,31,0.0224
2011,Female,32,0.0208
2011,Female,33,0.0193
2011,Female,34,0.0181
2011,Female,35,0.017
2011,Female,36,0.0139
2011,Female,37,0.0143
2011,Female,38,0.0115
2011,Female,39,0.0097
2011,Female,40,0.0092
2011,Female,41,0.0089
2011,Female,42,0.0064
2011,Female,43,0.0063
2011,Female,44,0.0056
2011,Female,45,0.0056
2011,Female,46,0.0044
2011,Female,47,0.0044
2011,Female,48,0.0042
2011,Female,49,0.0037
2011,Female,50,0.0027
2011,Female,51,0.0028
2011,Female,52,0.0018
2011,Female,53,0.0016
2011,Female,54,0.0004
2011,Female,55,-0.0001
2011,Female,56,-0.0004
2011,Female,57,-0.0004
2011,Female,58,-0.0019
2011,Female,59,-0.0013
2011,Female,60,-0.0019
2011,Female,61,-0.0018
2011,Female,62,-0.0021
2011,Female,63,-0.0024
2011,Female,64,-0.0028
2011,Female,65,-0.0029
2011,Female,66,-0.0011
2011,Female,67,-0.0006
2011,Female,68,-0.0005
2011,Female,69,0.0002
2011,Female,70,-0.0002
2011,Female,71,-0.0003
2011,Female,72,0.0007
2011,Female,73,-0.0005
2011,Female,74,0.0006
2011,Female,75,0.0002
2011,Female,76,0.0004
2011,Female,77,-0.0003
2011,Female,78,-0.0001
2011,Female,79,-0.0005
2011,Female,80,0.0
2011,Female,81,-0.0001
2011,Female,82,-0.0002
2011,Female,83,-0.0003
2011,Female,84,-0.0004
2011,Female,85,-0.0008
2011,Female,86,-0.0005
2011,Female,87,-0.0004
2011,Female,88,-0.0014
2011,Female,89,-0.0002
2011,Female,90,-0.0002
2011,Female,91,-0.001
2011,Female,92,-0.0007
2011,Female,93,-0.0005
2011,Female,94,0.0
2011,Female,95,0.0005
2011,Female,96,0.0
2011,Female,97,-0.0004
2011,Female,98,-0.0018
2011,Female,99,-0.0013
2012,Male,1,0.0231
2012,Male,2,0.0087
2012,Male,3,0.0061
2012,Male,4,0.0087
2012,Male,5,0.0092
2012,Male,6,0.0076
2012,Male,7,0.0068
2012,Male,8,0.0074
2012,Male,9,0.0071
2012,Male,10,0.0074
2012,Male,11,0.0086
2012,Male,12,0.0076
2012,Male,13,0.0076
2012,Male,14,0.0075
2012,Male,15,0.0076
2012,Male,16,0.0087
2012,Male,17,0.0083
2012,Male,18,0.0152
2012,Male,19,0.0188
2012,Male,20,0.0153
2012,Male,21,0.017
2012,Male,22,0.0201
2012,Male,23,0.0249
2012,Male,24,0.0324
2012,Male,25,0.0325
2012,Male,26,0.0329
2012,Male,27,0.0331
2012,Male,28,0.0303
2012,Male,29,0.0289
2012,Male,30,0.027
2012,Male,31,0.0233
2012,Male,32,0.0231
2012,Male,33,0.021
2012,Male,34,0.0207
2012,Male,35,0.0185
2012,Male,36,0.0191
2012,Male,37,0.017
2012,Male,38,0.0154
2012,Male,39,0.0152
2012,Male,40,0.0129
2012,Male,41,0.0131
2012,Male,42,0.0119
2012,Male,43,0.0109
2012,Male,44,0.0102
2012,Male,45,0.0092
2012,Male,46,0.0079
2012,Male,47,0.0063
2012,Male,48,0.0069
2012,Male,49,0.0059
2012,Male,50,0.0062
2012,Male,51,0.0038
2012,Male,52,0.0035
2012,Male,53,0.0034
2012,Male,54,0.0032
2012,Male,55,0.002
2012,Male,56,0.0002
2012,Male,57,0.001
2012,Male,58,-0.001
2012,Male,59,-0.001
2012,Male,60,-0.0052
2012,Male,61,-0.0032
2012,Male,62,-0.0032
2012,Male,63,-0.0048
2012,Male,64,-0.0035
2012,Male,65,-0.0094
2012,Male,66,-0.0045
2012,Male,67,-0.0025
2012,Male,68,-0.001
2012,Male,69,-0.0014
2012,Male,70,-0.0005
2012,Male,71,-0.0007
2012,Male,72,-0.0006
2012,Male,73,-0.0004
2012,Male,74,-0.0001
2012,Male,75,0.0003
2012,Male,76,0.0002
2012,Male,77,0.0006
2012,Male,78,0.0
2012,Male,79,0.0001
2012,Male,80,-0.0004
2012,Male,81,-0.0003
2012,Male,82,-0.0005
2012,Male,83,0.0003
2012,Male,84,0.0007
2012,Male,85,-0.0002
2012,Male,86,-0.0003
2012,Male,87,0.0
2012,Male,88,0.0002
2012,Male,89,-0.0004
2012,Male,90,-0.0016
2012,Male,91,-0.0006
2012,Male,92,-0.0013
2012,Male,93,0.0
2012,Male,94,-0.0006
2012,Male,95,-0.0039
2012,Male,96,-0.0033
2012,Male,97,-0.0016
2012,Male,98,0.0
2012,Male,99,-0.0041
2012,Female,1,0.0249
2012,Female,2,0.0095
2012,Female,3,0.0089
2012,Female,4,0.007
2012,Female,5,0.008
2012,Female,6,0.0098
2012,Female,7,0.0078
2012,Female,8,0.008
2012,Female,9,0.0083
2012,Female,10,0.0074
2012,Female,11,0.0083
2012,Female,12,0.0062
2012,Female,13,0.007
2012,Female,14,0.0083
2012,Female,15,0.0077
2012,Female,16,0.0072
2012,Female,17,0.0065
2012,Female,18,0.0178
2012,Female,19,0.0214
2012,Female,20,0.0197
2012,Female,21,0.0193
2012,Female,22,0.0214
2012,Female,23,0.0272
2012,Female,24,0.031
2012,Female,25,0.03
2012,Female,26,0.037
2012,Female,27,0.0336
2012,Female,28,0.0306
2012,Female,29,0.0271
2012,Female,30,0.0242
2012,Female,31,0.0239
2012,Female,32,0.0183
2012,Female,33,0.0174
2012,Female,34,0.018
2012,Female,35,0.0154
2012,Female,36,0.0144
2012,Female,37,0.0134
2012,Female,38,0.0112
2012,Female,39,0.0103
2012,Female,40,0.0086
2012,Female,41,0.0082
2012,Female,42,0.0075
2012,Female,43,0.0078
2012,Female,44,0.0064
2012,Female,45,0.0062
2012,Female,46,0.005
2012,Female,47,0.0053
2012,Female,48,0.0042
2012,Female,49,0.0034
2012,Female,50,0.0026
2012,Female,51,0.0023
2012,Female,52,0.0021
2012,Female,53,0.0018
2012,Female,54,0.0014
2012,Female,55,0.0014
2012,Female,56,0.0003
2012,Female,57,-0.0002
2012,Female,58,-0.0013
2012,Female,59,-0.0005
2012,Female,60,-0.0023
2012,Female,61,-0.0014
2012,Female,62,-0.0023
2012,Female,63,-0.0023
2012,Female,64,-0.0038
2012,Female,65,-0.0024
2012,Female,66,-0.0017
2012,Female,67,-0.0012
2012,Female,68,-0.0002
2012,Female,69,-0.0003
2012,Female,70,-0.0002
2012,Female,71,-0.0001
2012,Female,72,0.0006
2012,Female,73,-0.0001
2012,Female,74,0.0003
2012,Female,75,-0.0001
2012,Female,76,0.0007
2012,Female,77,-0.0003
2012,Female,78,0.0
2012,Female,79,-0.0001
2012,Female,80,0.0002
2012,Female,81,0.0006
2012,Female,82,0.0002
2012,Female,83,-0.0006
2012,Female,84,-0.0
2012,Female,85,-0.0002
2012,Female,86,-0.0009
2012,Female,87,-0.0011
2012,Female,88,-0.0012
2012,Female,89,0.0001
2012,Female,90,-0.001
2012,Female,91,-0.0008
2012,Female,92,-0.0015
2012,Female,93,-0.0021
2012,Female,94,0.0004
2012,Female,95,-0.001
2012,Female,96,0.0003
2012,Female,97,-0.0014
2012,Female,98,-0.0029
2012,Female,99,-0.0019
2013,Male,1,0.0266
2013,Male,2,0.0102
2013,Male,3,0.0087
2013,Male,4,0.0102
2013,Male,5,0.0134
2013,Male,6,0.0108
2013,Male,7,0.0115
2013,Male,8,0.0105
2013,Male,9,0.0102
2013,Male,10,0.0095
2013,Male,11,0.0101
2013,Male,12,0.0097
2013,Male,13,0.0105
2013,Male,14,0.0099
2013,Male,15,0.0096
2013,Male,16,0.0107
2013,Male,17,0.0112
2013,Male,18,0.0217
2013,Male,19,0.0243
2013,Male,20,0.019
2013,Male,21,0.0178
2013,Male,22,0.0198
2013,Male,23,0.0274
2013,Male,24,0.0315
2013,Male,25,0.0338
2013,Male,26,0.037
2013,Male,27,0.0349
2013,Male,28,0.0318
2013,Male,29,0.03
2013,Male,30,0.0288
2013,Male,31,0.026
2013,Male,32,0.0239
2013,Male,33,0.023
2013,Male,34,0.0205
2013,Male,35,0.0193
2013,Male,36,0.0208
2013,Male,37,0.0192
2013,Male,38,0.016
2013,Male,39,0.0161
2013,Male,40,0.0158
2013,Male,41,0.0166
2013,Male,42,0.0139
2013,Male,43,0.0138
2013,Male,44,0.0124
2013,Male,45,0.0098
2013,Male,46,0.0115
2013,Male,47,0.0088
2013,Male,48,0.0075
2013,Male,49,0.0073
2013,Male,50,0.0061
2013,Male,51,0.0061
2013,Male,52,0.0063
2013,Male,53,0.0046
2013,Male,54,0.003
2013,Male,55,0.0031
2013,Male,56,0.0033
2013,Male,57,0.001
2013,Male,58,-0.0002
2013,Male,59,0.0002
2013,Male,60,-0.0043
2013,Male,61,-0.0026
2013,Male,62,-0.0034
2013,Male,63,-0.0046
2013,Male,64,-0.0035
2013,Male,65,-0.009
2013,Male,66,-0.0049
2013,Male,67,-0.0014
2013,Male,68,-0.0011
2013,Male,69,-0.0009
2013,Male,70,-0.0002
2013,Male,71,-0.0004
2013,Male,72,-0.0002
2013,Male,73,-0.0003
2013,Male,74,-0.0003
2013,Male,75,0.0001
2013,Male,76,0.0004
2013,Male,77,0.0009
2013,Male,78,0.0011
2013,Male,79,-0.0001
2013,Male,80,0.0007
2013,Male,81,0.0014
2013,Male,82,0.0017
2013,Male,83,0.0006
2013,Male,84,-0.0006
2013,Male,85,0.0009
2013,Male,86,0.0003
2013,Male,87,0.0008
2013,Male,88,0.0009
2013,Male,89,0.0007
2013,Male,90,-0.0009
2013,Male,91,0.0025
2013,Male,92,-0.001
2013,Male,93,0.0003
2013,Male,94,0.0
2013,Male,95,0.0008
2013,Male,96,0.0011
2013,Male,97,-0.0016
2013,Male,98,-0.0024
2013,Male,99,-0.0013
2013,Female,1,0.0268
2013,Female,2,0.0123
2013,Female,3,0.0087
2013,Female,4,0.0111
2013,Female,5,0.0116
2013,Female,6,0.0098
2013,Female,7,0.0103
2013,Female,8,0.0116
2013,Female,9,0.0112
2013,Female,10,0.0117
2013,Female,11,0.0121
2013,Female,12,0.0105
2013,Female,13,0.011
2013,Female,14,0.0093
2013,Female,15,0.0091
2013,Female,16,0.0097
2013,Female,17,0.0097
2013,Female,18,0.023
2013,Female,19,0.0238
2013,Female,20,0.024
2013,Female,21,0.0222
2013,Female,22,0.024
2013,Female,23,0.0299
2013,Female,24,0.036
2013,Female,25,0.0373
2013,Female,26,0.0384
2013,Female,27,0.0381
2013,Female,28,0.0356
2013,Female,29,0.0314
2013,Female,30,0.0272
2013,Female,31,0.0254
2013,Female,32,0.0227
2013,Female,33,0.0205
2013,Female,34,0.0176
2013,Female,35,0.0181
2013,Female,36,0.0179
2013,Female,37,0.0166
2013,Female,38,0.0145
2013,Female,39,0.0131
2013,Female,40,0.0125
2013,Female,41,0.0106
2013,Female,42,0.0103
2013,Female,43,0.0094
2013,Female,44,0.0072
2013,Female,45,0.0075
2013,Female,46,0.0066
2013,Female,47,0.0062
2013,Female,48,0.0058
2013,Female,49,0.0046
2013,Female,50,0.0048
2013,Female,51,0.004
2013,Female,52,0.0044
2013,Female,53,0.0038
2013,Female,54,0.0017
2013,Female,55,0.0009
2013,Female,56,0.0013
2013,Female,57,-0.0002
2013,Female,58,-0.0003
2013,Female,59,0.0001
2013,Female,60,-0.0013
2013,Female,61,-0.0012
2013,Female,62,-0.0014
2013,Female,63,-0.0008
2013,Female,64,-0.0031
2013,Female,65,-0.0032
2013,Female,66,-0.0012
2013,Female,67,0.0002
2013,Female,68,0.0
2013,Female,69,-0.0001
2013,Female,70,0.0005
2013,Female,71,0.0004
2013,Female,72,0.0001
2013,Female,73,0.0004
2013,Female,74,0.0007
2013,Female,75,0.0009
2013,Female,76,0.0008
2013,Female,77,0.0003
2013,Female,78,0.0004
2013,Female,79,0.0005
2013,Female,80,0.0003
2013,Female,81,0.0004
2013,Female,82,0.0
2013,Female,83,0.0002
2013,Female,84,0.0003
2013,Female,85,0.0006
2013,Female,86,0.0001
2013,Female,87,-0.0007
2013,Female,88,-0.001
2013,Female,89,-0.0007
2013,Female,90,-0.001
2013,Female,91,-0.0013
2013,Female,92,-0.0004
2013,Female,93,0.0003
2013,Female,94,-0.0002
2013,Female,95,0.0
2013,Female,96,0.0003
2013,Female,97,0.0005
2013,Female,98,-0.0006
2013,Female,99,0.0003
2014,Male,1,0.0135
2014,Male,2,0.0087
2014,Male,3,0.0075
2014,Male,4,0.0083
2014,Male,5,0.0101
2014,Male,6,0.0089
2014,Male,7,0.0092
2014,Male,8,0.01
2014,Male,9,0.0085
2014,Male,10,0.0089
2014,Male,11,0.0094
2014,Male,12,0.0087
2014,Male,13,0.0086
2014,Male,14,0.0084
2014,Male,15,0.0087
2014,Male,16,0.0086
2014,Male,17,0.0086
2014,Male,18,0.0157
2014,Male,19,0.0197
2014,Male,20,0.0143
2014,Male,21,0.0142
2014,Male,22,0.0189
2014,Male,23,0.0231
2014,Male,24,0.0289
2014,Male,25,0.0268
2014,Male,26,0.0304
2014,Male,27,0.0326
2014,Male,28,0.0298
2014,Male,29,0.0311
2014,Male,30,0.0253
2014,Male,31,0.025
2014,Male,32,0.0244
2014,Male,33,0.0212
2014,Male,34,0.0174
2014,Male,35,0.0186
2014,Male,36,0.0165
2014,Male,37,0.015
2014,Male,38,0.0155
2014,Male,39,0.0152
2014,Male,40,0.0154
2014,Male,41,0.0136
2014,Male,42,0.0137
2014,Male,43,0.0116
2014,Male,44,0.0103
2014,Male,45,0.0095
2014,Male,46,0.0089
2014,Male,47,0.0093
2014,Male,48,0.0078
2014,Male,49,0.0055
2014,Male,50,0.0058
2014,Male,51,0.0048
2014,Male,52,0.0045
2014,Male,53,0.003
2014,Male,54,0.0028
2014,Male,55,0.0025
2014,Male,56,0.0016
2014,Male,57,0.0009
2014,Male,58,-0.0007
2014,Male,59,-0.0016
2014,Male,60,-0.0065
2014,Male,61,-0.004
2014,Male,62,-0.0036
2014,Male,63,-0.0052
2014,Male,64,-0.0038
2014,Male,65,-0.0096
2014,Male,66,-0.0068
2014,Male,67,-0.0014
2014,Male,68,-0.0013
2014,Male,69,-0.0011
2014,Male,70,-0.0012
2014,Male,71,-0.0005
2014,Male,72,0.0001
2014,Male,73,-0.0002
2014,Male,74,0.0005
2014,Male,75,0.0001
2014,Male,76,-0.0002
2014,Male,77,-0.0002
2014,Male,78,-0.0003
2014,Male,79,-0.0001
2014,Male,80,0.0003
2014,Male,81,0.0003
2014,Male,82,0.0004
2014,Male,83,0.0001
2014,Male,84,-0.0003
2014,Male,85,0.001
2014,Male,86,0.0009
2014,Male,87,-0.0003
2014,Male,88,0.0008
2014,Male,89,0.0009
2014,Male,90,-0.0002
2014,Male,91,-0.0004
2014,Male,92,0.0008
2014,Male,93,-0.0003
2014,Male,94,0.0018
2014,Male,95,-0.0029
2014,Male,96,-0.0033
2014,Male,97,-0.0015
2014,Male,98,0.0024
2014,Male,99,0.0
2014,Female,1,0.014
2014,Female,2,0.0109
2014,Female,3,0.0073
2014,Female,4,0.0093
2014,Female,5,0.0087
2014,Female,6,0.0111
2014,Female,7,0.0094
2014,Female,8,0.0096
2014,Female,9,0.0087
2014,Female,10,0.0083
2014,Female,11,0.008
2014,Female,12,0.0097
2014,Female,13,0.0081
2014,Female,14,0.0076
2014,Female,15,0.007
2014,Female,16,0.0092
2014,Female,17,0.0074
2014,Female,18,0.018
2014,Female,19,0.0215
2014,Female,20,0.0194
2014,Female,21,0.019
2014,Female,22,0.0228
2014,Female,23,0.028
2014,Female,24,0.0284
2014,Female,25,0.0315
2014,Female,26,0.0357
