Year,Sex,Marital status,Age,Count
2013,Male,Divorced,33,1
2013,Male,Unmarried,33,0
2013,Male,In a registered partnership,33,0
2013,Male,Partnership dissolved,33,0
2013,Female,Single,33,10
2013,Female,Married,33,6
2013,Female,Widowed,33,1
2013,Female,Divorced,33,0
2013,Female,Unmarried,33,0
2013,Female,In a registered partnership,33,0
2013,Female,Partnership dissolved,33,0
2014,Male,Single,33,23
2014,Male,Married,33,7
2014,Male,Widowed,33,0
2014,Male,Divorced,33,1
2014,Male,Unmarried,33,0
2014,Male,In a registered partnership,33,0
2014,Male,Partnership dissolved,33,0
2014,Female,Single,33,8
2014,Female,Married,33,6
2014,Female,Widowed,33,0
2014,Female,Divorced,33,1
2014,Female,Unmarried,33,0
2014,Female,In a registered partnership,33,0
2014,Female,Partnership dissolved,33,0
2015,Male,Single,33,22
2015,Male,Married,33,9
2015,Male,Widowed,33,0
2015,Male,Divorced,33,3
2015,Male,Unmarried,33,0
2015,Male,In a registered partnership,33,0
2015,Male,Partnership dissolved,33,0
2015,Female,Single,33,11
2015,Female,Married,33,6
2015,Female,Widowed,33,1
2015,Female,Divorced,33,0
2015,Female,Unmarried,33,0
2015,Female,In a registered partnership,33,0
2015,Female,Partnership dissolved,33,0
2016,Male,Single,33,17
2016,Male,Married,33,4
2016,Male,Widowed,33,0
2016,Male,Divorced,33,4
2016,Male,Unmarried,33,0
2016,Male,In a registered partnership,33,0
2016,Male,Partnership dissolved,33,0
2016,Female,Single,33,11
2016,Female,Married,33,7
2016,Female,Widowed,33,0
2016,Female,Divorced,33,1
2016,Female,Unmarried,33,0
2016,Female,In a registered partnership,33,0
2016,Female,Partnership dissolved,33,0
2017,Male,Single,33,25
2017,Male,Married,33,6
2017,Male,Widowed,33,0
2017,Male,Divorced,33,0
2017,Male,Unmarried,33,0
2017,Male,In a registered partnership,33,0
2017,Male,Partnership dissolved,33,0
2017,Female,Single,33,9
2017,Female,Married,33,3
2017,Female,Widowed,33,0
2017,Female,Divorced,33,0
2017,Female,Unmarried,33,0
2017,Female,In a registered partnership,33,0
2017,Female,Partnership dissolved,33,0
2018,Male,Single,33,22
2018,Male,Married,33,9
2018,Male,Widowed,33,0
2018,Male,Divorced,33,2
2018,Male,Unmarried,33,0
2018,Male,In a registered partnership,33,0
2018,Male,Partnership dissolved,33,0
2018,Female,Single,33,6
2018,Female,Married,33,5
2018,Female,Widowed,33,0
2018,Female,Divorced,33,2
2018,Female,Unmarried,33,0
2018,Female,In a registered partnership,33,0
2018,Female,Partnership dissolved,33,0
2019,Male,Single,33,23
2019,Male,Married,33,8
2019,Male,Widowed,33,0
2019,Male,Divorced,33,1
2019,Male,Unmarried,33,0
2019,Male,In a registered partnership,33,0
2019,Male,Partnership dissolved,33,0
2019,Female,Single,33,10
2019,Female,Married,33,5
2019,Female,Widowed,33,0
2019,Female,Divorced,33,0
2019,Female,Unmarried,33,0
2019,Female,In a registered partnership,33,0
2019,Female,Partnership dissolved,33,0
2020,Male,Single,33,22
2020,Male,Married,33,7
2020,Male,Widowed,33,0
2020,Male,Divorced,33,0
2020,Male,Unmarried,33,0
2020,Male,In a registered partnership,33,0
2020,Male,Partnership dissolved,33,0
2020,Female,Single,33,7
2020,Female,Married,33,4
2020,Female,Widowed,33,0
2020,Female,Divorced,33,1
2020,Female,Unmarried,33,0
2020,Female,In a registered partnership,33,0
2020,Female,Partnership dissolved,33,0
2021,Male,Single,33,33
2021,Male,Married,33,7
2021,Male,Widowed,33,0
2021,Male,Divorced,33,2
2021,Male,Unmarried,33,0
2021,Male,In a registered partnership,33,0
2021,Male,Partnership dissolved,33,0
2021,Female,Single,33,9
2021,Female,Married,33,4
2021,Female,Widowed,33,0
2021,Female,Divorced,33,2
2021,Female,Unmarried,33,0
2021,Female,In a registered partnership,33,0
2021,Female,Partnership dissolved,33,0
2004,Male,Single,34,23
2004,Male,Married,34,7
2004,Male,Widowed,34,1
2004,Male,Divorced,34,1
2004,Male,Unmarried,34,0
2004,Male,In a registered partnership,34,0
2004,Male,Partnership dissolved,34,0
2004,Female,Single,34,7
2004,Female,Married,34,11
2004,Female,Widowed,34,1
2004,Female,Divorced,34,2
2004,Female,Unmarried,34,0
2004,Female,In a registered partnership,34,0
2004,Female,Partnership dissolved,34,0
2005,Male,Single,34,25
2005,Male,Married,34,17
2005,Male,Widowed,34,0
2005,Male,Divorced,34,4
2005,Male,Unmarried,34,0
2005,Male,In a registered partnership,34,0
2005,Male,Partnership dissolved,34,0
2005,Female,Single,34,14
2005,Female,Married,34,13
2005,Female,Widowed,34,0
2005,Female,Divorced,34,4
2005,Female,Unmarried,34,0
2005,Female,In a registered partnership,34,0
2005,Female,Partnership dissolved,34,0
2006,Male,Single,34,31
2006,Male,Married,34,11
2006,Male,Widowed,34,1
2006,Male,Divorced,34,3
2006,Male,Unmarried,34,0
2006,Male,In a registered partnership,34,0
2006,Male,Partnership dissolved,34,0
2006,Female,Single,34,10
2006,Female,Married,34,8
2006,Female,Widowed,34,1
2006,Female,Divorced,34,1
2006,Female,Unmarried,34,0
2006,Female,In a registered partnership,34,0
2006,Female,Partnership dissolved,34,0
2007,Male,Single,34,18
2007,Male,Married,34,11
2007,Male,Widowed,34,0
2007,Male,Divorced,34,2
2007,Male,Unmarried,34,0
2007,Male,In a registered partnership,34,0
2007,Male,Partnership dissolved,34,0
2007,Female,Single,34,12
2007,Female,Married,34,6
2007,Female,Widowed,34,0
2007,Female,Divorced,34,2
2007,Female,Unmarried,34,0
2007,Female,In a registered partnership,34,0
2007,Female,Partnership dissolved,34,0
2008,Male,Single,34,34
2008,Male,Married,34,10
2008,Male,Widowed,34,0
2008,Male,Divorced,34,2
2008,Male,Unmarried,34,0
2008,Male,In a registered partnership,34,0
2008,Male,Partnership dissolved,34,0
2008,Female,Single,34,11
2008,Female,Married,34,15
2008,Female,Widowed,34,1
2008,Female,Divorced,34,0
2008,Female,Unmarried,34,0
2008,Female,In a registered partnership,34,0
2008,Female,Partnership dissolved,34,0
2009,Male,Single,34,20
2009,Male,Married,34,9
2009,Male,Widowed,34,0
2009,Male,Divorced,34,1
2009,Male,Unmarried,34,0
2009,Male,In a registered partnership,34,1
2009,Male,Partnership dissolved,34,0
2009,Female,Single,34,10
2009,Female,Married,34,8
2009,Female,Widowed,34,0
2009,Female,Divorced,34,2
2009,Female,Unmarried,34,0
2009,Female,In a registered partnership,34,0
2009,Female,Partnership dissolved,34,0
2010,Male,Single,34,27
2010,Male,Married,34,9
2010,Male,Widowed,34,0
2010,Male,Divorced,34,0
2010,Male,Unmarried,34,0
2010,Male,In a registered partnership,34,2
2010,Male,Partnership dissolved,34,0
2010,Female,Single,34,6
2010,Female,Married,34,9
2010,Female,Widowed,34,0
2010,Female,Divorced,34,2
2010,Female,Unmarried,34,0
2010,Female,In a registered partnership,34,0
2010,Female,Partnership dissolved,34,0
2011,Male,Single,34,15
2011,Male,Married,34,10
2011,Male,Widowed,34,0
2011,Male,Divorced,34,4
2011,Male,Unmarried,34,0
2011,Male,In a registered partnership,34,2
2011,Male,Partnership dissolved,34,0
2011,Female,Single,34,6
2011,Female,Married,34,10
2011,Female,Widowed,34,0
2011,Female,Divorced,34,3
2011,Female,Unmarried,34,0
2011,Female,In a registered partnership,34,0
2011,Female,Partnership dissolved,34,0
2012,Male,Single,34,22
2012,Male,Married,34,11
2012,Male,Widowed,34,0
2012,Male,Divorced,34,2
2012,Male,Unmarried,34,0
2012,Male,In a registered partnership,34,0
2012,Male,Partnership dissolved,34,0
2012,Female,Single,34,7
2012,Female,Married,34,1
2012,Female,Widowed,34,0
2012,Female,Divorced,34,2
2012,Female,Unmarried,34,0
2012,Female,In a registered partnership,34,0
2012,Female,Partnership dissolved,34,0
2013,Male,Single,34,28
2013,Male,Married,34,11
2013,Male,Widowed,34,0
2013,Male,Divorced,34,4
2013,Male,Unmarried,34,0
2013,Male,In a registered partnership,34,0
2013,Male,Partnership dissolved,34,0
2013,Female,Single,34,10
2013,Female,Married,34,5
2013,Female,Widowed,34,0
2013,Female,Divorced,34,2
2013,Female,Unmarried,34,0
2013,Female,In a registered partnership,34,0
2013,Female,Partnership dissolved,34,0
2014,Male,Single,34,24
2014,Male,Married,34,13
2014,Male,Widowed,34,0
2014,Male,Divorced,34,1
2014,Male,Unmarried,34,0
2014,Male,In a registered partnership,34,0
2014,Male,Partnership dissolved,34,0
2014,Female,Single,34,10
2014,Female,Married,34,6
2014,Female,Widowed,34,1
2014,Female,Divorced,34,4
2014,Female,Unmarried,34,0
2014,Female,In a registered partnership,34,0
2014,Female,Partnership dissolved,34,0
2015,Male,Single,34,22
2015,Male,Married,34,7
2015,Male,Widowed,34,0
2015,Male,Divorced,34,2
2015,Male,Unmarried,34,0
2015,Male,In a registered partnership,34,0
2015,Male,Partnership dissolved,34,0
2015,Female,Single,34,9
2015,Female,Married,34,8
2015,Female,Widowed,34,0
2015,Female,Divorced,34,0
2015,Female,Unmarried,34,0
2015,Female,In a registered partnership,34,0
2015,Female,Partnership dissolved,34,0
2016,Male,Single,34,20
2016,Male,Married,34,5
2016,Male,Widowed,34,0
2016,Male,Divorced,34,1
2016,Male,Unmarried,34,0
2016,Male,In a registered partnership,34,0
2016,Male,Partnership dissolved,34,0
2016,Female,Single,34,14
2016,Female,Married,34,5
2016,Female,Widowed,34,0
2016,Female,Divorced,34,2
2016,Female,Unmarried,34,0
2016,Female,In a registered partnership,34,0
2016,Female,Partnership dissolved,34,0
2017,Male,Single,34,28
2017,Male,Married,34,11
2017,Male,Widowed,34,0
2017,Male,Divorced,34,2
2017,Male,Unmarried,34,0
2017,Male,In a registered partnership,34,0
2017,Male,Partnership dissolved,34,0
2017,Female,Single,34,7
2017,Female,Married,34,7
2017,Female,Widowed,34,0
2017,Female,Divorced,34,3
2017,Female,Unmarried,34,0
2017,Female,In a registered partnership,34,0
2017,Female,Partnership dissolved,34,0
2018,Male,Single,34,15
2018,Male,Married,34,3
2018,Male,Widowed,34,0
2018,Male,Divorced,34,3
2018,Male,Unmarried,34,0
2018,Male,In a registered partnership,34,0
2018,Male,Partnership dissolved,34,0
2018,Female,Single,34,8
2018,Female,Married,34,7
2018,Female,Widowed,34,0
2018,Female,Divorced,34,2
2018,Female,Unmarried,34,0
2018,Female,In a registered partnership,34,0
2018,Female,Partnership dissolved,34,0
2019,Male,Single,34,18
2019,Male,Married,34,6
2019,Male,Widowed,34,0
2019,Male,Divorced,34,1
2019,Male,Unmarried,34,0
2019,Male,In a registered partnership,34,0
2019,Male,Partnership dissolved,34,0
2019,Female,Single,34,8
2019,Female,Married,34,6
2019,Female,Widowed,34,0
2019,Female,Divorced,34,1
2019,Female,Unmarried,34,0
2019,Female,In a registered partnership,34,0
2019,Female,Partnership dissolved,34,0
2020,Male,Single,34,22
2020,Male,Married,34,4
2020,Male,Widowed,34,0
2020,Male,Divorced,34,3
2020,Male,Unmarried,34,0
2020,Male,In a registered partnership,34,0
2020,Male,Partnership dissolved,34,0
2020,Female,Single,34,6
2020,Female,Married,34,4
2020,Female,Widowed,34,0
2020,Female,Divorced,34,0
2020,Female,Unmarried,34,0
2020,Female,In a registered partnership,34,0
2020,Female,Partnership dissolved,34,0
2021,Male,Single,34,24
2021,Male,Married,34,4
2021,Male,Widowed,34,0
2021,Male,Divorced,34,2
2021,Male,Unmarried,34,0
2021,Male,In a registered partnership,34,0
2021,Male,Partnership dissolved,34,0
2021,Female,Single,34,16
2021,Female,Married,34,9
2021,Female,Widowed,34,0
2021,Female,Divorced,34,1
2021,Female,Unmarried,34,0
2021,Female,In a registered partnership,34,0
2021,Female,Partnership dissolved,34,0
2004,Male,Single,35,24
2004,Male,Married,35,15
2004,Male,Widowed,35,1
2004,Male,Divorced,35,4
2004,Male,Unmarried,35,0
2004,Male,In a registered partnership,35,0
2004,Male,Partnership dissolved,35,0
2004,Female,Single,35,10
2004,Female,Married,35,21
2004,Female,Widowed,35,1
2004,Female,Divorced,35,3
2004,Female,Unmarried,35,0
2004,Female,In a registered partnership,35,0
2004,Female,Partnership dissolved,35,0
2005,Male,Single,35,37
2005,Male,Married,35,12
2005,Male,Widowed,35,0
2005,Male,Divorced,35,6
2005,Male,Unmarried,35,0
2005,Male,In a registered partnership,35,0
2005,Male,Partnership dissolved,35,0
2005,Female,Single,35,11
2005,Female,Married,35,14
2005,Female,Widowed,35,0
2005,Female,Divorced,35,4
2005,Female,Unmarried,35,0
2005,Female,In a registered partnership,35,0
2005,Female,Partnership dissolved,35,0
2006,Male,Single,35,29
2006,Male,Married,35,11
2006,Male,Widowed,35,1
2006,Male,Divorced,35,6
2006,Male,Unmarried,35,0
2006,Male,In a registered partnership,35,0
2006,Male,Partnership dissolved,35,0
2006,Female,Single,35,11
2006,Female,Married,35,5
2006,Female,Widowed,35,0
2006,Female,Divorced,35,2
2006,Female,Unmarried,35,0
2006,Female,In a registered partnership,35,0
2006,Female,Partnership dissolved,35,0
2007,Male,Single,35,28
2007,Male,Married,35,8
2007,Male,Widowed,35,0
2007,Male,Divorced,35,0
2007,Male,Unmarried,35,0
2007,Male,In a registered partnership,35,0
2007,Male,Partnership dissolved,35,0
2007,Female,Single,35,10
2007,Female,Married,35,7
2007,Female,Widowed,35,0
2007,Female,Divorced,35,0
2007,Female,Unmarried,35,0
2007,Female,In a registered partnership,35,0
2007,Female,Partnership dissolved,35,0
2008,Male,Single,35,22
2008,Male,Married,35,7
2008,Male,Widowed,35,0
2008,Male,Divorced,35,3
2008,Male,Unmarried,35,1
2008,Male,In a registered partnership,35,0
2008,Male,Partnership dissolved,35,0
2008,Female,Single,35,9
2008,Female,Married,35,10
2008,Female,Widowed,35,1
2008,Female,Divorced,35,3
2008,Female,Unmarried,35,0
2008,Female,In a registered partnership,35,0
2008,Female,Partnership dissolved,35,0
2009,Male,Single,35,29
2009,Male,Married,35,14
2009,Male,Widowed,35,0
2009,Male,Divorced,35,2
2009,Male,Unmarried,35,0
2009,Male,In a registered partnership,35,0
2009,Male,Partnership dissolved,35,0
2009,Female,Single,35,11
2009,Female,Married,35,5
2009,Female,Widowed,35,0
2009,Female,Divorced,35,1
2009,Female,Unmarried,35,0
2009,Female,In a registered partnership,35,0
2009,Female,Partnership dissolved,35,0
2010,Male,Single,35,16
2010,Male,Married,35,6
2010,Male,Widowed,35,0
2010,Male,Divorced,35,1
2010,Male,Unmarried,35,0
2010,Male,In a registered partnership,35,0
2010,Male,Partnership dissolved,35,0
2010,Female,Single,35,6
2010,Female,Married,35,8
2010,Female,Widowed,35,0
2010,Female,Divorced,35,4
2010,Female,Unmarried,35,0
2010,Female,In a registered partnership,35,0
2010,Female,Partnership dissolved,35,0
2011,Male,Single,35,18
2011,Male,Married,35,12
2011,Male,Widowed,35,0
2011,Male,Divorced,35,2
2011,Male,Unmarried,35,0
2011,Male,In a registered partnership,35,0
2011,Male,Partnership dissolved,35,0
2011,Female,Single,35,9
2011,Female,Married,35,10
2011,Female,Widowed,35,0
2011,Female,Divorced,35,1
2011,Female,Unmarried,35,0
2011,Female,In a registered partnership,35,0
2011,Female,Partnership dissolved,35,0
2012,Male,Single,35,18
2012,Male,Married,35,11
2012,Male,Widowed,35,0
2012,Male,Divorced,35,4
2012,Male,Unmarried,35,0
2012,Male,In a registered partnership,35,0
2012,Male,Partnership dissolved,35,0
2012,Female,Single,35,7
2012,Female,Married,35,3
2012,Female,Widowed,35,0
2012,Female,Divorced,35,2
2012,Female,Unmarried,35,0
2012,Female,In a registered partnership,35,0
2012,Female,Partnership dissolved,35,0
2013,Male,Single,35,17
2013,Male,Married,35,15
2013,Male,Widowed,35,0
2013,Male,Divorced,35,3
2013,Male,Unmarried,35,0
2013,Male,In a registered partnership,35,0
2013,Male,Partnership dissolved,35,0
2013,Female,Single,35,6
2013,Female,Married,35,8
2013,Female,Widowed,35,0
2013,Female,Divorced,35,2
2013,Female,Unmarried,35,0
2013,Female,In a registered partnership,35,0
2013,Female,Partnership dissolved,35,0
2014,Male,Single,35,22
2014,Male,Married,35,12
2014,Male,Widowed,35,0
2014,Male,Divorced,35,0
2014,Male,Unmarried,35,0
2014,Male,In a registered partnership,35,1
2014,Male,Partnership dissolved,35,0
2014,Female,Single,35,7
2014,Female,Married,35,5
2014,Female,Widowed,35,0
2014,Female,Divorced,35,1
2014,Female,Unmarried,35,0
2014,Female,In a registered partnership,35,0
2014,Female,Partnership dissolved,35,0
2015,Male,Single,35,14
2015,Male,Married,35,10
2015,Male,Widowed,35,0
2015,Male,Divorced,35,1
2015,Male,Unmarried,35,0
2015,Male,In a registered partnership,35,2
2015,Male,Partnership dissolved,35,0
2015,Female,Single,35,8
2015,Female,Married,35,5
2015,Female,Widowed,35,0
2015,Female,Divorced,35,2
2015,Female,Unmarried,35,0
2015,Female,In a registered partnership,35,0
2015,Female,Partnership dissolved,35,0
2016,Male,Single,35,17
2016,Male,Married,35,10
2016,Male,Widowed,35,0
2016,Male,Divorced,35,3
2016,Male,Unmarried,35,0
2016,Male,In a registered partnership,35,0
2016,Male,Partnership dissolved,35,0
2016,Female,Single,35,11
2016,Female,Married,35,10
2016,Female,Widowed,35,0
2016,Female,Divorced,35,3
2016,Female,Unmarried,35,0
2016,Female,In a registered partnership,35,0
2016,Female,Partnership dissolved,35,0
2017,Male,Single,35,28
2017,Male,Married,35,11
2017,Male,Widowed,35,0
2017,Male,Divorced,35,1
2017,Male,Unmarried,35,0
2017,Male,In a registered partnership,35,0
2017,Male,Partnership dissolved,35,0
2017,Female,Single,35,13
2017,Female,Married,35,3
2017,Female,Widowed,35,0
2017,Female,Divorced,35,2
2017,Female,Unmarried,35,0
2017,Female,In a registered partnership,35,0
2017,Female,Partnership dissolved,35,0
2018,Male,Single,35,21
2018,Male,Married,35,8
2018,Male,Widowed,35,0
2018,Male,Divorced,35,2
2018,Male,Unmarried,35,0
2018,Male,In a registered partnership,35,0
2018,Male,Partnership dissolved,35,0
2018,Female,Single,35,7
2018,Female,Married,35,10
2018,Female,Widowed,35,0
2018,Female,Divorced,35,0
2018,Female,Unmarried,35,0
2018,Female,In a registered partnership,35,0
2018,Female,Partnership dissolved,35,0
2019,Male,Single,35,28
2019,Male,Married,35,6
2019,Male,Widowed,35,0
2019,Male,Divorced,35,0
2019,Male,Unmarried,35,0
2019,Male,In a registered partnership,35,0
2019,Male,Partnership dissolved,35,1
2019,Female,Single,35,9
2019,Female,Married,35,11
2019,Female,Widowed,35,0
2019,Female,Divorced,35,0
2019,Female,Unmarried,35,0
2019,Female,In a registered partnership,35,0
2019,Female,Partnership dissolved,35,0
2020,Male,Single,35,24
2020,Male,Married,35,5
2020,Male,Widowed,35,0
2020,Male,Divorced,35,0
2020,Male,Unmarried,35,0
2020,Male,In a registered partnership,35,0
2020,Male,Partnership dissolved,35,0
2020,Female,Single,35,13
2020,Female,Married,35,8
2020,Female,Widowed,35,0
2020,Female,Divorced,35,1
2020,Female,Unmarried,35,0
2020,Female,In a registered partnership,35,0
2020,Female,Partnership dissolved,35,0
2021,Male,Single,35,19
2021,Male,Married,35,11
2021,Male,Widowed,35,1
2021,Male,Divorced,35,3
2021,Male,Unmarried,35,0
2021,Male,In a registered partnership,35,0
2021,Male,Partnership dissolved,35,0
2021,Female,Single,35,7
2021,Female,Married,35,3
2021,Female,Widowed,35,0
2021,Female,Divorced,35,3
2021,Female,Unmarried,35,0
2021,Female,In a registered partnership,35,0
2021,Female,Partnership dissolved,35,0
2004,Male,Single,36,33
2004,Male,Married,36,25
2004,Male,Widowed,36,0
2004,Male,Divorced,36,7
2004,Male,Unmarried,36,0
2004,Male,In a registered partnership,36,0
2004,Male,Partnership dissolved,36,0
2004,Female,Single,36,7
2004,Female,Married,36,11
2004,Female,Widowed,36,0
2004,Female,Divorced,36,5
2004,Female,Unmarried,36,0
2004,Female,In a registered partnership,36,0
2004,Female,Partnership dissolved,36,0
2005,Male,Single,36,35
2005,Male,Married,36,21
2005,Male,Widowed,36,0
2005,Male,Divorced,36,5
2005,Male,Unmarried,36,0
2005,Male,In a registered partnership,36,0
2005,Male,Partnership dissolved,36,0
2005,Female,Single,36,12
2005,Female,Married,36,18
2005,Female,Widowed,36,1
2005,Female,Divorced,36,4
2005,Female,Unmarried,36,0
2005,Female,In a registered partnership,36,0
2005,Female,Partnership dissolved,36,0
2006,Male,Single,36,30
2006,Male,Married,36,12
2006,Male,Widowed,36,0
2006,Male,Divorced,36,7
2006,Male,Unmarried,36,0
2006,Male,In a registered partnership,36,0
2006,Male,Partnership dissolved,36,0
2006,Female,Single,36,10
2006,Female,Married,36,14
2006,Female,Widowed,36,0
2006,Female,Divorced,36,1
2006,Female,Unmarried,36,0
2006,Female,In a registered partnership,36,0
2006,Female,Partnership dissolved,36,0
2007,Male,Single,36,22
2007,Male,Married,36,15
2007,Male,Widowed,36,0
2007,Male,Divorced,36,4
2007,Male,Unmarried,36,0
2007,Male,In a registered partnership,36,0
2007,Male,Partnership dissolved,36,0
2007,Female,Single,36,10
2007,Female,Married,36,8
2007,Female,Widowed,36,1
2007,Female,Divorced,36,3
2007,Female,Unmarried,36,0
2007,Female,In a registered partnership,36,0
2007,Female,Partnership dissolved,36,0
2008,Male,Single,36,30
2008,Male,Married,36,22
2008,Male,Widowed,36,0
2008,Male,Divorced,36,3
2008,Male,Unmarried,36,0
2008,Male,In a registered partnership,36,0
2008,Male,Partnership dissolved,36,0
2008,Female,Single,36,7
2008,Female,Married,36,6
2008,Female,Widowed,36,0
2008,Female,Divorced,36,3
2008,Female,Unmarried,36,0
2008,Female,In a registered partnership,36,0
2008,Female,Partnership dissolved,36,0
2009,Male,Single,36,32
2009,Male,Married,36,15
2009,Male,Widowed,36,1
2009,Male,Divorced,36,4
2009,Male,Unmarried,36,0
2009,Male,In a registered partnership,36,1
2009,Male,Partnership dissolved,36,0
2009,Female,Single,36,9
2009,Female,Married,36,7
2009,Female,Widowed,36,0
2009,Female,Divorced,36,0
2009,Female,Unmarried,36,0
2009,Female,In a registered partnership,36,0
2009,Female,Partnership dissolved,36,0
2010,Male,Single,36,12
2010,Male,Married,36,16
2010,Male,Widowed,36,0
2010,Male,Divorced,36,4
2010,Male,Unmarried,36,0
2010,Male,In a registered partnership,36,0
2010,Male,Partnership dissolved,36,0
2010,Female,Single,36,12
2010,Female,Married,36,7
2010,Female,Widowed,36,0
2010,Female,Divorced,36,3
2010,Female,Unmarried,36,0
2010,Female,In a registered partnership,36,0
2010,Female,Partnership dissolved,36,0
2011,Male,Single,36,26
2011,Male,Married,36,14
2011,Male,Widowed,36,0
2011,Male,Divorced,36,1
2011,Male,Unmarried,36,0
2011,Male,In a registered partnership,36,0
2011,Male,Partnership dissolved,36,0
2011,Female,Single,36,6
2011,Female,Married,36,4
2011,Female,Widowed,36,0
2011,Female,Divorced,36,0
2011,Female,Unmarried,36,0
2011,Female,In a registered partnership,36,0
2011,Female,Partnership dissolved,36,0
2012,Male,Single,36,16
2012,Male,Married,36,12
2012,Male,Widowed,36,0
2012,Male,Divorced,36,4
2012,Male,Unmarried,36,0
2012,Male,In a registered partnership,36,1
2012,Male,Partnership dissolved,36,0
2012,Female,Single,36,8
2012,Female,Married,36,17
2012,Female,Widowed,36,0
2012,Female,Divorced,36,4
2012,Female,Unmarried,36,0
2012,Female,In a registered partnership,36,0
2012,Female,Partnership dissolved,36,0
2013,Male,Single,36,17
2013,Male,Married,36,13
2013,Male,Widowed,36,0
2013,Male,Divorced,36,3
2013,Male,Unmarried,36,0
2013,Male,In a registered partnership,36,0
2013,Male,Partnership dissolved,36,0
2013,Female,Single,36,9
2013,Female,Married,36,6
2013,Female,Widowed,36,0
2013,Female,Divorced,36,3
2013,Female,Unmarried,36,0
2013,Female,In a registered partnership,36,0
2013,Female,Partnership dissolved,36,0
2014,Male,Single,36,16
2014,Male,Married,36,12
2014,Male,Widowed,36,1
2014,Male,Divorced,36,0
2014,Male,Unmarried,36,0
2014,Male,In a registered partnership,36,0
2014,Male,Partnership dissolved,36,0
2014,Female,Single,36,9
2014,Female,Married,36,8
2014,Female,Widowed,36,0
2014,Female,Divorced,36,0
2014,Female,Unmarried,36,0
2014,Female,In a registered partnership,36,0
2014,Female,Partnership dissolved,36,0
2015,Male,Single,36,22
2015,Male,Married,36,11
2015,Male,Widowed,36,0
2015,Male,Divorced,36,3
2015,Male,Unmarried,36,0
2015,Male,In a registered partnership,36,0
2015,Male,Partnership dissolved,36,0
2015,Female,Single,36,10
2015,Female,Married,36,9
2015,Female,Widowed,36,0
2015,Female,Divorced,36,2
2015,Female,Unmarried,36,0
2015,Female,In a registered partnership,36,0
2015,Female,Partnership dissolved,36,0
2016,Male,Single,36,25
2016,Male,Married,36,8
2016,Male,Widowed,36,1
2016,Male,Divorced,36,3
2016,Male,Unmarried,36,0
2016,Male,In a registered partnership,36,1
2016,Male,Partnership dissolved,36,0
2016,Female,Single,36,9
2016,Female,Married,36,11
2016,Female,Widowed,36,0
2016,Female,Divorced,36,1
2016,Female,Unmarried,36,0
2016,Female,In a registered partnership,36,0
2016,Female,Partnership dissolved,36,0
2017,Male,Single,36,23
2017,Male,Married,36,9
2017,Male,Widowed,36,0
2017,Male,Divorced,36,2
2017,Male,Unmarried,36,0
2017,Male,In a registered partnership,36,0
2017,Male,Partnership dissolved,36,0
2017,Female,Single,36,10
2017,Female,Married,36,10
2017,Female,Widowed,36,0
2017,Female,Divorced,36,3
2017,Female,Unmarried,36,0
2017,Female,In a registered partnership,36,0
2017,Female,Partnership dissolved,36,1
2018,Male,Single,36,18
2018,Male,Married,36,15
2018,Male,Widowed,36,0
2018,Male,Divorced,36,0
2018,Male,Unmarried,36,0
2018,Male,In a registered partnership,36,1
2018,Male,Partnership dissolved,36,1
2018,Female,Single,36,10
2018,Female,Married,36,7
2018,Female,Widowed,36,0
2018,Female,Divorced,36,1
2018,Female,Unmarried,36,0
2018,Female,In a registered partnership,36,0
2018,Female,Partnership dissolved,36,0
2019,Male,Single,36,18
2019,Male,Married,36,11
2019,Male,Widowed,36,0
2019,Male,Divorced,36,2
2019,Male,Unmarried,36,0
2019,Male,In a registered partnership,36,0
2019,Male,Partnership dissolved,36,0
2019,Female,Single,36,9
2019,Female,Married,36,10
2019,Female,Widowed,36,0
2019,Female,Divorced,36,2
2019,Female,Unmarried,36,0
2019,Female,In a registered partnership,36,0
2019,Female,Partnership dissolved,36,0
2020,Male,Single,36,20
2020,Male,Married,36,9
2020,Male,Widowed,36,0
2020,Male,Divorced,36,2
2020,Male,Unmarried,36,0
2020,Male,In a registered partnership,36,1
2020,Male,Partnership dissolved,36,0
2020,Female,Single,36,6
2020,Female,Married,36,10
2020,Female,Widowed,36,1
2020,Female,Divorced,36,2
2020,Female,Unmarried,36,0
2020,Female,In a registered partnership,36,0
2020,Female,Partnership dissolved,36,0
2021,Male,Single,36,26
2021,Male,Married,36,11
2021,Male,Widowed,36,0
2021,Male,Divorced,36,4
2021,Male,Unmarried,36,0
2021,Male,In a registered partnership,36,0
2021,Male,Partnership dissolved,36,0
2021,Female,Single,36,16
2021,Female,Married,36,11
2021,Female,Widowed,36,0
2021,Female,Divorced,36,2
2021,Female,Unmarried,36,0
2021,Female,In a registered partnership,36,0
2021,Female,Partnership dissolved,36,0
2004,Male,Single,37,35
2004,Male,Married,37,36
2004,Male,Widowed,37,0
2004,Male,Divorced,37,10
2004,Male,Unmarried,37,0
2004,Male,In a registered partnership,37,0
2004,Male,Partnership dissolved,37,0
2004,Female,Single,37,11
2004,Female,Married,37,13
2004,Female,Widowed,37,0
2004,Female,Divorced,37,7
2004,Female,Unmarried,37,0
2004,Female,In a registered partnership,37,0
2004,Female,Partnership dissolved,37,0
2005,Male,Single,37,37
2005,Male,Married,37,20
2005,Male,Widowed,37,2
2005,Male,Divorced,37,4
