Year,Age_of_husband,Age_of_wife,Count
1992,60-69 ans,Moins de 20 ans,0
1992,70-79 ans,20-29 ans,2
1992,70-79 ans,30-39 ans,6
1992,70-79 ans,40-49 ans,8
1992,70-79 ans,50-59 ans,18
1992,70-79 ans,60-69 ans,32
1992,70-79 ans,70-79 ans,17
1992,70-79 ans,80-89 ans,1
1992,70-79 ans,90 ans ou plus,0
1992,70-79 ans,Moins de 20 ans,0
1992,80-89 ans,20-29 ans,0
1992,80-89 ans,30-39 ans,0
1992,80-89 ans,40-49 ans,0
1992,80-89 ans,50-59 ans,2
1992,80-89 ans,60-69 ans,3
1992,80-89 ans,70-79 ans,0
1992,80-89 ans,80-89 ans,3
1992,80-89 ans,90 ans ou plus,0
1992,80-89 ans,Moins de 20 ans,0
1992,90 ans ou plus,20-29 ans,0
1992,90 ans ou plus,30-39 ans,0
1992,90 ans ou plus,40-49 ans,0
1992,90 ans ou plus,50-59 ans,0
1992,90 ans ou plus,60-69 ans,0
1992,90 ans ou plus,70-79 ans,0
1992,90 ans ou plus,80-89 ans,0
1992,90 ans ou plus,90 ans ou plus,0
1992,90 ans ou plus,Moins de 20 ans,0
1992,Moins de 20 ans,20-29 ans,1
1992,Moins de 20 ans,30-39 ans,0
1992,Moins de 20 ans,40-49 ans,1
1992,Moins de 20 ans,50-59 ans,0
1992,Moins de 20 ans,60-69 ans,0
1992,Moins de 20 ans,70-79 ans,0
1992,Moins de 20 ans,80-89 ans,0
1992,Moins de 20 ans,90 ans ou plus,0
1992,Moins de 20 ans,Moins de 20 ans,0
1993,20-29 ans,20-29 ans,1416
1993,20-29 ans,30-39 ans,377
1993,20-29 ans,40-49 ans,56
1993,20-29 ans,50-59 ans,13
1993,20-29 ans,60-69 ans,1
1993,20-29 ans,70-79 ans,0
1993,20-29 ans,80-89 ans,0
1993,20-29 ans,90 ans ou plus,0
1993,20-29 ans,Moins de 20 ans,6
1993,30-39 ans,20-29 ans,1591
1993,30-39 ans,30-39 ans,3619
1993,30-39 ans,40-49 ans,455
1993,30-39 ans,50-59 ans,55
1993,30-39 ans,60-69 ans,5
1993,30-39 ans,70-79 ans,2
1993,30-39 ans,80-89 ans,0
1993,30-39 ans,90 ans ou plus,0
1993,30-39 ans,Moins de 20 ans,1
1993,40-49 ans,20-29 ans,216
1993,40-49 ans,30-39 ans,1763
1993,40-49 ans,40-49 ans,2527
1993,40-49 ans,50-59 ans,263
1993,40-49 ans,60-69 ans,12
1993,40-49 ans,70-79 ans,1
1993,40-49 ans,80-89 ans,2
1993,40-49 ans,90 ans ou plus,0
1993,40-49 ans,Moins de 20 ans,0
1993,50-59 ans,20-29 ans,51
1993,50-59 ans,30-39 ans,234
1993,50-59 ans,40-49 ans,836
1993,50-59 ans,50-59 ans,833
1993,50-59 ans,60-69 ans,60
1993,50-59 ans,70-79 ans,7
1993,50-59 ans,80-89 ans,2
1993,50-59 ans,90 ans ou plus,0
1993,50-59 ans,Moins de 20 ans,0
1993,60-69 ans,20-29 ans,8
1993,60-69 ans,30-39 ans,33
1993,60-69 ans,40-49 ans,74
1993,60-69 ans,50-59 ans,203
1993,60-69 ans,60-69 ans,190
1993,60-69 ans,70-79 ans,16
1993,60-69 ans,80-89 ans,1
1993,60-69 ans,90 ans ou plus,0
1993,60-69 ans,Moins de 20 ans,0
1993,70-79 ans,20-29 ans,1
1993,70-79 ans,30-39 ans,11
1993,70-79 ans,40-49 ans,8
1993,70-79 ans,50-59 ans,16
1993,70-79 ans,60-69 ans,54
1993,70-79 ans,70-79 ans,26
1993,70-79 ans,80-89 ans,4
1993,70-79 ans,90 ans ou plus,0
1993,70-79 ans,Moins de 20 ans,0
1993,80-89 ans,20-29 ans,0
1993,80-89 ans,30-39 ans,0
1993,80-89 ans,40-49 ans,1
1993,80-89 ans,50-59 ans,1
1993,80-89 ans,60-69 ans,1
1993,80-89 ans,70-79 ans,0
1993,80-89 ans,80-89 ans,0
1993,80-89 ans,90 ans ou plus,0
1993,80-89 ans,Moins de 20 ans,0
1993,90 ans ou plus,20-29 ans,0
1993,90 ans ou plus,30-39 ans,0
1993,90 ans ou plus,40-49 ans,0
1993,90 ans ou plus,50-59 ans,0
1993,90 ans ou plus,60-69 ans,0
1993,90 ans ou plus,70-79 ans,0
1993,90 ans ou plus,80-89 ans,0
1993,90 ans ou plus,90 ans ou plus,0
1993,90 ans ou plus,Moins de 20 ans,0
1993,Moins de 20 ans,20-29 ans,2
1993,Moins de 20 ans,30-39 ans,0
1993,Moins de 20 ans,40-49 ans,0
1993,Moins de 20 ans,50-59 ans,0
1993,Moins de 20 ans,60-69 ans,0
1993,Moins de 20 ans,70-79 ans,0
1993,Moins de 20 ans,80-89 ans,0
1993,Moins de 20 ans,90 ans ou plus,0
1993,Moins de 20 ans,Moins de 20 ans,0
1994,20-29 ans,20-29 ans,1355
1994,20-29 ans,30-39 ans,430
1994,20-29 ans,40-49 ans,51
1994,20-29 ans,50-59 ans,10
1994,20-29 ans,60-69 ans,1
1994,20-29 ans,70-79 ans,1
1994,20-29 ans,80-89 ans,1
1994,20-29 ans,90 ans ou plus,0
1994,20-29 ans,Moins de 20 ans,10
1994,30-39 ans,20-29 ans,1607
1994,30-39 ans,30-39 ans,3801
1994,30-39 ans,40-49 ans,528
1994,30-39 ans,50-59 ans,89
1994,30-39 ans,60-69 ans,19
1994,30-39 ans,70-79 ans,3
1994,30-39 ans,80-89 ans,1
1994,30-39 ans,90 ans ou plus,0
1994,30-39 ans,Moins de 20 ans,0
1994,40-49 ans,20-29 ans,180
1994,40-49 ans,30-39 ans,1779
1994,40-49 ans,40-49 ans,2596
1994,40-49 ans,50-59 ans,266
1994,40-49 ans,60-69 ans,10
1994,40-49 ans,70-79 ans,4
1994,40-49 ans,80-89 ans,0
1994,40-49 ans,90 ans ou plus,0
1994,40-49 ans,Moins de 20 ans,0
1994,50-59 ans,20-29 ans,39
1994,50-59 ans,30-39 ans,235
1994,50-59 ans,40-49 ans,898
1994,50-59 ans,50-59 ans,953
1994,50-59 ans,60-69 ans,61
1994,50-59 ans,70-79 ans,3
1994,50-59 ans,80-89 ans,0
1994,50-59 ans,90 ans ou plus,0
1994,50-59 ans,Moins de 20 ans,0
1994,60-69 ans,20-29 ans,7
1994,60-69 ans,30-39 ans,22
1994,60-69 ans,40-49 ans,100
1994,60-69 ans,50-59 ans,210
1994,60-69 ans,60-69 ans,221
1994,60-69 ans,70-79 ans,20
1994,60-69 ans,80-89 ans,1
1994,60-69 ans,90 ans ou plus,0
1994,60-69 ans,Moins de 20 ans,0
1994,70-79 ans,20-29 ans,1
1994,70-79 ans,30-39 ans,6
1994,70-79 ans,40-49 ans,12
1994,70-79 ans,50-59 ans,20
1994,70-79 ans,60-69 ans,50
1994,70-79 ans,70-79 ans,13
1994,70-79 ans,80-89 ans,3
1994,70-79 ans,90 ans ou plus,0
1994,70-79 ans,Moins de 20 ans,0
1994,80-89 ans,20-29 ans,0
1994,80-89 ans,30-39 ans,1
1994,80-89 ans,40-49 ans,1
1994,80-89 ans,50-59 ans,1
1994,80-89 ans,60-69 ans,2
1994,80-89 ans,70-79 ans,6
1994,80-89 ans,80-89 ans,3
1994,80-89 ans,90 ans ou plus,0
1994,80-89 ans,Moins de 20 ans,0
1994,90 ans ou plus,20-29 ans,0
1994,90 ans ou plus,30-39 ans,0
1994,90 ans ou plus,40-49 ans,1
1994,90 ans ou plus,50-59 ans,0
1994,90 ans ou plus,60-69 ans,1
1994,90 ans ou plus,70-79 ans,0
1994,90 ans ou plus,80-89 ans,0
1994,90 ans ou plus,90 ans ou plus,0
1994,90 ans ou plus,Moins de 20 ans,0
1994,Moins de 20 ans,20-29 ans,1
1994,Moins de 20 ans,30-39 ans,0
1994,Moins de 20 ans,40-49 ans,0
1994,Moins de 20 ans,50-59 ans,0
1994,Moins de 20 ans,60-69 ans,0
1994,Moins de 20 ans,70-79 ans,0
1994,Moins de 20 ans,80-89 ans,0
1994,Moins de 20 ans,90 ans ou plus,0
1994,Moins de 20 ans,Moins de 20 ans,0
1995,20-29 ans,20-29 ans,1186
1995,20-29 ans,30-39 ans,374
1995,20-29 ans,40-49 ans,56
1995,20-29 ans,50-59 ans,19
1995,20-29 ans,60-69 ans,5
1995,20-29 ans,70-79 ans,0
1995,20-29 ans,80-89 ans,0
1995,20-29 ans,90 ans ou plus,0
1995,20-29 ans,Moins de 20 ans,6
1995,30-39 ans,20-29 ans,1462
1995,30-39 ans,30-39 ans,4006
1995,30-39 ans,40-49 ans,531
1995,30-39 ans,50-59 ans,97
1995,30-39 ans,60-69 ans,18
1995,30-39 ans,70-79 ans,2
1995,30-39 ans,80-89 ans,1
1995,30-39 ans,90 ans ou plus,0
1995,30-39 ans,Moins de 20 ans,1
1995,40-49 ans,20-29 ans,175
1995,40-49 ans,30-39 ans,1828
1995,40-49 ans,40-49 ans,2618
1995,40-49 ans,50-59 ans,270
1995,40-49 ans,60-69 ans,18
1995,40-49 ans,70-79 ans,1
1995,40-49 ans,80-89 ans,0
1995,40-49 ans,90 ans ou plus,0
1995,40-49 ans,Moins de 20 ans,0
1995,50-59 ans,20-29 ans,30
1995,50-59 ans,30-39 ans,272
1995,50-59 ans,40-49 ans,950
1995,50-59 ans,50-59 ans,959
1995,50-59 ans,60-69 ans,82
1995,50-59 ans,70-79 ans,6
1995,50-59 ans,80-89 ans,0
1995,50-59 ans,90 ans ou plus,0
1995,50-59 ans,Moins de 20 ans,0
1995,60-69 ans,20-29 ans,7
1995,60-69 ans,30-39 ans,31
1995,60-69 ans,40-49 ans,95
1995,60-69 ans,50-59 ans,218
1995,60-69 ans,60-69 ans,246
1995,60-69 ans,70-79 ans,14
1995,60-69 ans,80-89 ans,1
1995,60-69 ans,90 ans ou plus,0
1995,60-69 ans,Moins de 20 ans,0
1995,70-79 ans,20-29 ans,1
1995,70-79 ans,30-39 ans,5
1995,70-79 ans,40-49 ans,13
1995,70-79 ans,50-59 ans,24
1995,70-79 ans,60-69 ans,32
1995,70-79 ans,70-79 ans,25
1995,70-79 ans,80-89 ans,1
1995,70-79 ans,90 ans ou plus,0
1995,70-79 ans,Moins de 20 ans,0
1995,80-89 ans,20-29 ans,0
1995,80-89 ans,30-39 ans,0
1995,80-89 ans,40-49 ans,2
1995,80-89 ans,50-59 ans,4
1995,80-89 ans,60-69 ans,4
1995,80-89 ans,70-79 ans,5
1995,80-89 ans,80-89 ans,1
1995,80-89 ans,90 ans ou plus,0
1995,80-89 ans,Moins de 20 ans,0
1995,90 ans ou plus,20-29 ans,0
1995,90 ans ou plus,30-39 ans,0
1995,90 ans ou plus,40-49 ans,0
1995,90 ans ou plus,50-59 ans,0
1995,90 ans ou plus,60-69 ans,0
1995,90 ans ou plus,70-79 ans,0
1995,90 ans ou plus,80-89 ans,0
1995,90 ans ou plus,90 ans ou plus,0
1995,90 ans ou plus,Moins de 20 ans,0
1995,Moins de 20 ans,20-29 ans,1
1995,Moins de 20 ans,30-39 ans,0
1995,Moins de 20 ans,40-49 ans,0
1995,Moins de 20 ans,50-59 ans,0
1995,Moins de 20 ans,60-69 ans,0
1995,Moins de 20 ans,70-79 ans,0
1995,Moins de 20 ans,80-89 ans,0
1995,Moins de 20 ans,90 ans ou plus,0
1995,Moins de 20 ans,Moins de 20 ans,0
1996,20-29 ans,20-29 ans,1139
1996,20-29 ans,30-39 ans,330
1996,20-29 ans,40-49 ans,59
1996,20-29 ans,50-59 ans,17
1996,20-29 ans,60-69 ans,2
1996,20-29 ans,70-79 ans,0
1996,20-29 ans,80-89 ans,0
1996,20-29 ans,90 ans ou plus,0
1996,20-29 ans,Moins de 20 ans,6
1996,30-39 ans,20-29 ans,1506
1996,30-39 ans,30-39 ans,4002
1996,30-39 ans,40-49 ans,602
1996,30-39 ans,50-59 ans,106
1996,30-39 ans,60-69 ans,23
1996,30-39 ans,70-79 ans,1
1996,30-39 ans,80-89 ans,0
1996,30-39 ans,90 ans ou plus,0
1996,30-39 ans,Moins de 20 ans,1
1996,40-49 ans,20-29 ans,156
1996,40-49 ans,30-39 ans,1907
1996,40-49 ans,40-49 ans,2744
1996,40-49 ans,50-59 ans,273
1996,40-49 ans,60-69 ans,16
1996,40-49 ans,70-79 ans,4
1996,40-49 ans,80-89 ans,1
1996,40-49 ans,90 ans ou plus,0
1996,40-49 ans,Moins de 20 ans,0
1996,50-59 ans,20-29 ans,39
1996,50-59 ans,30-39 ans,245
1996,50-59 ans,40-49 ans,1110
1996,50-59 ans,50-59 ans,1059
1996,50-59 ans,60-69 ans,69
1996,50-59 ans,70-79 ans,8
1996,50-59 ans,80-89 ans,0
1996,50-59 ans,90 ans ou plus,0
1996,50-59 ans,Moins de 20 ans,0
1996,60-69 ans,20-29 ans,13
1996,60-69 ans,30-39 ans,32
1996,60-69 ans,40-49 ans,89
1996,60-69 ans,50-59 ans,249
1996,60-69 ans,60-69 ans,233
1996,60-69 ans,70-79 ans,17
1996,60-69 ans,80-89 ans,0
1996,60-69 ans,90 ans ou plus,0
1996,60-69 ans,Moins de 20 ans,0
1996,70-79 ans,20-29 ans,0
1996,70-79 ans,30-39 ans,5
1996,70-79 ans,40-49 ans,9
1996,70-79 ans,50-59 ans,19
1996,70-79 ans,60-69 ans,43
1996,70-79 ans,70-79 ans,22
1996,70-79 ans,80-89 ans,2
1996,70-79 ans,90 ans ou plus,0
1996,70-79 ans,Moins de 20 ans,0
1996,80-89 ans,20-29 ans,0
1996,80-89 ans,30-39 ans,0
1996,80-89 ans,40-49 ans,0
1996,80-89 ans,50-59 ans,1
1996,80-89 ans,60-69 ans,4
1996,80-89 ans,70-79 ans,8
1996,80-89 ans,80-89 ans,1
1996,80-89 ans,90 ans ou plus,0
1996,80-89 ans,Moins de 20 ans,0
1996,90 ans ou plus,20-29 ans,0
1996,90 ans ou plus,30-39 ans,0
1996,90 ans ou plus,40-49 ans,0
1996,90 ans ou plus,50-59 ans,0
1996,90 ans ou plus,60-69 ans,0
1996,90 ans ou plus,70-79 ans,0
1996,90 ans ou plus,80-89 ans,0
1996,90 ans ou plus,90 ans ou plus,0
1996,90 ans ou plus,Moins de 20 ans,0
1996,Moins de 20 ans,20-29 ans,0
1996,Moins de 20 ans,30-39 ans,0
1996,Moins de 20 ans,40-49 ans,0
1996,Moins de 20 ans,50-59 ans,0
1996,Moins de 20 ans,60-69 ans,0
1996,Moins de 20 ans,70-79 ans,0
1996,Moins de 20 ans,80-89 ans,0
1996,Moins de 20 ans,90 ans ou plus,0
1996,Moins de 20 ans,Moins de 20 ans,0
1997,20-29 ans,20-29 ans,1037
1997,20-29 ans,30-39 ans,403
1997,20-29 ans,40-49 ans,77
1997,20-29 ans,50-59 ans,22
1997,20-29 ans,60-69 ans,4
1997,20-29 ans,70-79 ans,0
1997,20-29 ans,80-89 ans,0
1997,20-29 ans,90 ans ou plus,0
1997,20-29 ans,Moins de 20 ans,3
1997,30-39 ans,20-29 ans,1532
1997,30-39 ans,30-39 ans,4283
1997,30-39 ans,40-49 ans,654
1997,30-39 ans,50-59 ans,116
1997,30-39 ans,60-69 ans,22
1997,30-39 ans,70-79 ans,0
1997,30-39 ans,80-89 ans,0
1997,30-39 ans,90 ans ou plus,0
1997,30-39 ans,Moins de 20 ans,0
1997,40-49 ans,20-29 ans,164
1997,40-49 ans,30-39 ans,1952
1997,40-49 ans,40-49 ans,2794
1997,40-49 ans,50-59 ans,326
1997,40-49 ans,60-69 ans,28
1997,40-49 ans,70-79 ans,4
1997,40-49 ans,80-89 ans,0
1997,40-49 ans,90 ans ou plus,0
1997,40-49 ans,Moins de 20 ans,0
1997,50-59 ans,20-29 ans,35
1997,50-59 ans,30-39 ans,264
1997,50-59 ans,40-49 ans,1098
1997,50-59 ans,50-59 ans,1225
1997,50-59 ans,60-69 ans,105
1997,50-59 ans,70-79 ans,3
1997,50-59 ans,80-89 ans,0
1997,50-59 ans,90 ans ou plus,0
1997,50-59 ans,Moins de 20 ans,0
1997,60-69 ans,20-29 ans,12
1997,60-69 ans,30-39 ans,37
1997,60-69 ans,40-49 ans,101
1997,60-69 ans,50-59 ans,301
1997,60-69 ans,60-69 ans,288
1997,60-69 ans,70-79 ans,20
1997,60-69 ans,80-89 ans,1
1997,60-69 ans,90 ans ou plus,0
1997,60-69 ans,Moins de 20 ans,0
1997,70-79 ans,20-29 ans,2
1997,70-79 ans,30-39 ans,4
1997,70-79 ans,40-49 ans,7
1997,70-79 ans,50-59 ans,21
1997,70-79 ans,60-69 ans,65
1997,70-79 ans,70-79 ans,34
1997,70-79 ans,80-89 ans,3
1997,70-79 ans,90 ans ou plus,0
1997,70-79 ans,Moins de 20 ans,0
1997,80-89 ans,20-29 ans,1
1997,80-89 ans,30-39 ans,0
1997,80-89 ans,40-49 ans,1
1997,80-89 ans,50-59 ans,3
1997,80-89 ans,60-69 ans,4
1997,80-89 ans,70-79 ans,7
1997,80-89 ans,80-89 ans,8
1997,80-89 ans,90 ans ou plus,0
1997,80-89 ans,Moins de 20 ans,0
1997,90 ans ou plus,20-29 ans,0
1997,90 ans ou plus,30-39 ans,0
1997,90 ans ou plus,40-49 ans,0
1997,90 ans ou plus,50-59 ans,0
1997,90 ans ou plus,60-69 ans,0
1997,90 ans ou plus,70-79 ans,0
1997,90 ans ou plus,80-89 ans,0
1997,90 ans ou plus,90 ans ou plus,0
1997,90 ans ou plus,Moins de 20 ans,0
1997,Moins de 20 ans,20-29 ans,2
1997,Moins de 20 ans,30-39 ans,0
1997,Moins de 20 ans,40-49 ans,0
1997,Moins de 20 ans,50-59 ans,0
1997,Moins de 20 ans,60-69 ans,0
1997,Moins de 20 ans,70-79 ans,0
1997,Moins de 20 ans,80-89 ans,0
1997,Moins de 20 ans,90 ans ou plus,0
1997,Moins de 20 ans,Moins de 20 ans,0
1998,20-29 ans,20-29 ans,1001
1998,20-29 ans,30-39 ans,410
1998,20-29 ans,40-49 ans,61
1998,20-29 ans,50-59 ans,19
1998,20-29 ans,60-69 ans,2
1998,20-29 ans,70-79 ans,1
1998,20-29 ans,80-89 ans,0
1998,20-29 ans,90 ans ou plus,0
1998,20-29 ans,Moins de 20 ans,6
1998,30-39 ans,20-29 ans,1432
1998,30-39 ans,30-39 ans,4615
1998,30-39 ans,40-49 ans,740
1998,30-39 ans,50-59 ans,143
1998,30-39 ans,60-69 ans,30
1998,30-39 ans,70-79 ans,3
1998,30-39 ans,80-89 ans,0
1998,30-39 ans,90 ans ou plus,0
1998,30-39 ans,Moins de 20 ans,2
1998,40-49 ans,20-29 ans,201
1998,40-49 ans,30-39 ans,2083
1998,40-49 ans,40-49 ans,2881
1998,40-49 ans,50-59 ans,314
1998,40-49 ans,60-69 ans,25
1998,40-49 ans,70-79 ans,3
1998,40-49 ans,80-89 ans,1
1998,40-49 ans,90 ans ou plus,0
1998,40-49 ans,Moins de 20 ans,0
1998,50-59 ans,20-29 ans,43
1998,50-59 ans,30-39 ans,291
1998,50-59 ans,40-49 ans,1183
1998,50-59 ans,50-59 ans,1267
1998,50-59 ans,60-69 ans,93
1998,50-59 ans,70-79 ans,6
1998,50-59 ans,80-89 ans,0
1998,50-59 ans,90 ans ou plus,0
1998,50-59 ans,Moins de 20 ans,1
1998,60-69 ans,20-29 ans,8
1998,60-69 ans,30-39 ans,41
1998,60-69 ans,40-49 ans,114
1998,60-69 ans,50-59 ans,315
1998,60-69 ans,60-69 ans,327
1998,60-69 ans,70-79 ans,23
1998,60-69 ans,80-89 ans,2
1998,60-69 ans,90 ans ou plus,0
1998,60-69 ans,Moins de 20 ans,0
1998,70-79 ans,20-29 ans,1
1998,70-79 ans,30-39 ans,5
1998,70-79 ans,40-49 ans,13
1998,70-79 ans,50-59 ans,24
1998,70-79 ans,60-69 ans,73
1998,70-79 ans,70-79 ans,42
1998,70-79 ans,80-89 ans,2
1998,70-79 ans,90 ans ou plus,1
1998,70-79 ans,Moins de 20 ans,0
1998,80-89 ans,20-29 ans,0
1998,80-89 ans,30-39 ans,2
1998,80-89 ans,40-49 ans,0
1998,80-89 ans,50-59 ans,3
1998,80-89 ans,60-69 ans,2
1998,80-89 ans,70-79 ans,10
1998,80-89 ans,80-89 ans,1
1998,80-89 ans,90 ans ou plus,0
1998,80-89 ans,Moins de 20 ans,0
1998,90 ans ou plus,20-29 ans,0
1998,90 ans ou plus,30-39 ans,1
1998,90 ans ou plus,40-49 ans,0
1998,90 ans ou plus,50-59 ans,0
1998,90 ans ou plus,60-69 ans,0
1998,90 ans ou plus,70-79 ans,1
1998,90 ans ou plus,80-89 ans,0
1998,90 ans ou plus,90 ans ou plus,0
1998,90 ans ou plus,Moins de 20 ans,0
1998,Moins de 20 ans,20-29 ans,0
1998,Moins de 20 ans,30-39 ans,0
1998,Moins de 20 ans,40-49 ans,0
1998,Moins de 20 ans,50-59 ans,0
1998,Moins de 20 ans,60-69 ans,0
1998,Moins de 20 ans,70-79 ans,0
1998,Moins de 20 ans,80-89 ans,0
1998,Moins de 20 ans,90 ans ou plus,0
1998,Moins de 20 ans,Moins de 20 ans,0
1999,20-29 ans,20-29 ans,1131
1999,20-29 ans,30-39 ans,345
1999,20-29 ans,40-49 ans,74
1999,20-29 ans,50-59 ans,19
1999,20-29 ans,60-69 ans,1
1999,20-29 ans,70-79 ans,0
1999,20-29 ans,80-89 ans,0
1999,20-29 ans,90 ans ou plus,0
1999,20-29 ans,Moins de 20 ans,4
1999,30-39 ans,20-29 ans,1560
1999,30-39 ans,30-39 ans,5304
1999,30-39 ans,40-49 ans,802
1999,30-39 ans,50-59 ans,177
1999,30-39 ans,60-69 ans,32
1999,30-39 ans,70-79 ans,2
1999,30-39 ans,80-89 ans,1
1999,30-39 ans,90 ans ou plus,0
1999,30-39 ans,Moins de 20 ans,2
1999,40-49 ans,20-29 ans,206
1999,40-49 ans,30-39 ans,2461
1999,40-49 ans,40-49 ans,3536
1999,40-49 ans,50-59 ans,388
1999,40-49 ans,60-69 ans,31
1999,40-49 ans,70-79 ans,6
1999,40-49 ans,80-89 ans,1
1999,40-49 ans,90 ans ou plus,0
1999,40-49 ans,Moins de 20 ans,0
1999,50-59 ans,20-29 ans,41
1999,50-59 ans,30-39 ans,393
1999,50-59 ans,40-49 ans,1393
1999,50-59 ans,50-59 ans,1575
1999,50-59 ans,60-69 ans,108
1999,50-59 ans,70-79 ans,3
1999,50-59 ans,80-89 ans,2
1999,50-59 ans,90 ans ou plus,0
1999,50-59 ans,Moins de 20 ans,0
1999,60-69 ans,20-29 ans,8
1999,60-69 ans,30-39 ans,44
1999,60-69 ans,40-49 ans,134
1999,60-69 ans,50-59 ans,410
1999,60-69 ans,60-69 ans,390
1999,60-69 ans,70-79 ans,22
1999,60-69 ans,80-89 ans,0
1999,60-69 ans,90 ans ou plus,0
1999,60-69 ans,Moins de 20 ans,0
1999,70-79 ans,20-29 ans,1
1999,70-79 ans,30-39 ans,6
1999,70-79 ans,40-49 ans,13
1999,70-79 ans,50-59 ans,29
1999,70-79 ans,60-69 ans,83
1999,70-79 ans,70-79 ans,48
1999,70-79 ans,80-89 ans,0
1999,70-79 ans,90 ans ou plus,1
1999,70-79 ans,Moins de 20 ans,0
1999,80-89 ans,20-29 ans,0
1999,80-89 ans,30-39 ans,0
1999,80-89 ans,40-49 ans,3
1999,80-89 ans,50-59 ans,1
1999,80-89 ans,60-69 ans,4
1999,80-89 ans,70-79 ans,10
1999,80-89 ans,80-89 ans,0
1999,80-89 ans,90 ans ou plus,0
1999,80-89 ans,Moins de 20 ans,0
1999,90 ans ou plus,20-29 ans,0
1999,90 ans ou plus,30-39 ans,1
1999,90 ans ou plus,40-49 ans,0
1999,90 ans ou plus,50-59 ans,0
1999,90 ans ou plus,60-69 ans,1
1999,90 ans ou plus,70-79 ans,1
1999,90 ans ou plus,80-89 ans,0
1999,90 ans ou plus,90 ans ou plus,0
1999,90 ans ou plus,Moins de 20 ans,0
1999,Moins de 20 ans,20-29 ans,1
1999,Moins de 20 ans,30-39 ans,0
1999,Moins de 20 ans,40-49 ans,0
1999,Moins de 20 ans,50-59 ans,0
1999,Moins de 20 ans,60-69 ans,0
1999,Moins de 20 ans,70-79 ans,0
1999,Moins de 20 ans,80-89 ans,0
1999,Moins de 20 ans,90 ans ou plus,0
1999,Moins de 20 ans,Moins de 20 ans,0
2000,20-29 ans,20-29 ans,563
2000,20-29 ans,30-39 ans,184
2000,20-29 ans,40-49 ans,30
2000,20-29 ans,50-59 ans,8
2000,20-29 ans,60-69 ans,0
2000,20-29 ans,70-79 ans,0
2000,20-29 ans,80-89 ans,0
2000,20-29 ans,90 ans ou plus,0
2000,20-29 ans,Moins de 20 ans,1
2000,30-39 ans,20-29 ans,777
2000,30-39 ans,30-39 ans,2545
2000,30-39 ans,40-49 ans,470
2000,30-39 ans,50-59 ans,91
2000,30-39 ans,60-69 ans,17
2000,30-39 ans,70-79 ans,4
2000,30-39 ans,80-89 ans,0
2000,30-39 ans,90 ans ou plus,0
2000,30-39 ans,Moins de 20 ans,2
2000,40-49 ans,20-29 ans,112
2000,40-49 ans,30-39 ans,1244
2000,40-49 ans,40-49 ans,1798
2000,40-49 ans,50-59 ans,211
2000,40-49 ans,60-69 ans,18
2000,40-49 ans,70-79 ans,2
2000,40-49 ans,80-89 ans,0
2000,40-49 ans,90 ans ou plus,0
2000,40-49 ans,Moins de 20 ans,0
2000,50-59 ans,20-29 ans,20
2000,50-59 ans,30-39 ans,197
2000,50-59 ans,40-49 ans,693
2000,50-59 ans,50-59 ans,813
2000,50-59 ans,60-69 ans,72
2000,50-59 ans,70-79 ans,3
2000,50-59 ans,80-89 ans,0
2000,50-59 ans,90 ans ou plus,0
2000,50-59 ans,Moins de 20 ans,0
2000,60-69 ans,20-29 ans,4
2000,60-69 ans,30-39 ans,26
2000,60-69 ans,40-49 ans,61
2000,60-69 ans,50-59 ans,189
2000,60-69 ans,60-69 ans,199
2000,60-69 ans,70-79 ans,21
2000,60-69 ans,80-89 ans,2
2000,60-69 ans,90 ans ou plus,0
2000,60-69 ans,Moins de 20 ans,0
2000,70-79 ans,20-29 ans,1
2000,70-79 ans,30-39 ans,6
2000,70-79 ans,40-49 ans,6
2000,70-79 ans,50-59 ans,16
2000,70-79 ans,60-69 ans,45
2000,70-79 ans,70-79 ans,45
2000,70-79 ans,80-89 ans,0
2000,70-79 ans,90 ans ou plus,0
2000,70-79 ans,Moins de 20 ans,0
2000,80-89 ans,20-29 ans,0
2000,80-89 ans,30-39 ans,0
2000,80-89 ans,40-49 ans,1
2000,80-89 ans,50-59 ans,2
2000,80-89 ans,60-69 ans,4
2000,80-89 ans,70-79 ans,5
2000,80-89 ans,80-89 ans,2
2000,80-89 ans,90 ans ou plus,0
2000,80-89 ans,Moins de 20 ans,0
2000,90 ans ou plus,20-29 ans,0
2000,90 ans ou plus,30-39 ans,0
2000,90 ans ou plus,40-49 ans,0
2000,90 ans ou plus,50-59 ans,0
2000,90 ans ou plus,60-69 ans,0
2000,90 ans ou plus,70-79 ans,0
2000,90 ans ou plus,80-89 ans,0
2000,90 ans ou plus,90 ans ou plus,0
2000,90 ans ou plus,Moins de 20 ans,0
2000,Moins de 20 ans,20-29 ans,1
2000,Moins de 20 ans,30-39 ans,0
2000,Moins de 20 ans,40-49 ans,0
2000,Moins de 20 ans,50-59 ans,0
2000,Moins de 20 ans,60-69 ans,0
2000,Moins de 20 ans,70-79 ans,0
2000,Moins de 20 ans,80-89 ans,0
2000,Moins de 20 ans,90 ans ou plus,0
2000,Moins de 20 ans,Moins de 20 ans,0
2001,20-29 ans,20-29 ans,682
2001,20-29 ans,30-39 ans,271
2001,20-29 ans,40-49 ans,43
2001,20-29 ans,50-59 ans,6
2001,20-29 ans,60-69 ans,1
2001,20-29 ans,70-79 ans,0
