Year,Age_of_husband,Age_of_wife,Count
2017,50-59 ans,35-39 ans,409
2017,50-59 ans,40-49 ans,1256
2017,50-59 ans,50-59 ans,1201
2017,50-59 ans,60 ans ou plus,138
2017,50-59 ans,Moins de 20 ans,0
2017,60 ans ou plus,20-24 ans,5
2017,60 ans ou plus,25-29 ans,18
2017,60 ans ou plus,30-34 ans,55
2017,60 ans ou plus,35-39 ans,87
2017,60 ans ou plus,40-49 ans,377
2017,60 ans ou plus,50-59 ans,803
2017,60 ans ou plus,60 ans ou plus,549
2017,60 ans ou plus,Moins de 20 ans,0
2017,Moins de 20 ans,20-24 ans,13
2017,Moins de 20 ans,25-29 ans,7
2017,Moins de 20 ans,30-34 ans,1
2017,Moins de 20 ans,35-39 ans,0
2017,Moins de 20 ans,40-49 ans,1
2017,Moins de 20 ans,50-59 ans,0
2017,Moins de 20 ans,60 ans ou plus,0
2017,Moins de 20 ans,Moins de 20 ans,27
2018,20-24 ans,20-24 ans,1327
2018,20-24 ans,25-29 ans,387
2018,20-24 ans,30-34 ans,83
2018,20-24 ans,35-39 ans,30
2018,20-24 ans,40-49 ans,12
2018,20-24 ans,50-59 ans,5
2018,20-24 ans,60 ans ou plus,0
2018,20-24 ans,Moins de 20 ans,195
2018,25-29 ans,20-24 ans,2060
2018,25-29 ans,25-29 ans,4844
2018,25-29 ans,30-34 ans,1267
2018,25-29 ans,35-39 ans,200
2018,25-29 ans,40-49 ans,78
2018,25-29 ans,50-59 ans,21
2018,25-29 ans,60 ans ou plus,4
2018,25-29 ans,Moins de 20 ans,99
2018,30-34 ans,20-24 ans,625
2018,30-34 ans,25-29 ans,4268
2018,30-34 ans,30-34 ans,5432
2018,30-34 ans,35-39 ans,1006
2018,30-34 ans,40-49 ans,229
2018,30-34 ans,50-59 ans,35
2018,30-34 ans,60 ans ou plus,10
2018,30-34 ans,Moins de 20 ans,27
2018,35-39 ans,20-24 ans,175
2018,35-39 ans,25-29 ans,1112
2018,35-39 ans,30-34 ans,3187
2018,35-39 ans,35-39 ans,2251
2018,35-39 ans,40-49 ans,495
2018,35-39 ans,50-59 ans,42
2018,35-39 ans,60 ans ou plus,5
2018,35-39 ans,Moins de 20 ans,13
2018,40-49 ans,20-24 ans,83
2018,40-49 ans,25-29 ans,438
2018,40-49 ans,30-34 ans,1208
2018,40-49 ans,35-39 ans,1831
2018,40-49 ans,40-49 ans,1992
2018,40-49 ans,50-59 ans,322
2018,40-49 ans,60 ans ou plus,17
2018,40-49 ans,Moins de 20 ans,5
2018,50-59 ans,20-24 ans,18
2018,50-59 ans,25-29 ans,111
2018,50-59 ans,30-34 ans,204
2018,50-59 ans,35-39 ans,389
2018,50-59 ans,40-49 ans,1334
2018,50-59 ans,50-59 ans,1174
2018,50-59 ans,60 ans ou plus,125
2018,50-59 ans,Moins de 20 ans,1
2018,60 ans ou plus,20-24 ans,9
2018,60 ans ou plus,25-29 ans,24
2018,60 ans ou plus,30-34 ans,66
2018,60 ans ou plus,35-39 ans,86
2018,60 ans ou plus,40-49 ans,383
2018,60 ans ou plus,50-59 ans,767
2018,60 ans ou plus,60 ans ou plus,562
2018,60 ans ou plus,Moins de 20 ans,0
2018,Moins de 20 ans,20-24 ans,22
2018,Moins de 20 ans,25-29 ans,3
2018,Moins de 20 ans,30-34 ans,2
2018,Moins de 20 ans,35-39 ans,0
2018,Moins de 20 ans,40-49 ans,1
2018,Moins de 20 ans,50-59 ans,0
2018,Moins de 20 ans,60 ans ou plus,0
2018,Moins de 20 ans,Moins de 20 ans,15
2019,20-24 ans,20-24 ans,1193
2019,20-24 ans,25-29 ans,365
2019,20-24 ans,30-34 ans,86
2019,20-24 ans,35-39 ans,21
2019,20-24 ans,40-49 ans,21
2019,20-24 ans,50-59 ans,4
2019,20-24 ans,60 ans ou plus,0
2019,20-24 ans,Moins de 20 ans,159
2019,25-29 ans,20-24 ans,1796
2019,25-29 ans,25-29 ans,4359
2019,25-29 ans,30-34 ans,1192
2019,25-29 ans,35-39 ans,233
2019,25-29 ans,40-49 ans,85
2019,25-29 ans,50-59 ans,24
2019,25-29 ans,60 ans ou plus,4
2019,25-29 ans,Moins de 20 ans,89
2019,30-34 ans,20-24 ans,569
2019,30-34 ans,25-29 ans,4006
2019,30-34 ans,30-34 ans,5363
2019,30-34 ans,35-39 ans,1014
2019,30-34 ans,40-49 ans,253
2019,30-34 ans,50-59 ans,24
2019,30-34 ans,60 ans ou plus,5
2019,30-34 ans,Moins de 20 ans,27
2019,35-39 ans,20-24 ans,165
2019,35-39 ans,25-29 ans,1150
2019,35-39 ans,30-34 ans,3126
2019,35-39 ans,35-39 ans,2120
2019,35-39 ans,40-49 ans,516
2019,35-39 ans,50-59 ans,55
2019,35-39 ans,60 ans ou plus,10
2019,35-39 ans,Moins de 20 ans,5
2019,40-49 ans,20-24 ans,78
2019,40-49 ans,25-29 ans,456
2019,40-49 ans,30-34 ans,1193
2019,40-49 ans,35-39 ans,1724
2019,40-49 ans,40-49 ans,1924
2019,40-49 ans,50-59 ans,312
2019,40-49 ans,60 ans ou plus,19
2019,40-49 ans,Moins de 20 ans,3
2019,50-59 ans,20-24 ans,20
2019,50-59 ans,25-29 ans,91
2019,50-59 ans,30-34 ans,221
2019,50-59 ans,35-39 ans,370
2019,50-59 ans,40-49 ans,1289
2019,50-59 ans,50-59 ans,1245
2019,50-59 ans,60 ans ou plus,136
2019,50-59 ans,Moins de 20 ans,1
2019,60 ans ou plus,20-24 ans,4
2019,60 ans ou plus,25-29 ans,21
2019,60 ans ou plus,30-34 ans,43
2019,60 ans ou plus,35-39 ans,83
2019,60 ans ou plus,40-49 ans,357
2019,60 ans ou plus,50-59 ans,742
2019,60 ans ou plus,60 ans ou plus,567
2019,60 ans ou plus,Moins de 20 ans,0
2019,Moins de 20 ans,20-24 ans,19
2019,Moins de 20 ans,25-29 ans,3
2019,Moins de 20 ans,30-34 ans,0
2019,Moins de 20 ans,35-39 ans,0
2019,Moins de 20 ans,40-49 ans,0
2019,Moins de 20 ans,50-59 ans,0
2019,Moins de 20 ans,60 ans ou plus,0
2019,Moins de 20 ans,Moins de 20 ans,14
2020,20-24 ans,20-24 ans,1078
2020,20-24 ans,25-29 ans,325
2020,20-24 ans,30-34 ans,72
2020,20-24 ans,35-39 ans,18
2020,20-24 ans,40-49 ans,13
2020,20-24 ans,50-59 ans,3
2020,20-24 ans,60 ans ou plus,1
2020,20-24 ans,Moins de 20 ans,99
2020,25-29 ans,20-24 ans,1500
2020,25-29 ans,25-29 ans,4025
2020,25-29 ans,30-34 ans,1102
2020,25-29 ans,35-39 ans,201
2020,25-29 ans,40-49 ans,62
2020,25-29 ans,50-59 ans,14
2020,25-29 ans,60 ans ou plus,1
2020,25-29 ans,Moins de 20 ans,60
2020,30-34 ans,20-24 ans,442
2020,30-34 ans,25-29 ans,3697
2020,30-34 ans,30-34 ans,5101
2020,30-34 ans,35-39 ans,929
2020,30-34 ans,40-49 ans,204
2020,30-34 ans,50-59 ans,40
2020,30-34 ans,60 ans ou plus,3
2020,30-34 ans,Moins de 20 ans,9
2020,35-39 ans,20-24 ans,127
2020,35-39 ans,25-29 ans,954
2020,35-39 ans,30-34 ans,2774
2020,35-39 ans,35-39 ans,2003
2020,35-39 ans,40-49 ans,421
2020,35-39 ans,50-59 ans,48
2020,35-39 ans,60 ans ou plus,6
2020,35-39 ans,Moins de 20 ans,3
2020,40-49 ans,20-24 ans,60
2020,40-49 ans,25-29 ans,332
2020,40-49 ans,30-34 ans,1065
2020,40-49 ans,35-39 ans,1516
2020,40-49 ans,40-49 ans,1691
2020,40-49 ans,50-59 ans,251
2020,40-49 ans,60 ans ou plus,27
2020,40-49 ans,Moins de 20 ans,2
2020,50-59 ans,20-24 ans,19
2020,50-59 ans,25-29 ans,65
2020,50-59 ans,30-34 ans,175
2020,50-59 ans,35-39 ans,327
2020,50-59 ans,40-49 ans,1121
2020,50-59 ans,50-59 ans,1166
2020,50-59 ans,60 ans ou plus,133
2020,50-59 ans,Moins de 20 ans,0
2020,60 ans ou plus,20-24 ans,3
2020,60 ans ou plus,25-29 ans,18
2020,60 ans ou plus,30-34 ans,46
2020,60 ans ou plus,35-39 ans,85
2020,60 ans ou plus,40-49 ans,298
2020,60 ans ou plus,50-59 ans,782
2020,60 ans ou plus,60 ans ou plus,609
2020,60 ans ou plus,Moins de 20 ans,0
2020,Moins de 20 ans,20-24 ans,20
2020,Moins de 20 ans,25-29 ans,1
2020,Moins de 20 ans,30-34 ans,0
2020,Moins de 20 ans,35-39 ans,0
2020,Moins de 20 ans,40-49 ans,0
2020,Moins de 20 ans,50-59 ans,0
2020,Moins de 20 ans,60 ans ou plus,0
2020,Moins de 20 ans,Moins de 20 ans,13
2021,20-24 ans,20-24 ans,1074
2021,20-24 ans,25-29 ans,291
2021,20-24 ans,30-34 ans,60
2021,20-24 ans,35-39 ans,16
2021,20-24 ans,40-49 ans,8
2021,20-24 ans,50-59 ans,5
2021,20-24 ans,60 ans ou plus,0
2021,20-24 ans,Moins de 20 ans,118
2021,25-29 ans,20-24 ans,1569
2021,25-29 ans,25-29 ans,4082
2021,25-29 ans,30-34 ans,1104
2021,25-29 ans,35-39 ans,218
2021,25-29 ans,40-49 ans,79
2021,25-29 ans,50-59 ans,11
2021,25-29 ans,60 ans ou plus,5
2021,25-29 ans,Moins de 20 ans,70
2021,30-34 ans,20-24 ans,492
2021,30-34 ans,25-29 ans,3797
2021,30-34 ans,30-34 ans,5587
2021,30-34 ans,35-39 ans,1024
2021,30-34 ans,40-49 ans,200
2021,30-34 ans,50-59 ans,33
2021,30-34 ans,60 ans ou plus,7
2021,30-34 ans,Moins de 20 ans,11
2021,35-39 ans,20-24 ans,115
2021,35-39 ans,25-29 ans,951
2021,35-39 ans,30-34 ans,2981
2021,35-39 ans,35-39 ans,2098
2021,35-39 ans,40-49 ans,477
2021,35-39 ans,50-59 ans,37
2021,35-39 ans,60 ans ou plus,8
2021,35-39 ans,Moins de 20 ans,9
2021,40-49 ans,20-24 ans,64
2021,40-49 ans,25-29 ans,353
2021,40-49 ans,30-34 ans,1013
2021,40-49 ans,35-39 ans,1590
2021,40-49 ans,40-49 ans,1702
2021,40-49 ans,50-59 ans,255
2021,40-49 ans,60 ans ou plus,24
2021,40-49 ans,Moins de 20 ans,5
2021,50-59 ans,20-24 ans,21
2021,50-59 ans,25-29 ans,64
2021,50-59 ans,30-34 ans,199
2021,50-59 ans,35-39 ans,323
2021,50-59 ans,40-49 ans,1114
2021,50-59 ans,50-59 ans,1077
2021,50-59 ans,60 ans ou plus,133
2021,50-59 ans,Moins de 20 ans,0
2021,60 ans ou plus,20-24 ans,4
2021,60 ans ou plus,25-29 ans,17
2021,60 ans ou plus,30-34 ans,42
2021,60 ans ou plus,35-39 ans,78
2021,60 ans ou plus,40-49 ans,361
2021,60 ans ou plus,50-59 ans,753
2021,60 ans ou plus,60 ans ou plus,650
2021,60 ans ou plus,Moins de 20 ans,0
2021,Moins de 20 ans,20-24 ans,17
2021,Moins de 20 ans,25-29 ans,3
2021,Moins de 20 ans,30-34 ans,1
2021,Moins de 20 ans,35-39 ans,0
2021,Moins de 20 ans,40-49 ans,0
2021,Moins de 20 ans,50-59 ans,0
2021,Moins de 20 ans,60 ans ou plus,0
2021,Moins de 20 ans,Moins de 20 ans,10
